,wSMI,p_e,k,b,b_n,g,g_n,t,t_n,d,d_n,a_n,a,CNV,P1,P3a,P3b,probe,mind,preproc,participant
0,0.1050477951324722,0.9074269402381748,0.766038907284768,-105.00135307053408,0.1515720300895343,-111.26428273495476,0.0402173160604656,-102.7551011501212,0.2356214092036003,-99.88455849461378,0.4409535315386527,0.131635713107747,-105.47836367847074,19.07998178147929,7.005174026419379e-08,1.1855294574129637e-06,1.3182007026343988e-06,PC,on-task,erp,0
1,0.1150124734460695,0.907260462248812,0.7669701986754964,-104.71252754595484,0.2081926466278438,-112.96260389630912,0.0342117102639977,-104.4009380838107,0.2446025085985768,-102.43168100054162,0.3599367120175269,0.1530564224920546,-106.66120106050865,20.94288137222184,-4.093842007836824e-06,-2.454534817214143e-06,-1.427485348039445e-07,PC,on-task,erp,0
2,0.107130763187402,0.9178647435515188,0.7700745033112579,-102.72282246316524,0.1902297753846293,-111.16878078064352,0.0268064845154711,-99.1983975795318,0.3841894174988055,-101.542167660817,0.253833034554803,0.144941288046291,-103.77686570734568,4.673170790010985,-6.215112629009781e-06,2.510565499541879e-07,6.391683390787503e-07,PC,on-task,erp,0
3,0.1050476268882681,0.9065397587670264,0.7643832781456952,-104.3860181673716,0.2151410045044567,-112.59401077160722,0.0403815423314891,-103.74092736557692,0.251372246672526,-103.97105372787372,0.2491930867020657,0.2439121197894624,-103.95700640275336,10.935941666963105,7.264899742460988e-07,8.016874049210798e-07,3.310195461729319e-06,PC,on-task,erp,0
4,0.1062649619300424,0.8776026858788777,0.7613824503311256,-103.92665850794526,0.1851529311842558,-110.42952861748849,0.0485473674498177,-103.18752569034017,0.2279139807594024,-100.66603085478305,0.3794873675147933,0.1588983530917306,-104.63148062158363,27.83517798817529,-1.8851852927552575e-06,8.825168610103396e-07,8.141450828467682e-06,PC,on-task,erp,0
5,0.1253847051779887,0.9422145011188772,0.774317052980132,-106.0271336559952,0.1354422944652126,-110.01427274151996,0.05784477971125,-102.07851922233512,0.2787835509820358,-101.90054739054438,0.3262098729280138,0.2017195019134876,-103.93142449224902,-0.1301979002923308,3.61796039867013e-06,5.328846940390789e-06,1.9477674542793423e-06,PC,on-task,erp,0
6,0.1112690403796609,0.8940580328564836,0.7740066225165558,-104.86110003974704,0.2356124331768682,-110.77316576119838,0.0780077293589112,-104.93014710323185,0.2627297494653146,-103.68508101806196,0.3227362421101305,0.1009138458887752,-109.2922586278036,17.33089917020665,1.568548835419884e-06,6.70051851722648e-06,3.1238770526476647e-06,PC,on-task,erp,0
7,0.1111349695849168,0.9037824105423684,0.7705918874172182,-104.2008777674277,0.1632257246736808,-112.36824242177204,0.0296730974731572,-101.18999101497924,0.3056753353921918,-102.70316544478626,0.2730129262113036,0.2284129162496664,-103.12918225740124,6.214613547522423,2.6753567348260712e-06,2.6747950191546623e-06,3.46166239372798e-06,PC,on-task,erp,0
8,0.1146772507951343,0.933201230869093,0.7601407284768211,-105.16598278322871,0.1349420077806093,-112.16054799625886,0.0344990901214822,-103.01550997736707,0.2231214673285438,-102.08432871753864,0.2883970096601358,0.3190404251092287,-101.68523711796,15.183516862219298,-8.825987975444008e-08,-3.039427972956414e-06,3.2455877683130515e-06,PC,on-task,erp,0
9,0.113718472546449,0.9188035602856324,0.7686258278145692,-102.66728388807664,0.2442069408212868,-113.05262177289592,0.0277630245846029,-103.69259919588774,0.1921254207316949,-103.07494139480072,0.2691250954263702,0.2667795184360449,-102.22075849381098,12.757516463445263,-4.316620553412687e-06,-3.749910195514151e-06,7.716239054808105e-06,PC,on-task,erp,0
0,0.1081281556546605,0.9209699719944424,0.7684188741721851,-102.9783513316518,0.1510547183420895,-108.95611218099634,0.0526385619557474,-100.5752514496919,0.2654096257026623,-100.01321595461935,0.3169030782990621,0.2139940157004386,-102.64694101800578,0.8201661725950524,-4.731275687132186e-06,-7.0833306550232285e-06,1.6732269523335995e-06,SC,dMW,erp,1
1,0.1096080110841511,0.9258696215480364,0.7662458609271521,-104.43910816220372,0.1581964696295222,-109.3568711443354,0.0572050368940154,-102.85842521436382,0.2197890202664084,-99.5666355786646,0.4494150399927088,0.1153944332173452,-105.73222831155994,-4.784285162137573,5.165822728461452e-06,-2.214215269361583e-07,1.8647665828898028e-06,SC,dMW,erp,1
2,0.1201191832980648,0.945585569175695,0.7634519867549667,-101.37457738517936,0.2233344003882405,-111.0461828244572,0.0330752818328319,-101.04225499568204,0.2443159563189604,-100.78666786335218,0.2686193818331658,0.2306549796268012,-101.44375949387842,-9.767964753181278,-4.772827356434119e-07,-7.157688496206326e-06,-2.7942569205733224e-06,SC,dMW,erp,1
3,0.1115130100032192,0.922882118605124,0.747826986754967,-102.59243658732623,0.1144609810255161,-110.29798256352186,0.02182343847517,-98.31212913239554,0.3096623535719237,-97.23611631301796,0.387667206556665,0.1663860203707251,-101.14829347898834,-7.8543521054648595,1.2208282675751547e-05,-5.848039181832325e-06,4.212486577195541e-06,SC,dMW,erp,1
4,0.116920055507245,0.9166291635102766,0.76614238410596,-104.34079162377787,0.1096850531134974,-107.6411324456612,0.0551923285273452,-100.75986111028472,0.2393062536357901,-97.84651475087752,0.4547839049425829,0.1410324597807843,-103.79777920523134,-4.485666717178511,-4.864028960539846e-06,-5.5663895694113424e-06,-1.944563691713979e-06,SC,dMW,erp,1
5,0.1105349501835642,0.9143289131433788,0.7626241721854302,-104.30730085579783,0.1382499555416681,-110.97492736287194,0.037842892013365,-103.76904210616162,0.1643623946120974,-98.57353846895283,0.4874779544833182,0.1720668033495512,-103.95308563345569,-11.4556450833477,-3.4115408861876595e-06,-8.331791561067652e-06,-1.720468394999914e-06,SC,dMW,erp,1
6,0.1162348941896312,0.94655736139416,0.758381622516556,-100.49994367507898,0.2200591900229216,-108.94814732271551,0.0368639419320462,-101.4155818439838,0.1741476475112169,-99.35957072452032,0.2842466967757419,0.2846825237580732,-99.25204350391417,-0.5620186815668062,-2.599695921767513e-06,-1.0500826696947656e-05,-5.624111614605596e-06,SC,dMW,erp,1
7,0.110758694262977,0.940636885308029,0.7714197019867547,-102.76446877501628,0.2239926714346299,-110.48527387839712,0.0432819010859376,-102.13625513791362,0.2444725455685334,-101.23626455868722,0.3118185145876473,0.1764343673232516,-104.0649189279994,-10.230570313211446,-4.2747066263758175e-06,-4.861249544931277e-06,-4.97789675306806e-06,SC,dMW,erp,1
8,0.1127622749989285,0.9291765419441462,0.764279801324503,-103.74571235209262,0.1369934488820079,-108.468686818757,0.0533366800979214,-101.76393185038972,0.2036577854367686,-98.86640690718568,0.4014363903792606,0.2045756952040412,-102.58877914716032,-2.0138410907727224,-5.48845362095858e-06,-5.02525699917502e-06,6.197434729347445e-07,SC,dMW,erp,1
9,0.1109586163816559,0.896191809204232,0.7610720198675495,-105.56632177442977,0.1025355009609028,-110.54046561799382,0.042824584882274,-101.98464751871307,0.220779925454247,-98.20238068710644,0.5113282787344482,0.1225317099681279,-105.02366719236116,9.12595193642474,-1.6254950143653643e-06,-1.026771804816956e-05,3.1523855310408674e-06,SC,dMW,erp,1
10,0.1066138649811467,0.909457405932904,0.7752483443708605,-104.76872835302828,0.1502110395762105,-109.66721193883777,0.0566821182285303,-102.66542201684751,0.2375455498837045,-101.14758235166838,0.3523358712373871,0.2032254210741675,-103.15446586951232,-1.785119298035296,-7.507922837388435e-07,-5.4717700126862745e-06,-3.93213470973116e-06,SC,dMW,erp,1
11,0.1113079146808238,0.9616485698733204,0.7829056291390725,-101.044173102726,0.1608188241992768,-103.64430868510544,0.1149274967705182,-100.08110389765106,0.1828489870534241,-99.57253567264702,0.2366574222778899,0.3047472696988909,-98.48579812946082,8.978976907441654,-4.878363361635351e-06,-7.910959125029228e-07,4.858319040515079e-07,SC,dMW,erp,1
12,0.1124906003154931,0.9292202781247284,0.7574503311258277,-99.97837933428428,0.1882265698913223,-108.5742142642515,0.0330629990583241,-100.1380278411648,0.1969298451757544,-98.14790193898251,0.3030853461128541,0.278695239761745,-98.38300834526753,3.544744764721097,3.610177353206967e-07,1.8755001259130244e-06,-1.8274883612624785e-06,SC,dMW,erp,1
13,0.1064087470793479,0.916669744013518,0.7691432119205295,-103.58586355770504,0.1926228238553593,-107.47680224026124,0.0947691089743761,-100.64255771477968,0.3452057213938252,-102.18894572122794,0.2521790744559122,0.115223271320527,-105.73138508764448,2.703600449570337,-2.784918002439429e-06,-1.9668504588783946e-06,6.163370226184806e-06,SC,dMW,erp,1
0,0.1121304265470352,0.9130676472584656,0.7679014900662249,-105.28666354907122,0.1299564123506875,-109.1392752882817,0.0640968895522911,-102.6444485681528,0.2332590130052004,-100.14252250446556,0.4032975370890497,0.1693901480027711,-104.51267108397272,2.715820997231273,-3.4601899575895627e-06,-2.102202969417962e-06,1.720071181867329e-06,SC,sMW,erp,1
1,0.1088675990580077,0.9173791411123072,0.7584850993377482,-105.26756352356702,0.1294937178550823,-110.78471117552674,0.0453290404023612,-102.41539836816202,0.2051871865863682,-98.25304249051908,0.5183572315377507,0.1016328236184375,-105.73434773912386,13.069644219744994,2.9934580826649166e-06,7.167088397378541e-06,7.758759387388605e-06,SC,sMW,erp,1
2,0.108100880911161,0.9264165488026548,0.7626241721854303,-105.0589871884793,0.1466358406554097,-109.34928140033264,0.0588429232456403,-102.79617721785644,0.2442135553795289,-101.29057588603378,0.3319789052437836,0.2183287754756374,-103.25922621782404,-2.9502583257124857,3.240693198939785e-06,8.45587711276174e-07,-1.456662500813728e-06,SC,sMW,erp,1
3,0.1247197845708931,0.9479355702635724,0.7596233443708608,-103.13578696357536,0.1830998561482635,-111.1410857129968,0.0406258617375904,-103.20778177690002,0.1729835984301821,-102.31183286640656,0.23305277575893,0.3702379079250338,-99.879914550331,10.533020930191304,3.4499216480399918e-06,2.1144061634329245e-06,5.512712174390275e-06,SC,sMW,erp,1
4,0.1085704338799145,0.9043346278542812,0.7577607615894039,-103.3908128660106,0.1592534065248959,-111.27139615367324,0.0330478389201195,-101.908114079707,0.2355410643780934,-99.16603656116976,0.4438722302101631,0.1282854599667279,-104.51218449678166,30.723784871406767,-2.651082375931645e-06,9.739066752133734e-06,4.927418694579248e-06,SC,sMW,erp,1
5,0.1139321122166527,0.9265527235437724,0.7614859271523177,-104.89543556183034,0.1043974295968577,-109.08539338071677,0.0436628362826625,-100.86070024087788,0.2828416307892361,-98.90592492329736,0.420422387432954,0.1486757158982896,-103.79834112550267,2.724067487074634,1.2458298468440777e-06,-1.28188017190218e-06,6.908112145960526e-07,SC,sMW,erp,1
6,0.0997155682427437,0.932442197319012,0.7626241721854302,-102.6416788638679,0.1707256655705771,-108.76801297559832,0.0465905117127872,-103.44604175224543,0.1470545214529173,-99.77325567426786,0.36183923989793,0.2737900613657883,-100.8947046394866,2.049880031598585,-4.406797779885218e-06,-1.1672400433074648e-05,2.816967799701689e-06,SC,sMW,erp,1
7,0.1071771073288805,0.910248656942654,0.7591059602649005,-103.12184085651418,0.1656046310572878,-109.3425198844066,0.0438717755890646,-99.2815978636994,0.3859867503932173,-101.42280133438352,0.2658206522409228,0.1387161907195074,-103.96534343428354,-2.289228641036584,-1.167824221376854e-05,-6.0946936797039165e-06,-6.954868943752927e-06,SC,sMW,erp,1
8,0.1155874295172116,0.94539219871107,0.759933774834437,-104.0602331136611,0.1746741377968738,-110.83575400820185,0.0440048951715722,-100.82581361696182,0.3254453772777751,-102.67155099439904,0.2300858891795109,0.2257897005742677,-102.90471297507182,-7.45360548578824,9.4407555687439e-07,-2.4816316408572995e-06,-3.59717373688767e-06,SC,sMW,erp,1
9,0.1178148388377812,0.9161152016445344,0.7736961920529797,-102.67297680138634,0.2316864402704557,-108.29437168638844,0.0782979971582218,-104.18100564003043,0.1638016513483882,-100.73059054555688,0.3707493288333957,0.1554645823895385,-104.81023189637258,5.15100036387176,8.679727264695625e-07,3.396862220911296e-06,-3.970759603682067e-06,SC,sMW,erp,1
10,0.1107313816707562,0.9274220833069584,0.7662458609271521,-101.95822809944552,0.2089025928356216,-110.4667583475592,0.0377643858174945,-102.33618660798476,0.204824481290359,-99.78673203974076,0.344519401701965,0.2039891383545597,-102.27965655941856,3.275016321251563,-1.1965887379256768e-06,3.6754533523098345e-06,1.6587192291487651e-06,SC,sMW,erp,1
11,0.1057958934889283,0.9557780324787536,0.7651076158940395,-103.8939574919051,0.1716515231616492,-110.05850294214063,0.0478388786717917,-101.42359618035668,0.2940412426702402,-103.1398056624068,0.2490004316765084,0.2374679238198103,-102.21266436943236,-8.10691446964766,-2.9532257680621725e-06,-2.7381400290119837e-06,-2.1233353576294005e-07,SC,sMW,erp,1
12,0.1025572212264187,0.9405833158874864,0.7651076158940394,-101.29829732166266,0.2302699233273843,-108.8834262197376,0.0514610608025792,-102.39892478962284,0.1867861153268344,-100.08964765806012,0.3193553528737861,0.2121275476694158,-101.86825931340684,-8.767560492976445,5.460133443500214e-06,-4.722249879880444e-06,-9.115769015010454e-06,SC,sMW,erp,1
13,0.1082834267301384,0.9497024128413644,0.7664528145695361,-103.6857956327199,0.1886853711766182,-110.18566577613272,0.0448162577244711,-101.206941034588,0.3114120647032283,-103.00816065704788,0.2333017904023928,0.2217845159932893,-103.11706856910344,-3.607932029718493,-2.1948550395877441e-07,-3.98906072691426e-06,1.6741452446642155e-06,SC,sMW,erp,1
14,0.1344739645788227,0.9614754120896534,0.7544495033112583,-103.02440981316914,0.1128906689146471,-108.8749453357749,0.0337514624366271,-99.6828473585185,0.2293673435051914,-98.59888005992738,0.3398829308524966,0.2841075942910377,-98.59746574008426,-12.098456022589607,2.469064360825671e-06,-1.124495775399878e-05,3.42409682881624e-06,SC,sMW,erp,1
15,0.1136526946185557,0.9279114647333228,0.7585885761589402,-102.28355088848582,0.1449574219703945,-111.26299896902864,0.0229297960712236,-99.80846929885666,0.2384946787319275,-97.38860383396798,0.4224449753592645,0.1711731278671898,-101.37523328024236,0.1959463486517149,5.004066284115592e-06,-3.613929057941439e-06,4.912086318333844e-06,SC,sMW,erp,1
16,0.1087856993177049,0.9408768660943532,0.7543460264900661,-104.11293063176343,0.1122792979661273,-110.4533494639016,0.0284552888221356,-99.4792242776251,0.2983569270680943,-99.69747757479016,0.2999607777281273,0.2609477084155153,-100.43950131899476,-5.447732083347791,-5.056956862187316e-06,-3.4964465882711595e-06,-7.665296777770204e-06,SC,sMW,erp,1
17,0.1116034293433228,0.8923542584965628,0.757967715231788,-103.99670547003944,0.1011870094041646,-110.53551332232354,0.0259249772446455,-101.49053103916046,0.1912179570720353,-98.08709115782676,0.4218402641922925,0.2598297920868619,-100.34404900787516,9.210948010325144,-1.3636524891996383e-06,-3.241989517373655e-06,1.561870795572222e-06,SC,sMW,erp,1
18,0.1115437959426624,0.9279987252669024,0.7638658940397348,-104.7121681374334,0.1618039983811491,-110.68268795124186,0.0522776845543524,-105.11468461697766,0.1559727276148277,-100.48647644732888,0.4301626017513814,0.1997829876982892,-104.203345539371,17.993569458566135,-1.7115138731953005e-06,7.810532726702923e-06,1.8042515384503464e-06,SC,sMW,erp,1
19,0.1158502320256646,0.9481201278559797,0.7585885761589403,-104.89903743577332,0.1303685600603631,-111.33521548997594,0.0337137843788039,-101.29212345430346,0.2787134651024521,-101.73365110724116,0.2833500714039672,0.2738541190544136,-101.77086906080548,1.5067166019385554,4.96696778062523e-06,7.836056199810827e-07,-2.1919229339174064e-06,SC,sMW,erp,1
20,0.108726671220204,0.9126741360328606,0.7676945364238408,-101.847683546917,0.2471830233119566,-109.01120049301475,0.0612428531440713,-104.9461961126739,0.1386202138943141,-100.66706297088368,0.3406558796855438,0.212298029964114,-102.69896832605896,-8.083111211888214,5.660295010223328e-06,8.040751043339079e-07,2.625430512662278e-06,SC,sMW,erp,1
21,0.1133415050502294,0.952313164753168,0.7697640728476817,-103.42500409309336,0.1643063966805695,-109.40130791526012,0.0494425483125483,-103.06275238636256,0.1849548940220589,-101.83950475369276,0.2741664658634968,0.3271296951213263,-101.1304392656334,-17.128367779599078,1.1034935343309652e-06,-9.257663207555756e-06,-3.316809663403637e-06,SC,sMW,erp,1
22,0.1218166849592072,0.9563709292670072,0.7536216887417218,-102.9659143350609,0.0887183204902083,-109.9896476879392,0.0243927153340196,-98.86210965281904,0.2091494289925968,-97.48609191794216,0.3379530144165348,0.3397865207666404,-96.97135183770536,1.237964493304342,1.0103532560451197e-06,-7.852027041519144e-06,1.049000558933798e-06,SC,sMW,erp,1
23,0.107320494924899,0.9096745008135592,0.7627276490066223,-105.52784499383009,0.1316187670780571,-111.22585879574076,0.0427850006041896,-101.45904758034024,0.3227313435850577,-101.41252191360694,0.3249765702476124,0.1778883184850831,-104.4469900912898,5.232418935197214,-3.458003080865445e-06,-3.675709756434628e-06,5.42940351516185e-06,SC,sMW,erp,1
24,0.1162081380369043,0.9537013109355452,0.7686258278145692,-103.1226584508613,0.1677557037248466,-110.633109948296,0.0386901017716691,-99.44755381270475,0.3454453506535389,-103.7175932194007,0.1679632421866148,0.2801456016633306,-100.49717381329978,3.869710046929336,-7.016768209814703e-07,2.367980133369239e-06,1.920741916498161e-06,SC,sMW,erp,1
25,0.1130777256087104,0.9398048998658356,0.7656249999999998,-105.73611874945512,0.1163962204901226,-111.17190081185753,0.0467090343613582,-101.58824794819016,0.2585233698701795,-101.1200597371834,0.3244684908974188,0.2539028843809207,-102.04981023564268,2.540465080033264,-5.461417046461137e-07,4.782134209637778e-06,3.2839913368705226e-06,SC,sMW,erp,1
26,0.1118985301515742,0.94452976155529,0.7656249999999998,-103.82963134898384,0.1171722483524441,-110.09889272779576,0.033228882364365,-100.9120095826944,0.2334985117137581,-97.79110014342264,0.4655665330014735,0.1505338245679591,-102.78051136875126,4.077820525990343,-1.547638371245478e-06,-5.191793692681456e-06,-2.240006535775554e-06,SC,sMW,erp,1
27,0.1104464155403625,0.9199035294390836,0.7637624172185429,-102.1493751341956,0.1824067312153167,-109.27838468328775,0.038437753167096,-100.2341779488723,0.2853699563657271,-100.44593510293107,0.2774951433944296,0.2162904158574304,-101.7375372702978,-3.1604460467792075,-5.441943410990379e-08,1.4301609476724338e-06,1.06094346979545e-06,SC,sMW,erp,1
28,0.1011539336539923,0.9296348535552978,0.7592094370860926,-102.12411872571964,0.1542596795090168,-108.23759630882051,0.0430322010336065,-101.29391804115744,0.2003785601304373,-97.74029390169346,0.4166272065220825,0.1857023528048568,-101.29153116876344,-19.006003740036068,4.110281873552511e-06,-8.740016952856261e-06,3.896773479033136e-06,SC,sMW,erp,1
29,0.1128336327310641,0.9115724601515754,0.7636589403973508,-103.64327415328796,0.1493334152918251,-108.6108823670342,0.0610831304866005,-104.1932389981227,0.135256938608242,-98.805345800395,0.4710755704183456,0.1832509451949868,-103.86595853932138,1.07780618193872,-6.26808430047412e-06,2.5883300759569656e-08,-1.1598457839883352e-05,SC,sMW,erp,1
