,Marker,Log-Likelihood,AIC,Estimate,P_val,score_mean,score_std,score_sem,score_range,perm_score,perms_score_std,perms_score_all,Glmm_pval,AUC_P_val,AUC_mean,AUC_std,F1_P_val,F1_mean,F1_std,Kappa_P_val,Kappa_mean,Kappa_std,perm_auc_mean,perm_auc_all,perm_f1_mean,perm_f1_all,perm_kappa_mean,perm_kappa_all,GLMM_p_corrected,GLMM_significant,AUC_p_corrected,AUC_significant,F1_p_corrected,F1_significant,Kappa_p_corrected,Kappa_significant
0,wSMI_1_mean,-45.3732023371294,96.7464046742588,3.365094755511067,,,,,,,,,0.47019436851746466,1.0,0.31398809523809523,0.11770384952228975,0.887,0.550294213795358,0.07588056541907738,0.927,-0.16133156637790927,0.18201442475588342,0.5003847222222223,[0.60267857 0.48462302 0.40426587 ... 0.6860119  0.60267857 0.50843254],0.6206744763072624,[0.7096902  0.63761905 0.55957265 ... 0.65512821 0.66932692 0.5041762 ],0.026336152677007032,"[ 0.14586111  0.1036036  -0.02334267 ...  0.1892859   0.06538462
  0.0140243 ]",0.9006235746614957,p > 0.05,1.0,p > 0.05,0.9037358490566038,p > 0.05,0.9852,p > 0.05
1,wSMI_1_std,-44.10526522821487,94.21053045642974,0.8472172436225421,,,,,,,,,0.04731687965732018,0.061,0.6493055555555556,0.09556177428941655,0.3754,0.6219787157287158,0.08639503949974275,0.0874,0.12737380822487207,0.21170397582861908,0.4996125,[0.35069444 0.40625    0.53819444 ... 0.53819444 0.61359127 0.51835317],0.5993370941729333,[0.49415205 0.59232198 0.69093434 ... 0.6077811  0.6419175  0.65516026],-0.004467746629985577,"[-0.18778101 -0.04567308  0.16407686 ...  0.03242488  0.00106033
  0.03577935]",0.9006235746614957,p < 0.05 uncorrected,0.46304999999999996,p > 0.05,0.868752,p > 0.05,0.4653818181818182,p > 0.05
2,wSMI_2_mean,-45.61444646154611,97.22889292309222,-0.9946488674528126,,,,,,,,,0.8857499047425073,0.7378,0.4697420634920635,0.057802066644845995,0.027,0.6709716599190283,0.03664025767315324,0.0796,0.02419354838709678,0.04190445502182769,0.49947936507936513,[0.4578373  0.46974206 0.53422619 ... 0.53025794 0.53224206 0.53422619],0.5871357411447939,[0.47623292 0.58415205 0.59150327 ... 0.59348039 0.58764706 0.58067736],-0.06899565295078006,"[-0.17718254 -0.08089133  0.04436951 ... -0.05029188 -0.07274216
 -0.06815476]",0.9698408777254042,p > 0.05,1.0,p > 0.05,0.729,p < 0.05 uncorrected,0.4653818181818182,p > 0.05
3,wSMI_2_std,-44.866224969227964,95.73244993845593,0.6873097887376748,,,,,,,,,0.1801083175525385,0.1204,0.5873015873015873,0.10588622273116136,0.2618,0.633652312599681,0.023633005721353597,0.1638,0.05366265388943833,0.09769097481108613,0.4988920634920635,[0.42857143 0.45634921 0.55952381 ... 0.44047619 0.40079365 0.42857143],0.5954686346928075,[0.59900084 0.58584486 0.66945672 ... 0.62063545 0.52477073 0.57257704],-0.014140291732901426,"[-0.06100357 -0.01859543  0.12637423 ...  0.04080639 -0.12948604
 -0.1182477 ]",0.9006235746614957,p > 0.05,0.46440000000000003,p > 0.05,0.868752,p > 0.05,0.6524470588235294,p > 0.05
4,wSMI_4_mean,-45.09735152890196,96.19470305780392,-4.282944042817673,,,,,,,,,0.338765449869583,0.1278,0.5491071428571429,0.052745227311646097,0.7746,0.5610389610389611,0.11610128123962087,0.289,-0.036399941203149044,0.14522725461860686,0.499014880952381,[0.53521825 0.5530754  0.48164683 ... 0.54910714 0.5530754  0.53918651],0.5928549788075963,[0.66307692 0.61800395 0.55772727 ... 0.58114973 0.58813853 0.62203446],-0.07195638945934324,"[-0.01229508 -0.06186153 -0.13870833 ...  0.02523495 -0.11504181
  0.01691404]",0.9006235746614957,p > 0.05,0.46440000000000003,p > 0.05,0.868752,p > 0.05,0.7803,p > 0.05
5,wSMI_4_std,-45.584786562899836,97.16957312579967,0.04604608527876491,,,,,,,,,0.8980008127087076,0.5596,0.4786706349206349,0.08440559911451115,0.3402,0.632124542124542,0.09450074525931887,0.7768,-0.11666666666666664,0.20207259421636897,0.5002565476190477,[0.45882937 0.55505952 0.52132937 ... 0.45188492 0.46478175 0.52827381],0.611849613021093,[0.63879121 0.61432692 0.63218407 ... 0.61844697 0.55716783 0.63302019],-0.03380927449813914,"[-0.0663311   0.06923077  0.01538462 ... -0.04324585 -0.11626314
  0.05135584]",0.9698408777254042,p > 0.05,0.9157090909090908,p > 0.05,0.868752,p > 0.05,0.9852,p > 0.05
6,wSMI_8_mean,-45.59940375329276,97.19880750658552,-0.8299370347290588,,,,,,,,,0.839549223171162,1.0,0.416170634920635,0.050903105499899376,0.741,0.5713122171945701,0.13025630197205676,0.9618,-0.10604508196721313,0.15657383802183877,0.500396626984127,[0.45188492 0.49950397 0.48660714 ... 0.49950397 0.48660714 0.49950397],0.6085532575774684,[0.57666667 0.60764706 0.55481781 ... 0.63822398 0.60688645 0.56142857],0.008794587464905402,"[-0.0440789  -0.02608819 -0.01970941 ...  0.00822368  0.0278607
 -0.04945724]",0.9698408777254042,p > 0.05,1.0,p > 0.05,0.868752,p > 0.05,0.9852,p > 0.05
7,wSMI_8_std,-45.5366768041465,97.073353608293,0.2859079449258567,,,,,,,,,0.5335352104833755,1.0,0.2996031746031746,0.1191963356815523,0.6936,0.53375,0.14922194041091943,0.9048,-0.16684723726977246,0.18202967749008686,0.4979583333333334,[0.41468254 0.57142857 0.70039683 ... 0.58531746 0.57142857 0.4047619 ],0.574548150804106,[0.58632353 0.58382254 0.60047619 ... 0.56354037 0.65157895 0.39166667],-0.026536704608963894,"[-0.0915608  -0.03204906  0.08128888 ... -0.00108729 -0.00747587
 -0.14053354]",0.9006235746614957,p > 0.05,1.0,p > 0.05,0.868752,p > 0.05,0.9852,p > 0.05
8,p_e_1_mean,-45.47124914408504,96.94249828817009,-3.9507436649822667,,,,,,,,,0.5902068586110127,0.6776,0.46378968253968256,0.21107593374870126,0.4032,0.6013122171945701,0.1462462689156938,0.8112,-0.09375,0.16237976320958225,0.4979021825396827,[0.39732143 0.42906746 0.61954365 ... 0.46378968 0.42906746 0.60267857],0.5709434918155535,[0.56166667 0.52881868 0.49850932 ... 0.58040313 0.56416936 0.6122977 ],-0.016428416760848,"[-0.03333333 -0.07428471  0.14848173 ... -0.11493644 -0.02285448
 -0.01808753]",0.9066189480895138,p > 0.05,1.0,p > 0.05,0.868752,p > 0.05,0.9852,p > 0.05
9,p_e_1_std,-44.64764450890747,95.29528901781494,-0.3370463483350808,,,,,,,,,0.4243211967921152,0.19,0.5649801587301587,0.07686251593680138,0.7678,0.5971366543448924,0.17620911020575544,0.1766,0.1149343197765795,0.14433424575174703,0.5006121031746031,[0.4389881  0.43204365 0.52628968 ... 0.51934524 0.43204365 0.47668651],0.628351638020084,[0.63764706 0.62307861 0.66717391 ... 0.56675725 0.7087291  0.63166667],0.03678663291429481,"[ 0.00159672 -0.01945341  0.02809883 ...  0.1006263   0.07758621
 -0.01357847]",0.9006235746614957,p > 0.05,0.5019428571428571,p > 0.05,0.868752,p > 0.05,0.6524470588235294,p > 0.05
