,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_min_samples_leaf,params_n_estimators,state
876,876,0.551469653032153,2024-01-04 14:27:10.444685,2024-01-04 14:27:12.547145,0 days 00:00:02.102460,15,0.4319761454325251,8,24,COMPLETE
531,531,0.551469653032153,2024-01-04 14:14:25.924519,2024-01-04 14:14:28.011917,0 days 00:00:02.087398,9,0.4426589224595833,8,24,COMPLETE
850,850,0.5514473951973952,2024-01-04 14:26:12.031557,2024-01-04 14:26:14.040363,0 days 00:00:02.008806,12,0.38290760195855694,8,20,COMPLETE
397,397,0.5514092389092389,2024-01-04 14:09:22.139030,2024-01-04 14:09:24.292710,0 days 00:00:02.153680,8,0.6826720931025656,8,26,COMPLETE
160,160,0.5513297466422467,2024-01-04 14:00:28.122663,2024-01-04 14:00:30.595164,0 days 00:00:02.472501,6,0.5551166659619158,6,33,COMPLETE
819,819,0.5512566137566137,2024-01-04 14:25:01.059144,2024-01-04 14:25:03.698816,0 days 00:00:02.639672,29,0.4513384448835654,8,42,COMPLETE
463,463,0.551212098087098,2024-01-04 14:11:51.892617,2024-01-04 14:11:54.446496,0 days 00:00:02.553879,10,0.505161078833159,10,37,COMPLETE
864,864,0.5512057387057387,2024-01-04 14:26:43.831152,2024-01-04 14:26:45.983662,0 days 00:00:02.152510,8,0.78285586866164,7,25,COMPLETE
546,546,0.5510562932437932,2024-01-04 14:14:59.936632,2024-01-04 14:15:01.966227,0 days 00:00:02.029595,12,0.45878378435758693,10,22,COMPLETE
499,499,0.5509863400488401,2024-01-04 14:13:14.322057,2024-01-04 14:13:16.609341,0 days 00:00:02.287284,8,0.5471807447130923,7,31,COMPLETE
859,859,0.5509132071632071,2024-01-04 14:26:31.375536,2024-01-04 14:26:33.564075,0 days 00:00:02.188539,8,0.45975842716824855,7,27,COMPLETE
513,513,0.5509132071632071,2024-01-04 14:13:46.258217,2024-01-04 14:13:48.560422,0 days 00:00:02.302205,12,0.448014188172062,7,27,COMPLETE
356,356,0.550894129019129,2024-01-04 14:07:48.392556,2024-01-04 14:07:50.439040,0 days 00:00:02.046484,15,0.38222312072064746,7,22,COMPLETE
159,159,0.5507001678876678,2024-01-04 14:00:25.730800,2024-01-04 14:00:28.120981,0 days 00:00:02.390181,5,0.5915705291533834,6,34,COMPLETE
518,518,0.5504839489214489,2024-01-04 14:13:57.584329,2024-01-04 14:13:59.886079,0 days 00:00:02.301750,2,0.49173770165878483,7,32,COMPLETE
186,186,0.5504775895400895,2024-01-04 14:01:31.748458,2024-01-04 14:01:34.002302,0 days 00:00:02.253844,6,0.528481979464449,8,29,COMPLETE
384,384,0.5504235347985349,2024-01-04 14:08:54.191650,2024-01-04 14:08:56.309317,0 days 00:00:02.117667,9,0.37260148394469306,8,19,COMPLETE
98,98,0.5501755189255189,2024-01-04 13:57:51.497493,2024-01-04 13:57:54.225546,0 days 00:00:02.728053,10,0.4873748308394129,10,45,COMPLETE
775,775,0.5500133547008548,2024-01-04 14:23:22.302356,2024-01-04 14:23:24.562391,0 days 00:00:02.260035,7,0.792413674833855,9,30,COMPLETE
369,369,0.5497971357346357,2024-01-04 14:08:16.948771,2024-01-04 14:08:19.062099,0 days 00:00:02.113328,15,0.4606071915507101,6,25,COMPLETE
725,725,0.5497240028490029,2024-01-04 14:21:32.472188,2024-01-04 14:21:34.569933,0 days 00:00:02.097745,28,0.8732878835728628,8,24,COMPLETE
996,996,0.5496985653235653,2024-01-04 14:31:42.786894,2024-01-04 14:31:45.051445,0 days 00:00:02.264551,10,0.5960249814703656,8,28,COMPLETE
632,632,0.549568198005698,2024-01-04 14:18:08.573200,2024-01-04 14:18:10.647117,0 days 00:00:02.073917,27,0.5202322087410766,9,23,COMPLETE
137,137,0.5493678774928775,2024-01-04 13:59:31.572200,2024-01-04 13:59:34.100650,0 days 00:00:02.528450,7,0.5142835941290522,8,39,COMPLETE
735,735,0.5492279711029711,2024-01-04 14:21:55.235605,2024-01-04 14:21:57.435045,0 days 00:00:02.199440,14,0.7525032304923606,8,27,COMPLETE
619,619,0.5491580179080179,2024-01-04 14:17:39.833933,2024-01-04 14:17:42.040295,0 days 00:00:02.206362,13,0.4724175982467639,4,27,COMPLETE
691,691,0.5491580179080179,2024-01-04 14:20:19.727534,2024-01-04 14:20:21.993867,0 days 00:00:02.266333,11,0.4470908780890457,7,28,COMPLETE
444,444,0.5491325803825803,2024-01-04 14:11:08.200429,2024-01-04 14:11:10.408352,0 days 00:00:02.207923,10,0.469200458598555,8,28,COMPLETE
136,136,0.5488718457468458,2024-01-04 13:59:29.066295,2024-01-04 13:59:31.570794,0 days 00:00:02.504499,7,0.511161963989875,8,39,COMPLETE
17,17,0.5485570563695563,2024-01-04 13:54:32.290694,2024-01-04 13:54:35.345860,0 days 00:00:03.055166,6,0.5507188552890729,3,54,COMPLETE
889,889,0.5484044312169313,2024-01-04 14:27:41.600835,2024-01-04 14:27:43.807239,0 days 00:00:02.206404,14,0.9333602292257648,9,27,COMPLETE
544,544,0.5481786731786732,2024-01-04 14:14:53.883521,2024-01-04 14:14:55.990495,0 days 00:00:02.106974,12,0.520462740735924,8,24,COMPLETE
782,782,0.5481754934879934,2024-01-04 14:23:38.235138,2024-01-04 14:23:40.264730,0 days 00:00:02.029592,6,0.993251338543911,8,21,COMPLETE
232,232,0.5481214387464387,2024-01-04 14:03:12.784210,2024-01-04 14:03:15.038973,0 days 00:00:02.254763,9,0.5054245630465899,7,30,COMPLETE
548,548,0.547841625966626,2024-01-04 14:15:04.125699,2024-01-04 14:15:06.261733,0 days 00:00:02.136034,7,0.5305071063012066,9,25,COMPLETE
825,825,0.547841625966626,2024-01-04 14:25:14.727528,2024-01-04 14:25:16.862506,0 days 00:00:02.134978,11,0.5192535684487827,9,25,COMPLETE
236,236,0.5477716727716727,2024-01-04 14:03:22.182626,2024-01-04 14:03:24.536544,0 days 00:00:02.353918,11,0.5610251508944853,6,33,COMPLETE
344,344,0.547749414936915,2024-01-04 14:07:21.920912,2024-01-04 14:07:24.095891,0 days 00:00:02.174979,18,0.8403533800507104,7,26,COMPLETE
23,23,0.547676282051282,2024-01-04 13:54:49.338422,2024-01-04 13:54:51.801928,0 days 00:00:02.463506,7,0.800665069431847,6,33,COMPLETE
306,306,0.5475331959706959,2024-01-04 14:05:58.248937,2024-01-04 14:06:00.354287,0 days 00:00:02.105350,21,0.6763895906676243,9,23,COMPLETE
45,45,0.5474441646316647,2024-01-04 13:55:47.425735,2024-01-04 13:55:49.777314,0 days 00:00:02.351579,2,0.5886787849185773,2,30,COMPLETE
500,500,0.5473265160765161,2024-01-04 14:13:16.610876,2024-01-04 14:13:18.846274,0 days 00:00:02.235398,10,0.5027590702416298,8,28,COMPLETE
442,442,0.5473265160765161,2024-01-04 14:11:03.680216,2024-01-04 14:11:05.939651,0 days 00:00:02.259435,9,0.5156904182408566,8,28,COMPLETE
364,364,0.5472279456654456,2024-01-04 14:08:05.879273,2024-01-04 14:08:07.983814,0 days 00:00:02.104541,9,0.7812493597206093,7,24,COMPLETE
133,133,0.5470276251526252,2024-01-04 13:59:21.436693,2024-01-04 13:59:23.922372,0 days 00:00:02.485679,7,0.4973453305130595,8,38,COMPLETE
244,244,0.5470149063899064,2024-01-04 14:03:41.973201,2024-01-04 14:03:44.042752,0 days 00:00:02.069551,10,0.5404130160734262,7,23,COMPLETE
394,394,0.5469640313390314,2024-01-04 14:09:15.736093,2024-01-04 14:09:18.147989,0 days 00:00:02.411896,11,0.937135926489143,7,34,COMPLETE
10,10,0.5469131562881563,2024-01-04 13:54:13.784276,2024-01-04 13:54:16.380920,0 days 00:00:02.596644,28,0.12932172073042664,1,40,COMPLETE
535,535,0.5466937576312576,2024-01-04 14:14:34.261489,2024-01-04 14:14:36.487515,0 days 00:00:02.226026,8,0.5311714779971437,8,28,COMPLETE
301,301,0.5466269841269842,2024-01-04 14:05:47.382212,2024-01-04 14:05:49.680348,0 days 00:00:02.298136,16,0.6765173650496106,9,31,COMPLETE
877,877,0.5466269841269842,2024-01-04 14:27:12.548475,2024-01-04 14:27:14.885077,0 days 00:00:02.336602,10,0.6766023631188102,9,31,COMPLETE
386,386,0.5465697496947497,2024-01-04 14:08:58.372480,2024-01-04 14:09:00.555993,0 days 00:00:02.183513,10,0.7277065013118843,8,24,COMPLETE
121,121,0.5464521011396011,2024-01-04 13:58:48.727364,2024-01-04 13:58:51.892293,0 days 00:00:03.164929,12,0.4946581741123712,7,59,COMPLETE
569,569,0.5462931166056166,2024-01-04 14:15:49.264635,2024-01-04 14:15:51.390458,0 days 00:00:02.125823,13,0.5031966734178566,8,25,COMPLETE
844,844,0.5462263431013431,2024-01-04 14:25:58.962187,2024-01-04 14:26:01.184988,0 days 00:00:02.222801,15,0.6075072002488465,8,28,COMPLETE
679,679,0.5461627492877493,2024-01-04 14:19:54.353363,2024-01-04 14:19:56.537699,0 days 00:00:02.184336,6,0.8082635303986982,9,27,COMPLETE
537,537,0.5460800773300774,2024-01-04 14:14:38.629479,2024-01-04 14:14:40.917972,0 days 00:00:02.288493,11,0.5043211682122507,8,26,COMPLETE
987,987,0.5460800773300774,2024-01-04 14:31:21.007960,2024-01-04 14:31:23.203451,0 days 00:00:02.195491,15,0.5126888490849738,8,26,COMPLETE
611,611,0.5460800773300774,2024-01-04 14:17:22.474631,2024-01-04 14:17:24.721801,0 days 00:00:02.247170,10,0.5098556783950839,8,26,COMPLETE
481,481,0.5460800773300774,2024-01-04 14:12:32.333130,2024-01-04 14:12:34.496624,0 days 00:00:02.163494,14,0.5099307674951983,8,26,COMPLETE
727,727,0.5460800773300774,2024-01-04 14:21:36.519185,2024-01-04 14:21:38.695170,0 days 00:00:02.175985,25,0.509251053152251,8,26,COMPLETE
288,288,0.5459846866096866,2024-01-04 14:05:19.156798,2024-01-04 14:05:21.445493,0 days 00:00:02.288695,15,0.416482304087207,6,29,COMPLETE
50,50,0.54594971001221,2024-01-04 13:55:58.385372,2024-01-04 13:56:00.145616,0 days 00:00:01.760244,12,0.3730756944690394,8,11,COMPLETE
821,821,0.5458829365079365,2024-01-04 14:25:05.836148,2024-01-04 14:25:08.124134,0 days 00:00:02.287986,7,0.29433701658078426,8,26,COMPLETE
640,640,0.5458733974358975,2024-01-04 14:18:26.147031,2024-01-04 14:18:28.181582,0 days 00:00:02.034551,9,0.5058309306329223,8,22,COMPLETE
111,111,0.545857498982499,2024-01-04 13:58:23.275954,2024-01-04 13:58:25.904437,0 days 00:00:02.628483,11,0.4837631267388283,6,41,COMPLETE
532,532,0.545816163003663,2024-01-04 14:14:28.013308,2024-01-04 14:14:30.206092,0 days 00:00:02.192784,8,0.36959217991270754,9,27,COMPLETE
663,663,0.5457144129019129,2024-01-04 14:19:17.530243,2024-01-04 14:19:19.660567,0 days 00:00:02.130324,20,0.5137058641837432,8,25,COMPLETE
509,509,0.5456603581603581,2024-01-04 14:13:37.308564,2024-01-04 14:13:39.529589,0 days 00:00:02.221025,8,0.4699190500032603,8,28,COMPLETE
239,239,0.545650819088319,2024-01-04 14:03:29.038146,2024-01-04 14:03:31.210498,0 days 00:00:02.172352,10,0.5557381156042164,6,26,COMPLETE
682,682,0.5456222018722019,2024-01-04 14:20:00.370214,2024-01-04 14:20:02.575657,0 days 00:00:02.205443,3,0.9599582450833569,9,27,COMPLETE
955,955,0.5456190221815221,2024-01-04 14:30:07.603358,2024-01-04 14:30:09.938105,0 days 00:00:02.334747,8,0.7108637380920326,9,32,COMPLETE
425,425,0.545549068986569,2024-01-04 14:10:23.736180,2024-01-04 14:10:26.050139,0 days 00:00:02.313959,8,0.4692645683894465,7,32,COMPLETE
635,635,0.5452152014652014,2024-01-04 14:18:15.053012,2024-01-04 14:18:17.383929,0 days 00:00:02.330917,10,0.6962193063109436,9,33,COMPLETE
686,686,0.5449576465201464,2024-01-04 14:20:08.907930,2024-01-04 14:20:11.171527,0 days 00:00:02.263597,7,0.5188243321431258,8,28,COMPLETE
747,747,0.5449131308506309,2024-01-04 14:22:21.181762,2024-01-04 14:22:23.469607,0 days 00:00:02.287845,8,0.9746380969967359,8,29,COMPLETE
71,71,0.5448336385836385,2024-01-04 13:56:46.796460,2024-01-04 13:56:49.067437,0 days 00:00:02.270977,8,0.36406225004626286,9,31,COMPLETE
70,70,0.5448336385836385,2024-01-04 13:56:44.484187,2024-01-04 13:56:46.795095,0 days 00:00:02.310908,8,0.365794144362001,9,31,COMPLETE
762,762,0.5446905525030525,2024-01-04 14:22:52.699219,2024-01-04 14:22:54.883237,0 days 00:00:02.184018,8,0.5098142075704712,7,27,COMPLETE
480,480,0.5446682946682946,2024-01-04 14:12:30.114883,2024-01-04 14:12:32.331758,0 days 00:00:02.216875,7,0.47927113357398293,8,28,COMPLETE
671,671,0.5445919820919821,2024-01-04 14:19:35.377468,2024-01-04 14:19:37.540060,0 days 00:00:02.162592,22,0.5004126327945966,8,26,COMPLETE
407,407,0.5445665445665445,2024-01-04 14:09:43.971131,2024-01-04 14:09:46.348245,0 days 00:00:02.377114,16,0.7940183338308164,9,34,COMPLETE
414,414,0.5444743335368335,2024-01-04 14:09:58.771329,2024-01-04 14:10:00.761807,0 days 00:00:01.990478,8,0.48224984788433056,8,19,COMPLETE
944,944,0.5443535052910052,2024-01-04 14:29:43.376743,2024-01-04 14:29:45.535797,0 days 00:00:02.159054,20,0.6416218626675089,8,26,COMPLETE
474,474,0.5442771927146927,2024-01-04 14:12:16.980208,2024-01-04 14:12:19.460323,0 days 00:00:02.480115,3,0.49241217457455505,12,38,COMPLETE
163,163,0.5441849816849818,2024-01-04 14:00:35.546029,2024-01-04 14:00:38.176097,0 days 00:00:02.630068,8,0.5111047665295035,7,42,COMPLETE
774,774,0.5441500050875051,2024-01-04 14:23:20.115155,2024-01-04 14:23:22.300710,0 days 00:00:02.185555,16,0.5303361387484926,8,27,COMPLETE
973,973,0.5441118487993488,2024-01-04 14:30:48.495368,2024-01-04 14:30:50.708839,0 days 00:00:02.213471,16,0.515872394656458,7,27,COMPLETE
371,371,0.5441118487993488,2024-01-04 14:08:21.369410,2024-01-04 14:08:23.581202,0 days 00:00:02.211792,21,0.5076032454516448,7,27,COMPLETE
112,112,0.5439719424094425,2024-01-04 13:58:25.905761,2024-01-04 13:58:28.922764,0 days 00:00:03.017003,12,0.4923355425295864,7,54,COMPLETE
757,757,0.5434663715913716,2024-01-04 14:22:42.457653,2024-01-04 14:22:44.497958,0 days 00:00:02.040305,13,0.8404099024258317,8,21,COMPLETE
804,804,0.5432628713878714,2024-01-04 14:24:28.105143,2024-01-04 14:24:30.357366,0 days 00:00:02.252223,16,0.41884258952832243,7,28,COMPLETE
608,608,0.5431992775742776,2024-01-04 14:17:16.135880,2024-01-04 14:17:18.353904,0 days 00:00:02.218024,21,0.5059130367530439,7,28,COMPLETE
907,907,0.5431992775742776,2024-01-04 14:28:22.175640,2024-01-04 14:28:24.399454,0 days 00:00:02.223814,26,0.5120931898042623,7,28,COMPLETE
720,720,0.5430848087098087,2024-01-04 14:21:21.734586,2024-01-04 14:21:23.896879,0 days 00:00:02.162293,6,0.43513971097934084,8,26,COMPLETE
65,65,0.542906746031746,2024-01-04 13:56:30.449240,2024-01-04 13:56:33.031333,0 days 00:00:02.582093,11,0.5256871013812617,6,41,COMPLETE
599,599,0.5428813085063086,2024-01-04 14:16:54.932009,2024-01-04 14:16:57.119867,0 days 00:00:02.187858,11,0.5887033790830585,8,26,COMPLETE
321,321,0.5428272537647538,2024-01-04 14:06:31.286409,2024-01-04 14:06:33.584572,0 days 00:00:02.298163,19,0.6938574462360554,8,31,COMPLETE
292,292,0.5425855972730973,2024-01-04 14:05:28.004190,2024-01-04 14:05:30.106287,0 days 00:00:02.102097,22,0.4420296765673322,8,23,COMPLETE
207,207,0.5425855972730973,2024-01-04 14:02:17.903421,2024-01-04 14:02:19.987689,0 days 00:00:02.084268,9,0.4277673179700337,8,23,COMPLETE
549,549,0.5425855972730973,2024-01-04 14:15:06.263268,2024-01-04 14:15:08.361022,0 days 00:00:02.097754,11,0.4297256553163204,8,23,COMPLETE
566,566,0.5425855972730973,2024-01-04 14:15:42.729694,2024-01-04 14:15:44.815515,0 days 00:00:02.085821,7,0.43763559708471517,8,23,COMPLETE
67,67,0.5425251831501832,2024-01-04 13:56:36.995604,2024-01-04 13:56:39.560116,0 days 00:00:02.564512,11,0.5602699890302155,8,40,COMPLETE
809,809,0.542464769027269,2024-01-04 14:24:38.906757,2024-01-04 14:24:41.304749,0 days 00:00:02.397992,30,0.6228747434855102,9,34,COMPLETE
514,514,0.542432972120472,2024-01-04 14:13:48.561998,2024-01-04 14:13:50.853536,0 days 00:00:02.291538,10,0.5359721186340501,8,31,COMPLETE
222,222,0.5422549094424094,2024-01-04 14:02:50.991612,2024-01-04 14:02:53.289880,0 days 00:00:02.298268,9,0.5269353057289171,7,31,COMPLETE
433,433,0.5422549094424094,2024-01-04 14:10:42.911866,2024-01-04 14:10:45.206228,0 days 00:00:02.294362,11,0.5244701362243273,7,31,COMPLETE
308,308,0.5422358312983313,2024-01-04 14:06:02.630396,2024-01-04 14:06:04.844079,0 days 00:00:02.213683,25,0.7534039599532575,9,28,COMPLETE
994,994,0.5422326516076517,2024-01-04 14:31:38.458447,2024-01-04 14:31:40.544116,0 days 00:00:02.085669,8,0.669932591649561,9,24,COMPLETE
246,246,0.5421913156288156,2024-01-04 14:03:46.328219,2024-01-04 14:03:48.517844,0 days 00:00:02.189625,12,0.521348976025788,7,27,COMPLETE
908,908,0.5421785968660968,2024-01-04 14:28:24.400756,2024-01-04 14:28:26.619114,0 days 00:00:02.218358,10,0.43499246003631076,8,26,COMPLETE
351,351,0.5420418701668701,2024-01-04 14:07:37.344721,2024-01-04 14:07:39.560075,0 days 00:00:02.215354,20,0.5050075951167085,7,28,COMPLETE
3,3,0.5420386904761905,2024-01-04 13:53:53.228196,2024-01-04 13:53:55.787476,0 days 00:00:02.559280,3,0.7322432104960178,6,42,COMPLETE
649,649,0.5420164326414326,2024-01-04 14:18:46.953459,2024-01-04 14:18:49.065512,0 days 00:00:02.112053,10,0.13867494562998273,8,23,COMPLETE
971,971,0.5418033933658933,2024-01-04 14:30:43.824947,2024-01-04 14:30:46.245334,0 days 00:00:02.420387,14,0.5369731919566728,6,31,COMPLETE
472,472,0.541673026048026,2024-01-04 14:12:12.447736,2024-01-04 14:12:14.763713,0 days 00:00:02.315977,12,0.4608909060364722,7,32,COMPLETE
479,479,0.541673026048026,2024-01-04 14:12:27.783385,2024-01-04 14:12:30.113365,0 days 00:00:02.329980,8,0.4532422826407157,7,32,COMPLETE
568,568,0.5416030728530729,2024-01-04 14:15:46.991400,2024-01-04 14:15:49.263132,0 days 00:00:02.271732,11,0.5600105411590204,8,30,COMPLETE
637,637,0.5415617368742369,2024-01-04 14:18:19.397631,2024-01-04 14:18:21.808172,0 days 00:00:02.410541,12,0.8677917965319302,8,31,COMPLETE
979,979,0.5415458384208385,2024-01-04 14:31:02.125213,2024-01-04 14:31:04.450013,0 days 00:00:02.324800,13,0.5295104808233825,8,27,COMPLETE
798,798,0.54132326007326,2024-01-04 14:24:13.770595,2024-01-04 14:24:16.105233,0 days 00:00:02.334638,10,0.38543830932059053,13,32,COMPLETE
728,728,0.541313721001221,2024-01-04 14:21:38.696710,2024-01-04 14:21:40.750077,0 days 00:00:02.053367,6,0.4474650515535628,8,21,COMPLETE
589,589,0.5411483770858772,2024-01-04 14:16:33.575034,2024-01-04 14:16:35.609220,0 days 00:00:02.034186,17,0.4521530251095578,8,21,COMPLETE
707,707,0.5411483770858772,2024-01-04 14:20:54.337148,2024-01-04 14:20:56.373720,0 days 00:00:02.036572,9,0.4588989225202066,8,21,COMPLETE
705,705,0.5410975020350021,2024-01-04 14:20:50.084050,2024-01-04 14:20:52.220524,0 days 00:00:02.136474,8,0.44103785511578075,8,23,COMPLETE
264,264,0.540830408017908,2024-01-04 14:04:26.748024,2024-01-04 14:04:29.033837,0 days 00:00:02.285813,11,0.4408729221941555,5,27,COMPLETE
711,711,0.5408208689458689,2024-01-04 14:21:02.735116,2024-01-04 14:21:04.902083,0 days 00:00:02.166967,8,0.46728828180341053,8,26,COMPLETE
926,926,0.5408208689458689,2024-01-04 14:29:03.959352,2024-01-04 14:29:06.130320,0 days 00:00:02.170968,24,0.46524226904746097,8,26,COMPLETE
731,731,0.5408208689458689,2024-01-04 14:21:45.053905,2024-01-04 14:21:47.308106,0 days 00:00:02.254201,9,0.46597010930002586,8,26,COMPLETE
355,355,0.5408208689458689,2024-01-04 14:07:46.214804,2024-01-04 14:07:48.391173,0 days 00:00:02.176369,9,0.4713109471271315,8,26,COMPLETE
314,314,0.5406714234839235,2024-01-04 14:06:15.942466,2024-01-04 14:06:18.122290,0 days 00:00:02.179824,21,0.9400285896756175,8,27,COMPLETE
454,454,0.5406618844118845,2024-01-04 14:11:30.136325,2024-01-04 14:11:32.494451,0 days 00:00:02.358126,8,0.4723320180248746,8,33,COMPLETE
486,486,0.5406618844118845,2024-01-04 14:12:43.697276,2024-01-04 14:12:46.037723,0 days 00:00:02.340447,19,0.47068749950584315,8,33,COMPLETE
21,21,0.5405505952380952,2024-01-04 13:54:43.832289,2024-01-04 13:54:46.469337,0 days 00:00:02.637048,5,0.5606584513119266,5,42,COMPLETE
401,401,0.5403598137973138,2024-01-04 14:09:30.980739,2024-01-04 14:09:33.163337,0 days 00:00:02.182598,13,0.8559768511526704,7,27,COMPLETE
992,992,0.5402421652421652,2024-01-04 14:31:33.715293,2024-01-04 14:31:36.138826,0 days 00:00:02.423533,12,0.4738571902374821,8,36,COMPLETE
167,167,0.5402358058608059,2024-01-04 14:00:45.393957,2024-01-04 14:00:47.985104,0 days 00:00:02.591147,5,0.5137296301588669,7,41,COMPLETE
742,742,0.5401881105006104,2024-01-04 14:22:10.636621,2024-01-04 14:22:12.586783,0 days 00:00:01.950162,8,0.5184286070516373,8,19,COMPLETE
260,260,0.5400354853479854,2024-01-04 14:04:18.208990,2024-01-04 14:04:20.253593,0 days 00:00:02.044603,14,0.4503611321496257,5,22,COMPLETE
464,464,0.5399623524623525,2024-01-04 14:11:54.447830,2024-01-04 14:11:56.731653,0 days 00:00:02.283823,9,0.4633014336964835,8,31,COMPLETE
245,245,0.5399178367928368,2024-01-04 14:03:44.044201,2024-01-04 14:03:46.326781,0 days 00:00:02.282580,11,0.5534083909296214,6,31,COMPLETE
658,658,0.5398765008140008,2024-01-04 14:19:07.189084,2024-01-04 14:19:09.257651,0 days 00:00:02.068567,26,0.5365105453200409,8,23,COMPLETE
357,357,0.5398701414326414,2024-01-04 14:07:50.440455,2024-01-04 14:07:52.763626,0 days 00:00:02.323171,30,0.5948528272872261,6,29,COMPLETE
739,739,0.5398510632885632,2024-01-04 14:22:04.062739,2024-01-04 14:22:06.310248,0 days 00:00:02.247509,7,0.43557930814299384,8,28,COMPLETE
325,325,0.5398160866910867,2024-01-04 14:06:39.732722,2024-01-04 14:06:41.983688,0 days 00:00:02.250966,16,0.8936911487961757,7,29,COMPLETE
983,983,0.5395998677248677,2024-01-04 14:31:11.882851,2024-01-04 14:31:14.261956,0 days 00:00:02.379105,15,0.9238649634409031,9,34,COMPLETE
837,837,0.5395553520553521,2024-01-04 14:25:43.372540,2024-01-04 14:25:45.608738,0 days 00:00:02.236198,11,0.5206312715252351,9,28,COMPLETE
473,473,0.5395553520553521,2024-01-04 14:12:14.765249,2024-01-04 14:12:16.978695,0 days 00:00:02.213446,8,0.5325492677393893,9,28,COMPLETE
756,756,0.5395553520553521,2024-01-04 14:22:40.117943,2024-01-04 14:22:42.455980,0 days 00:00:02.338037,12,0.5192964513070617,9,28,COMPLETE
498,498,0.5394790394790394,2024-01-04 14:13:11.912958,2024-01-04 14:13:14.320546,0 days 00:00:02.407588,9,0.36595648954770965,8,35,COMPLETE
140,140,0.539390008140008,2024-01-04 13:59:39.088129,2024-01-04 13:59:41.483256,0 days 00:00:02.395127,6,0.5611958279443023,8,34,COMPLETE
317,317,0.5393804690679691,2024-01-04 14:06:22.159851,2024-01-04 14:06:24.513997,0 days 00:00:02.354146,27,0.7686238090784596,8,33,COMPLETE
205,205,0.5393327737077737,2024-01-04 14:02:13.517748,2024-01-04 14:02:15.672259,0 days 00:00:02.154511,8,0.46927872375143675,8,26,COMPLETE
471,471,0.5393327737077737,2024-01-04 14:12:10.297989,2024-01-04 14:12:12.446398,0 days 00:00:02.148409,14,0.47460892212986505,8,26,COMPLETE
270,270,0.5391324531949532,2024-01-04 14:04:39.622808,2024-01-04 14:04:41.881379,0 days 00:00:02.258571,12,0.4764706892346785,5,29,COMPLETE
184,184,0.5390434218559219,2024-01-04 14:01:26.800059,2024-01-04 14:01:29.281914,0 days 00:00:02.481855,6,0.47419546763272546,8,34,COMPLETE
795,795,0.5390020858770859,2024-01-04 14:24:07.252917,2024-01-04 14:24:09.505252,0 days 00:00:02.252335,10,0.37949703837281473,9,29,COMPLETE
937,937,0.5390020858770859,2024-01-04 14:29:28.084943,2024-01-04 14:29:30.247027,0 days 00:00:02.162084,12,0.9570927447162505,8,26,COMPLETE
125,125,0.5390020858770859,2024-01-04 13:58:59.866381,2024-01-04 13:59:02.191292,0 days 00:00:02.324911,9,0.3872858136401143,9,29,COMPLETE
106,106,0.5389925468050468,2024-01-04 13:58:12.350158,2024-01-04 13:58:14.772207,0 days 00:00:02.422049,6,0.37193452373977015,6,35,COMPLETE
496,496,0.5388939763939764,2024-01-04 14:13:06.380455,2024-01-04 14:13:08.740286,0 days 00:00:02.359831,20,0.48017872894768615,9,33,COMPLETE
854,854,0.538878077940578,2024-01-04 14:26:20.644727,2024-01-04 14:26:22.758667,0 days 00:00:02.113940,14,0.42698998956861445,7,24,COMPLETE
388,388,0.5388176638176638,2024-01-04 14:09:02.644857,2024-01-04 14:09:04.789053,0 days 00:00:02.144196,7,0.7627145453609562,7,25,COMPLETE
900,900,0.5386872964997965,2024-01-04 14:28:07.114960,2024-01-04 14:28:09.341810,0 days 00:00:02.226850,9,0.5295118271607183,9,28,COMPLETE
968,968,0.5386872964997965,2024-01-04 14:30:37.306096,2024-01-04 14:30:39.542517,0 days 00:00:02.236421,17,0.518718876830601,9,28,COMPLETE
432,432,0.5385473901098902,2024-01-04 14:10:40.454088,2024-01-04 14:10:42.910439,0 days 00:00:02.456351,7,0.4767120667166082,8,34,COMPLETE
240,240,0.5382008038258038,2024-01-04 14:03:31.211853,2024-01-04 14:03:33.503226,0 days 00:00:02.291373,11,0.540881326309764,7,30,COMPLETE
865,865,0.538086334961335,2024-01-04 14:26:45.985287,2024-01-04 14:26:48.384953,0 days 00:00:02.399666,21,0.44358682607313404,8,35,COMPLETE
956,956,0.5380736161986162,2024-01-04 14:30:09.939458,2024-01-04 14:30:12.250327,0 days 00:00:02.310869,11,0.6852315436146175,8,28,COMPLETE
580,580,0.5380195614570614,2024-01-04 14:16:12.210492,2024-01-04 14:16:14.367541,0 days 00:00:02.157049,21,0.38287616404231933,7,25,COMPLETE
41,41,0.5378256003256003,2024-01-04 13:55:36.818769,2024-01-04 13:55:39.369883,0 days 00:00:02.551114,5,0.5893394472488489,6,40,COMPLETE
930,930,0.5378256003256003,2024-01-04 14:29:12.523593,2024-01-04 14:29:14.872834,0 days 00:00:02.349241,8,0.5010522969655056,7,28,COMPLETE
142,142,0.5376602564102565,2024-01-04 13:59:44.038447,2024-01-04 13:59:46.681871,0 days 00:00:02.643424,6,0.5332801578466965,8,43,COMPLETE
941,941,0.5375235297110297,2024-01-04 14:29:36.744650,2024-01-04 14:29:38.940232,0 days 00:00:02.195582,17,0.35974904649825173,9,28,COMPLETE
