,wSMI_1_mean,wSMI_1_std,wSMI_2_mean,wSMI_2_std,wSMI_4_mean,wSMI_4_std,wSMI_8_mean,wSMI_8_std,p_e_1_mean,p_e_1_std,p_e_2_mean,p_e_2_std,p_e_4_mean,p_e_4_std,p_e_8_mean,p_e_8_std,k_mean,k_std,se_mean,se_std,msf_mean,msf_std,sef90_mean,sef90_std,sef95_mean,sef95_std,b_mean,b_std,b_n_mean,b_n_std,g_mean,g_std,g_n_mean,g_n_std,t_mean,t_std,t_n_mean,t_n_std,d_mean,d_std,d_n_mean,d_n_std,a_n_mean,a_n_std,a_mean,a_std,CNV_mean,CNV_std,P1_mean,P1_std,P3a_mean,P3a_std,P3b_mean,P3b_std,participant,mind,segment,mind_numeric
0,0.0294549568471454,0.0005745928783633169,0.03251781110771085,0.0012122513934587926,0.0518276436247298,0.0003382961760597129,0.112216513513719,0.004122680734376982,0.7556082641360349,0.026938539715350648,0.8501475035170435,0.037195739414104645,0.9034828997203818,0.016387358547114324,0.9397162477131076,0.003569949546460324,0.7652628311258274,0.01002417518859216,0.8349758087138138,0.023722039300440236,7.117271423339844,0.9589250973198608,18.51797103881836,7.030094331617127,23.45561981201172,7.009189494755717,-103.38721525293985,0.3679457707402089,0.16054715278514706,0.10331476078529396,-110.54413717909623,0.5404231418626538,0.0347339919171796,0.021755739845338323,-101.89718390510714,6.065622227446713,0.21977118646387145,0.10538872292528341,-100.51793283198225,3.942973132188454,0.31696581572723637,0.011758889766458175,0.2679818531065653,0.031440667471807085,-101.16451272566346,4.100523451049115,-3.376689616223995,3.5429730682372025,-6.422399690987234e-07,1.230158571972373e-05,-4.47900956757565e-06,4.764443927642002e-06,1.1270135032748261e-06,1.0873887237043853e-05,25,sMW,0,1
1,0.0292276497246436,0.0008880544698951959,0.032992505303943494,0.001963159956319379,0.05446148484005586,0.0028039108762077485,0.11152389884428247,0.013541603362813502,0.7435360563919478,0.005170263646496009,0.8414368905667732,0.004774285219236994,0.8967998442538944,0.007128589159151385,0.9368509096306136,0.03368548421562605,0.7600372516556289,0.004168716282798687,0.838014025231324,0.025278285528550964,7.979075113932292,2.0620508145991603,17.251014709472656,2.548593040918969,23.430506388346355,3.27840570047771,-100.02082150393757,0.3553084417192362,0.1831088743244702,0.03783708433084917,-107.97227520128756,0.6583883424116963,0.0325828714614691,0.010711876338323418,-99.16221616566692,1.7482845036624992,0.21099568835840862,0.009308585802182356,-98.36985238510529,3.3970899830418353,0.28750127947929305,0.13472778758361878,0.28581128637635894,0.09762866534561135,-98.18558560043259,0.745616294139091,-9.0409061665567,7.189151154138341,-9.32940418255953e-07,5.314458439739551e-06,-5.705778719576689e-06,7.362505463606622e-06,-3.7333924493213323e-06,3.3205434848559513e-06,25,dMW,1,0
2,0.031502218543944666,0.0005409848460711274,0.031826913038940065,0.0002426517251828668,0.0560857937372726,0.0013219705516147235,0.108839994267859,0.0015357228691451205,0.8188473741442396,0.011035658187468258,0.9085130751701035,0.010892602448739745,0.9192386531604294,0.00940740007152986,0.9256158328022798,0.023676884433681784,0.7832850441501099,0.006099283500482516,0.8957398492200194,0.004638088091367885,11.121114095052084,1.711545809968643,30.412038167317707,1.1574971644518812,35.8282725016276,0.6759293003909683,-99.7217042203493,0.6579941536488665,0.2857607741254428,0.024629048073389705,-103.74284272665454,0.7918135858691826,0.12492590161085643,0.022544305663142864,-102.82960219486775,1.1922586161578235,0.15604669103290056,0.03725103246764947,-101.58947886942752,2.0034088689154235,0.22551124486738594,0.08759809135748259,0.20775538836341415,0.11926109670307689,-101.92468655409812,2.6544574117822815,0.6685391651477186,12.619133365328013,4.828482393120997e-06,1.5321567838756158e-06,-4.4172076067035656e-07,5.583318843418169e-06,2.5536964917238594e-06,2.4914133190006083e-06,4,sMW,2,1
3,0.03310680353799897,0.0014228219116620752,0.03218347471812374,0.0013456561189249317,0.05513576163448583,0.0015559506908336405,0.10714679292511503,0.003888198583617514,0.8403701600929789,0.0032256021379830583,0.9393679419948541,0.008225910988804775,0.9279088955644766,0.013877576769430359,0.9013575372385999,0.014108684631787069,0.7902179911699774,0.007646323295018673,0.8965915788038563,0.008827957494573602,12.126922607421875,1.230313424565457,34.65461730957031,1.281498066213374,39.38102722167969,0.2827704655742388,-100.86285968154796,2.111983918990866,0.21962380118605326,0.025833096059706493,-101.2334908602201,1.503716526117297,0.20991449942113735,0.03737318033743896,-101.46563970049975,1.3995460343985242,0.20805398657010407,0.04201778780248962,-100.60132265186375,3.418574914309378,0.26224091844136,0.0818530962969508,0.10016679438134524,0.024524890800646713,-104.82439430782136,1.52167823480957,18.556334510593665,4.740041317545925,5.061181965727389e-06,2.088840556587408e-06,1.687919449573459e-05,4.048753405354583e-06,8.817744782142679e-06,2.1636780725157353e-06,11,dMW,2,0
4,0.029018672380202365,0.001120987156174887,0.03281460094655211,0.0014166314361712723,0.05618538480481087,0.004058452339132598,0.11594167797426318,0.010295287096626847,0.7331313693287314,0.012720565913284009,0.8364832446478787,0.011977587398329045,0.8958354702663099,0.014208638548674468,0.9472564462898704,0.004407689269706098,0.7586230684326708,0.002630700188419983,0.8392591580169041,0.015683224953532558,7.8843434651692705,0.759715380849568,16.839981079101562,1.292308931569633,22.161165873209637,0.5145285793187508,-101.50176569659853,2.739493873984397,0.16668526169248507,0.0444713937584764,-110.52375208966775,1.2001319750970922,0.021566747101920202,0.0010616226898492703,-99.74598031480987,2.2153098296354403,0.2315724925450828,0.04741591884891911,-99.81859031698339,0.1687571323350212,0.25456265524737137,0.06776803999888183,0.3256128434131404,0.062408397164467735,-98.33116673449705,1.7195507917878405,11.4972835080488,5.809259723850775,-4.275333556237419e-06,4.8639127684110175e-06,-4.800508445754001e-06,4.543766795705412e-06,-2.0717752079196975e-06,5.831502091854645e-06,25,dMW,2,0
5,0.030012259936048568,0.0010270444341735942,0.0322136839734683,0.002448996585463223,0.04896393104163487,0.005562265019204194,0.10484490531081597,0.008340590032098286,0.7702302707506857,0.020281054065531164,0.8723514225326001,0.024468029728345646,0.9112701548589132,0.02020930683129916,0.9541412505503045,0.019104825352939996,0.777800772626931,0.008752410211343039,0.8759542693613925,0.013887108168205762,10.339101155598959,0.20312665951453032,25.079091389973957,4.354738453750578,30.598004659016926,3.931048578492199,-99.61994321310442,1.8215499479003203,0.2584633202528756,0.025690623796240646,-106.139008745846,0.6923555486419375,0.07456390016129827,0.03680937893333387,-102.10192154262533,3.056610098360925,0.16548112821190078,0.07607024311300976,-102.20877397320241,1.6539822066447378,0.18197755179377836,0.06756958735086607,0.3195140995801468,0.12181788462525847,-99.22445795398716,4.391040130804019,-1.3371523463157402,16.10799689199033,1.7462721092535018e-06,2.4311929804532343e-06,-3.9197592510964066e-06,2.9689951887133205e-06,-1.7335649721967094e-06,6.6246293935929776e-06,3,sMW,3,1
6,0.03734484405952287,0.0030627548660470696,0.03247354873069113,0.0007787502393835184,0.05388400067986663,0.0020259133537012483,0.10437771914463523,0.005064647074755422,0.8186353445030683,0.006158747741504293,0.8957876375867991,0.014356282363736338,0.906054743811751,0.012350661518788214,0.9142835330281894,0.008170424969721393,0.7753863134657832,0.0012345150502326054,0.8486955373252435,0.006573840090210118,7.1887969970703125,0.41760482525415754,21.29077911376953,2.827362895679578,27.70074208577474,2.611936953414577,-106.22966901613601,0.4318474826335459,0.16856216549188416,0.0303879447705311,-111.54821552060628,0.13056299851149844,0.06056991986699623,0.01801145089976376,-103.63734011801493,2.1603515786760914,0.31509961483743937,0.07459640703615814,-104.0269889650765,1.1382392806046224,0.27969372270691595,0.03153634285723347,0.17607457709676422,0.0659495457450728,-106.36231652056021,3.0251870375786263,4.428797892199163,3.0325698607631963,-1.7761848373415281e-06,2.0702216465266004e-06,1.8509777268752127e-06,4.248317009177195e-06,2.8833790893250888e-06,3.2335926546739723e-06,0,dMW,4,0
7,0.02943902597810745,0.002137257764894989,0.03163718169226615,0.002052808533285449,0.05054552256410865,0.016251499959992147,0.10985570341593565,0.01572021492254984,0.7483859905855876,0.006155231350770944,0.8560782160893047,0.011751519041688247,0.9057629572051151,0.004332521763353631,0.9767759807175327,0.007000569459783234,0.772350993377483,0.003365781450184098,0.859080888070742,0.013079253105917066,10.964393615722656,1.2502441142271605,23.21004867553711,4.103417171020643,28.49388122558594,3.680599986759359,-97.86109990342946,0.5116806055602579,0.24702047097735785,0.059947373729554866,-105.18892430329416,1.4977183693894396,0.062483739742308794,0.037385041132188795,-101.42805890911059,1.2105347633078996,0.11454895801051505,0.003208082914939535,-102.6398882318515,6.165795229207751,0.12388285523907934,0.09703654423647129,0.4520639760307388,0.003503953540211927,-95.0025206934027,1.7836705671025899,-8.011759629106486,10.253235730768171,2.1350348410977505e-06,4.46003775025146e-07,3.2389453733313823e-06,7.730604854222391e-08,2.8661608736434105e-06,6.315965243655457e-06,3,dMW,4,0
8,0.033099456906111796,0.0015007233779458862,0.0319464317510939,0.0010120180096005868,0.05902778266287247,0.0008459068785419003,0.11486499170739169,0.002680151438477138,0.7974829876208295,0.009196304735676671,0.877701250313021,0.010223967532547005,0.9128325560098592,0.01562751241403659,0.9341729791210248,0.017026105273464924,0.7750758830022071,0.00404266517318497,0.8572747780453916,0.0010760419300912662,7.592837015787761,0.4492001755345188,23.515065511067707,1.906920464458922,30.37420908610026,2.765792043100439,-100.49846791588244,1.4722639187979634,0.18548285779295207,0.058726499307699534,-105.27028441784104,0.8505088754720835,0.06891926755002173,0.013957041489335723,-100.82766821032344,1.304191694529418,0.18502165361147824,0.052362379860470806,-98.43626455616716,0.9566773927785319,0.32097494104031904,0.06521635480363076,0.2396012800052287,0.06753514529637737,-99.7969297457292,1.3854892450247858,28.69948758984391,18.55148070355015,-5.393150127607487e-07,3.4309185696465195e-06,-4.8262685570707734e-08,8.078844092285978e-06,3.285891428224526e-06,1.8299656235844303e-06,4,sMW,5,1
9,0.0307987834529881,0.0008266490497529195,0.034457213362309995,0.002612186923847556,0.055125376127127534,0.0013257422389641113,0.10806882474620787,0.004855377606013048,0.786746912371254,0.008165889525736207,0.8930786877785483,0.005332453422000331,0.9099965835707646,0.01674288461926306,0.9134734794040044,0.012449600164314423,0.770833333333333,0.0029924905114160415,0.8646930776731564,0.009689656393318535,8.441925048828125,0.5900369970622655,22.676785786946613,0.5744550741982213,28.868675231933594,0.4586935532837189,-105.31517250989812,1.1984572374720392,0.2414130662492098,0.042858886968559544,-112.23402078342978,0.4741828056725737,0.05403129698288756,0.008680410607176284,-106.00418736230024,1.4866466383935057,0.21865218428843494,0.05464941435724752,-105.25274607693372,0.7538122580763453,0.26850773698173297,0.044034464170862105,0.21739571549773454,0.025936723494374314,-106.05180351787554,0.18636932546895962,-1.7242637413972501,10.020792992327252,2.8906163891598702e-06,4.699705977515318e-06,1.971519809755445e-06,2.495200334669961e-06,2.5949499459637957e-06,1.267820268075555e-06,16,dMW,5,0
