,wSMI_1_mean,wSMI_1_std,wSMI_2_mean,wSMI_2_std,wSMI_4_mean,wSMI_4_std,wSMI_8_mean,wSMI_8_std,p_e_1_mean,p_e_1_std,p_e_2_mean,p_e_2_std,p_e_4_mean,p_e_4_std,p_e_8_mean,p_e_8_std,k_mean,k_std,b_mean,b_std,b_n_mean,b_n_std,g_mean,g_std,g_n_mean,g_n_std,t_mean,t_std,t_n_mean,t_n_std,d_mean,d_std,d_n_mean,d_n_std,a_n_mean,a_n_std,a_mean,a_std,CNV_mean,CNV_std,P1_mean,P1_std,P3a_mean,P3a_std,P3b_mean,P3b_std
0,0.5517241379310345,0.4703448275862069,0.39448275862068966,0.4358620689655172,0.4510344827586207,0.44827586206896547,0.49103448275862066,0.5020689655172415,0.593103448275862,0.5599999999999999,0.666206896551724,0.40965517241379307,0.4303448275862069,0.5075862068965518,0.6855172413793104,0.47586206896551725,0.4427586206896552,0.5917241379310344,0.5434482758620689,0.6082758620689656,0.4027586206896552,0.5420689655172414,0.5917241379310345,0.5475862068965517,0.6068965517241379,0.5199999999999999,0.5310344827586206,0.4662068965517241,0.5062068965517241,0.4275862068965517,0.4137931034482759,0.553103448275862,0.44137931034482764,0.2717241379310345,0.6524137931034484,0.6813793103448276,0.6055172413793104,0.6827586206896551,0.5751724137931035,0.4165517241379311,0.5531034482758621,0.5710344827586207,0.5572413793103448,0.49379310344827587,0.44000000000000006,0.5793103448275863
1,0.5255172413793104,0.4703448275862069,0.5351724137931034,0.4137931034482759,0.569655172413793,0.5337931034482759,0.5379310344827586,0.5448275862068965,0.6537931034482758,0.3793103448275863,0.6206896551724137,0.4193103448275862,0.5351724137931034,0.48827586206896545,0.6179310344827587,0.6096551724137931,0.4813793103448276,0.5841379310344827,0.6206896551724137,0.5958620689655173,0.6041379310344828,0.4482758620689655,0.5103448275862068,0.4896551724137931,0.4993103448275862,0.46896551724137936,0.5379310344827587,0.5020689655172413,0.5365517241379311,0.45517241379310347,0.3558620689655172,0.4386206896551724,0.6951724137931035,0.44413793103448274,0.616551724137931,0.4855172413793104,0.5917241379310345,0.496551724137931,0.6303448275862069,0.47172413793103446,0.5475862068965517,0.5034482758620689,0.6358620689655172,0.5903448275862069,0.7075862068965517,0.5917241379310345
2,0.5710344827586207,0.39999999999999997,0.4979310344827586,0.5517241379310345,0.4731034482758621,0.5379310344827586,0.6386206896551724,0.5393103448275862,0.576551724137931,0.4565517241379311,0.5379310344827586,0.5848275862068966,0.7062068965517241,0.44,0.6206896551724137,0.48137931034482756,0.5903448275862069,0.3896551724137931,0.5806896551724139,0.6137931034482758,0.4868965517241379,0.4579310344827586,0.4482758620689655,0.5655172413793104,0.49379310344827587,0.4606896551724138,0.6510344827586207,0.4510344827586207,0.5848275862068966,0.40413793103448276,0.5737931034482758,0.4372413793103448,0.5406896551724137,0.4689655172413793,0.6262068965517241,0.5917241379310345,0.590344827586207,0.5462068965517242,0.503448275862069,0.5448275862068965,0.5296551724137931,0.6013793103448276,0.5172413793103448,0.47172413793103446,0.5379310344827586,0.5227586206896552
3,0.5517241379310345,0.6124137931034482,0.39448275862068966,0.5724137931034483,0.47310344827586204,0.6482758620689655,0.5475862068965518,0.6206896551724138,0.616551724137931,0.4786206896551724,0.616551724137931,0.35310344827586204,0.616551724137931,0.47862068965517246,0.6372413793103449,0.4758620689655173,0.4689655172413793,0.3620689655172413,0.616551724137931,0.5793103448275863,0.4648275862068965,0.5006896551724138,0.48000000000000004,0.5793103448275863,0.5668965517241379,0.47310344827586204,0.5875862068965517,0.4579310344827586,0.4124137931034483,0.6289655172413793,0.503448275862069,0.5613793103448276,0.616551724137931,0.5020689655172413,0.5903448275862069,0.6206896551724138,0.6620689655172414,0.3351724137931034,0.44,0.526896551724138,0.46896551724137925,0.6358620689655173,0.5351724137931034,0.5434482758620689,0.5462068965517242,0.42620689655172417
4,0.566896551724138,0.44413793103448274,0.48965517241379314,0.47862068965517246,0.5158620689655172,0.5089655172413793,0.4496551724137931,0.5131034482758621,0.5820689655172414,0.5282758620689655,0.5724137931034483,0.5544827586206896,0.43586206896551727,0.5144827586206896,0.6413793103448275,0.4896551724137931,0.4958620689655172,0.39448275862068966,0.45517241379310347,0.37655172413793103,0.5475862068965517,0.416551724137931,0.4551724137931034,0.4510344827586207,0.5406896551724139,0.6303448275862068,0.46482758620689657,0.5020689655172413,0.5351724137931034,0.5062068965517241,0.6248275862068966,0.5696551724137932,0.5848275862068965,0.5586206896551724,0.5572413793103448,0.4979310344827587,0.5131034482758621,0.38758620689655177,0.3958620689655173,0.64,0.5351724137931034,0.5062068965517241,0.5379310344827586,0.3820689655172414,0.4275862068965517,0.4096551724137931
5,0.43034482758620685,0.6151724137931035,0.4620689655172413,0.503448275862069,0.4524137931034482,0.5131034482758621,0.45931034482758615,0.5751724137931036,0.5310344827586206,0.5682758620689654,0.5889655172413794,0.4096551724137931,0.5641379310344827,0.5668965517241379,0.6924137931034482,0.5475862068965518,0.526896551724138,0.5848275862068966,0.6772413793103447,0.5917241379310345,0.5820689655172414,0.593103448275862,0.4579310344827586,0.5517241379310345,0.5158620689655172,0.43586206896551727,0.6648275862068966,0.5282758620689655,0.5062068965517241,0.37793103448275855,0.5462068965517242,0.42896551724137927,0.7006896551724139,0.4662068965517241,0.6303448275862069,0.5682758620689655,0.7117241379310345,0.5544827586206896,0.5779310344827586,0.36275862068965514,0.5144827586206897,0.4896551724137931,0.6331034482758621,0.5668965517241379,0.5710344827586207,0.5062068965517241
6,0.49,0.5028571428571429,0.4585714285714286,0.4428571428571429,0.32571428571428573,0.5657142857142857,0.4785714285714286,0.51,0.5557142857142857,0.5171428571428571,0.5885714285714285,0.42,0.4457142857142857,0.4871428571428571,0.6242857142857142,0.5128571428571428,0.557142857142857,0.575,0.5071428571428571,0.42142857142857143,0.4828571428571429,0.43714285714285717,0.4257142857142857,0.5042857142857142,0.6214285714285714,0.6042857142857143,0.5128571428571429,0.51,0.4357142857142857,0.4542857142857143,0.5957142857142858,0.4771428571428571,0.49999999999999994,0.557142857142857,0.62,0.5514285714285714,0.5371428571428571,0.46142857142857147,0.5085714285714286,0.5242857142857142,0.4828571428571428,0.5228571428571428,0.6357142857142857,0.48857142857142855,0.5571428571428572,0.5814285714285714
7,0.4842857142857143,0.6185714285714285,0.3971428571428571,0.39428571428571424,0.45,0.4014285714285714,0.6128571428571429,0.55,0.5657142857142856,0.45,0.5871428571428572,0.5042857142857142,0.5171428571428571,0.4385714285714286,0.6685714285714286,0.5171428571428571,0.6000000000000001,0.4542857142857143,0.5242857142857142,0.42857142857142855,0.46428571428571425,0.5171428571428571,0.4842857142857143,0.5557142857142857,0.5157142857142858,0.5042857142857142,0.5599999999999999,0.4642857142857143,0.5928571428571427,0.5414285714285714,0.5085714285714286,0.5542857142857143,0.5214285714285714,0.47,0.6128571428571429,0.5485714285714286,0.6442857142857142,0.4228571428571429,0.6,0.4471428571428572,0.48,0.5428571428571429,0.39285714285714285,0.5728571428571428,0.5114285714285715,0.53
8,0.4557142857142857,0.4371428571428571,0.38,0.4328571428571429,0.46714285714285714,0.5542857142857143,0.49428571428571433,0.5871428571428572,0.46571428571428575,0.5614285714285715,0.48285714285714276,0.48,0.5142857142857142,0.44,0.5214285714285714,0.5257142857142857,0.415,0.5928571428571429,0.7014285714285713,0.5985714285714285,0.5757142857142856,0.36571428571428577,0.4114285714285714,0.34285714285714275,0.5157142857142857,0.49428571428571433,0.6299999999999999,0.5314285714285715,0.6128571428571428,0.5328571428571429,0.48,0.5157142857142857,0.6057142857142856,0.5885714285714286,0.4971428571428571,0.5371428571428571,0.64,0.5657142857142856,0.5557142857142857,0.4714285714285714,0.5871428571428572,0.5342857142857143,0.6414285714285715,0.5571428571428572,0.4971428571428571,0.53
9,0.5371428571428571,0.49571428571428566,0.537142857142857,0.42999999999999994,0.5257142857142857,0.6514285714285715,0.5057142857142857,0.49,0.4185714285714286,0.4028571428571428,0.44,0.42571428571428566,0.47857142857142854,0.5885714285714285,0.6314285714285715,0.5414285714285714,0.43714285714285717,0.567857142857143,0.5771428571428571,0.5985714285714285,0.41857142857142854,0.5442857142857143,0.3914285714285714,0.43999999999999995,0.35714285714285715,0.4942857142857142,0.5085714285714287,0.4571428571428572,0.44285714285714284,0.2885714285714286,0.44142857142857134,0.6485714285714286,0.692857142857143,0.5371428571428571,0.5142857142857142,0.5242857142857142,0.57,0.44571428571428573,0.3542857142857143,0.38571428571428573,0.5071428571428571,0.5342857142857143,0.56,0.49714285714285716,0.4257142857142857,0.46428571428571425
