,Marker,Log-Likelihood,AIC,Estimate,P_val,score_mean,score_std,score_sem,score_range,perm_score,perms_score_std,perms_score_all,Glmm_pval,AUC_P_val,AUC_mean,AUC_std,F1_P_val,F1_mean,F1_std,Kappa_P_val,Kappa_mean,Kappa_std,perm_auc_mean,perm_auc_all,perm_f1_mean,perm_f1_all,perm_kappa_mean,perm_kappa_all,GLMM_p_corrected,GLMM_significant,AUC_p_corrected,AUC_significant,F1_p_corrected,F1_significant,Kappa_p_corrected,Kappa_significant
0,wSMI_1_mean,-100.47757753948395,206.9551550789679,1.557665444671157,,,,,,,,,0.6849628217589225,0.1284,0.5349553224553224,0.07564064090593749,0.523,0.35380670054583097,0.21008171842508547,0.0582,0.04347645770770839,0.07991317430968552,0.4992849844599845,[0.50035936 0.47813714 0.52085276 ... 0.5137432  0.50035936 0.52359169],0.3581447703928584,[0.35873146 0.35279304 0.48790974 ... 0.33908263 0.33342081 0.3930852 ],-0.012768312897676007,"[ 0.01599271  0.00509466 -0.00860774 ... -0.00024771 -0.00822756
  0.05205636]",0.99076660453162,p > 0.05,0.7254,p > 0.05,0.9998,p > 0.05,0.7857000000000001,p > 0.05
1,wSMI_1_std,-98.83949873255207,203.67899746510415,0.552783812483923,,,,,,,,,0.12288244449936163,0.05,0.5797910422910423,0.10030172666504503,0.034,0.48738775414472,0.14317890381596518,0.1164,0.04333413381472144,0.13444755411286385,0.5003899253524253,[0.53169886 0.50825841 0.48858503 ... 0.50915612 0.52368604 0.52368604],0.35868285003752837,[0.40571599 0.41339222 0.26609368 ... 0.34261355 0.36230476 0.39847308],-0.015316193121604291,"[ 0.00075077  0.02873537 -0.03893706 ...  0.01097978 -0.0033342
 -0.00126986]",0.99076660453162,p > 0.05,0.7254,0,0.4590000000000001,p < 0.05 uncorrected,0.9766,p > 0.05
2,wSMI_2_mean,-100.56005680752938,207.12011361505876,0.38837261556085706,,,,,,,,,0.9189348827720026,0.9952,0.3512334887334887,0.09667334674313,0.9782,0.23607954545454546,0.21271694534712066,0.9608,-0.1429201370002212,0.13657597166952767,0.5012686946386946,[0.45432207 0.55603147 0.47502914 ... 0.42502914 0.50451632 0.4623446 ],0.3651522605664401,[0.36987955 0.38073081 0.30805728 ... 0.39397904 0.39817194 0.39102908],-0.01524354557626604,"[-1.10353689e-01 -3.54826409e-02 -4.79526037e-02 ... -1.66970126e-02
 -2.98352047e-05  3.79696297e-02]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
3,wSMI_2_std,-100.51878545286128,207.03757090572256,-0.11575022406600033,,,,,,,,,0.7636059493359664,0.9418,0.44069021256521257,0.09215426816987721,0.8694,0.3124067215819134,0.20069774049795353,0.3828,0.01338694056016769,0.026550069654483335,0.4999425997613498,[0.44871275 0.51063069 0.52448073 ... 0.41666146 0.46624938 0.44701861],0.3778727446120218,[0.41031586 0.47968427 0.42136275 ... 0.40503317 0.40394732 0.40028171],-0.000682198263014494,"[-0.03673768  0.08412777  0.03799467 ... -0.05478935 -0.01492931
 -0.06574839]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
4,wSMI_4_mean,-100.47018420526965,206.9403684105393,1.3778990781423999,,,,,,,,,0.6689129048075,0.7656,0.4403124653124653,0.20334136419331758,0.9662,0.28101825710521366,0.20370809391578834,0.8172,-0.050849975705273553,0.10238702345766101,0.5002070937395937,[0.36511683 0.61499195 0.57711316 ... 0.44155567 0.53865163 0.53084138],0.3868785591139851,[0.29293478 0.4407318  0.3209596  ... 0.39968218 0.40749896 0.38857402],0.02905683022626439,"[-0.10266888  0.04334876 -0.03859689 ...  0.01617649  0.01857081
  0.11537735]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
5,wSMI_4_std,-100.35141658933266,206.70283317866532,0.12275733113634055,,,,,,,,,0.6882405664956082,0.144,0.5804136835386836,0.17424383958331757,0.852,0.2715062111801242,0.19581217885550656,0.5416,-0.03434166939418251,0.09658745885064356,0.5014858798146299,[0.57766019 0.57189096 0.48912095 ... 0.39685904 0.41144723 0.58618291],0.33592925886965247,[0.45051329 0.27825855 0.30914855 ... 0.32735507 0.28518574 0.28388975],-0.029062745932896063,"[ 0.0630347  -0.05812452 -0.14483317 ... -0.02047301 -0.13932674
  0.00814944]",0.99076660453162,p > 0.05,0.7254,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
6,wSMI_8_mean,-100.46664243546788,206.93328487093575,1.5122771150950824,,,,,,,,,0.6652947719193745,0.3072,0.5228344572094572,0.12228375514118911,0.7714,0.2979077082337952,0.2070916781111024,0.3836,0.004591812010334484,0.07171263593521976,0.5005241158841158,[0.42116321 0.5226742  0.40273372 ... 0.57045975 0.47475753 0.48233329],0.347138938342619,[0.47386346 0.32997018 0.40156811 ... 0.33187046 0.43473491 0.35502617],-0.011032844247258092,"[-0.06135298 -0.05256814 -0.13222698 ...  0.02277896  0.00612058
 -0.03275792]",0.99076660453162,p > 0.05,0.7254,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
7,wSMI_8_std,-100.56504472092928,207.13008944185856,-0.02238067702349167,,,,,,,,,0.9438380443770157,1.0,0.38564005439005433,0.1129465744772399,0.9942,0.2225296442687747,0.23194854961664507,0.802,-0.056392082571204594,0.12567124630443563,0.4995954545454545,[0.41234946 0.45444347 0.43425117 ... 0.54176865 0.43942793 0.56777875],0.35858724729845126,[0.29675325 0.2774133  0.33215462 ... 0.37672254 0.33225091 0.44936626],-0.013083494517203706,"[-0.09310701 -0.08160627 -0.02092385 ...  0.08670204 -0.02912539
  0.04350811]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
8,p_e_1_mean,-100.4040034403681,206.8080068807362,3.3285867756238297,,,,,,,,,0.5675932472319274,0.1996,0.5249698218448219,0.0732291733213588,0.7196,0.3176379779640649,0.21708499242202292,0.2244,0.03141771345246687,0.07014644573520044,0.5001174425574426,[0.50119845 0.43427926 0.4676126  ... 0.524018   0.53437361 0.51572559],0.3566209570754627,[0.2964475  0.27200855 0.22285987 ... 0.31789182 0.34019022 0.45009458],-0.002384037492739363,"[ 0.0109794  -0.03843454 -0.0381769  ... -0.00208156  0.01027331
  0.00607245]",0.99076660453162,p > 0.05,0.7254,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
9,p_e_1_std,-100.11247351410869,206.22494702821737,0.20948446690831654,,,,,,,,,0.5190490010981454,0.2066,0.561331376956377,0.19218865541336885,0.4906,0.3584778708133971,0.21462771561112354,0.346,-0.005061846356527636,0.11831831842306638,0.49909004731379736,[0.48689609 0.5332428  0.42555049 ... 0.48211615 0.50989393 0.62137411],0.35895150462060826,[0.41753871 0.30375259 0.42237179 ... 0.43164767 0.43743548 0.35272239],-0.02897465051070203,"[-0.04624445 -0.08869366 -0.02464399 ... -0.04475234 -0.04005551
 -0.00166463]",0.99076660453162,p > 0.05,0.7254,p > 0.05,0.9998,p > 0.05,0.9766,p > 0.05
