,wSMI_1_mean,wSMI_1_std,wSMI_2_mean,wSMI_2_std,wSMI_4_mean,wSMI_4_std,wSMI_8_mean,wSMI_8_std,p_e_1_mean,p_e_1_std,p_e_2_mean,p_e_2_std,p_e_4_mean,p_e_4_std,p_e_8_mean,p_e_8_std,k_mean,k_std,se_mean,se_std,msf_mean,msf_std,sef90_mean,sef90_std,sef95_mean,sef95_std,b_mean,b_std,b_n_mean,b_n_std,g_mean,g_std,g_n_mean,g_n_std,t_mean,t_std,t_n_mean,t_n_std,d_mean,d_std,d_n_mean,d_n_std,a_n_mean,a_n_std,a_mean,a_std,CNV_mean,CNV_std,P1_mean,P1_std,P3a_mean,P3a_std,P3b_mean,P3b_std,participant,mind2,mind2_numeric
0,0.036400562246715853,0.004073890000670041,0.03273397603045105,0.0004609653478607505,0.05264084380539755,0.005533896822468056,0.11250479795172305,0.00038146217486476985,0.812111150690489,0.01869108424155512,0.8629116022981367,0.002512221926639896,0.8923834247251838,0.013300395811215403,0.9265752411884175,0.005025822869524925,0.7696605960264897,0.0011707065913684229,0.8525896351255972,0.004669000165244093,7.632255554199219,0.010789593218788873,20.224571228027344,0.12408032201607203,25.984287261962894,0.27985507411233135,-104.84695857755173,1.1117151071036528,0.19304135411686768,0.028846632097669047,-111.96653548015477,1.0568841837647467,0.0417727208030603,0.0015242233449701045,-101.61776554948975,0.3256405091299406,0.3936850513952985,0.008285284135145097,-105.65363038424616,0.04714238074563227,0.17752985432598972,0.0050694212891782805,0.1939710193587836,0.017016150018315808,-104.9606467303999,0.01908548525847623,14.942004119549265,7.984522600678909,-4.86815480771212e-06,2.380945365808518e-06,-9.293159611485529e-07,1.6030013595275886e-06,1.217850120241756e-06,1.8899186188568597e-06,0,on-task,1
1,0.030540252576866198,0.0015096870772393126,0.03345725155252498,0.0025587293975974953,0.05574785784155895,0.004523978012297402,0.10568347182861493,0.004746848965580339,0.7847238973442329,0.005395663154856094,0.897977929347888,0.01046212438968029,0.9029768408270289,0.004443066957336331,0.9104121530797663,0.012394795556365273,0.7692466887417215,0.0030286494782718826,0.8571284751127404,0.01477377681673595,7.361650466918945,0.6159443591762457,24.339914321899414,1.9727095942985509,30.373811721801758,1.1711698840380411,-103.78190461579354,0.6415236180198914,0.20814463342320377,0.030820909295148174,-109.09619494024483,0.41688949795097796,0.07014759152577565,0.010816693445465674,-104.40329422270351,2.297169546356921,0.21440578440450314,0.09587626205981932,-102.15473508332822,1.3799225424788253,0.3402424080698211,0.10343144393815973,0.16705958257669623,0.03428144393487512,-105.25235203429553,1.514132019455869,-4.756111600261013,5.145892505473487,1.4020906325340956e-06,4.348964373372435e-06,-1.0075697833941853e-06,6.8667123342666535e-06,2.5168468777773813e-06,2.3378747628528138e-06,2,on-task,1
2,0.0310680530302736,0.001947113876268526,0.03446426644284145,0.0007966217831516508,0.055639620412365004,0.011946111614681693,0.11607876291582875,0.015218063872689628,0.7777683214708433,0.002953653926322754,0.8935897773228599,0.004247411190207852,0.9185166058537034,0.012047557393853835,0.9566738654712466,0.025838726961802384,0.7817156456953638,0.00021950748588169704,0.8759548847312868,0.007880600840165801,10.227680206298828,2.696723955121043,25.960445404052734,2.0547431586031095,31.714439392089844,0.6096120168615713,-100.40860457750247,0.8514590720229845,0.25039019327598316,0.0623800483389494,-105.97238326995625,0.19470969994736934,0.08247451633889055,0.010366302163700856,-102.52036283570817,3.2401534214490724,0.1856977952423029,0.12092410187190854,-102.96266693647071,3.252235650591491,0.17949834625559755,0.0928401004095767,0.3019391488872256,0.1410178517788348,-99.89703423880724,1.5186512336260938,3.351315992055095,0.8378176715877117,2.110970325014075e-06,2.1312845888583017e-06,2.4983761562564595e-06,7.327899231632661e-06,-5.663856092068083e-07,4.4195742851539293e-07,3,on-task,1
3,0.03145789182582353,0.0010768718859605864,0.032447990436407566,0.0007886500192212529,0.0543867755681059,0.0016132997919861068,0.10381342809743316,0.0021670794658195168,0.8045022555062049,0.006383189077770756,0.8915272231887427,0.004150974180294424,0.8874501873074075,0.010796571574198222,0.9082430291568805,0.010054997887150462,0.7651766004415008,0.003256370241482584,0.8394264608674137,0.0023806495298991353,6.623268127441406,0.32118725930210545,20.910898844401043,0.2928608415809317,28.608004252115887,0.4607148539657355,-108.60526368384102,0.8979348836126083,0.1438201756970806,0.006493915018538873,-112.9929260550058,0.7413106863437872,0.05770765630844834,0.002167646779711039,-105.45399177775342,1.7678891852113763,0.3002034939098245,0.06935708190354482,-105.2541592515055,0.5960341301101617,0.31251993426134,0.015657720889228635,0.18574873982330642,0.05662884678294084,-107.84035387750102,0.47890369228119023,-1.0814644558436304,3.3402987823982606,1.3026687020880624e-06,1.5799434053940278e-06,1.7848850689019447e-06,1.130384561064622e-06,-9.127992396912878e-08,2.4133743215050565e-06,14,on-task,1
4,0.0301573189365745,0.0010144420695949608,0.031053048767631125,0.002986245445920981,0.05658812141912945,0.006630942587684066,0.10968822263875805,0.0055697507961795035,0.8042674021914058,0.007837731716184295,0.9056998398501146,0.005574479610987399,0.899418225638106,0.009412809624952587,0.8946828617789355,0.02343146176355287,0.7709799254966885,0.005096955629234437,0.8356908296298811,0.01571641516484446,6.115913391113281,0.9194531643981511,21.53611183166504,1.630043095203066,28.57518196105957,2.1248937232411764,-107.47616010374935,1.1545450447337895,0.1461360920289528,0.025221346835713587,-111.51837005455232,0.3447245523252378,0.06951510418739157,0.015008187593884866,-104.79571940754381,0.5116015769883906,0.2600906504696555,0.03359001310946676,-103.23343705151964,1.6380342981549885,0.38249232848158515,0.07380857832474104,0.14176582483241476,0.04861538108609847,-108.0844657287872,1.7031068792092565,4.950997592919803,3.4937391648468488,-2.087373144958641e-06,3.1984261523256754e-06,-7.761688984149753e-08,1.9579316886148397e-06,-7.156898656641532e-07,9.18481362671023e-07,15,on-task,1
5,0.0323494912110328,0.0003541206717867491,0.030992383621035697,0.0018836897125283129,0.05564207901772473,0.0011758035030185658,0.10926997273093823,0.002669864288750285,0.7905791716301064,0.007962059935104618,0.8940913920578848,0.01189409415615183,0.9133133932582839,0.011154664169484267,0.91630148356771,0.016357802064219714,0.7742825607064013,0.006237286603209475,0.8695102701847759,0.022659533949102653,8.425076802571615,2.0229132546498154,24.764378865559895,4.117190111444165,31.10535939534505,3.471377175368519,-103.84486213806402,0.8443805677075826,0.22630241130761916,0.019276109829511237,-109.36715333554899,1.0938727178112044,0.07602874617261207,0.03172542341104848,-103.42646527359341,2.1430468645219536,0.2595779008770604,0.10389129336014186,-103.86029817019573,1.860860466347517,0.24279125910469598,0.06152071874419483,0.19529968253801222,0.08091340525464685,-104.94509333947576,1.8176047387059873,-6.253225647425637,2.364904696125509,3.8134857482667412e-06,2.827343101044785e-06,-2.0261027191368506e-06,4.303526014219154e-06,4.381044303817502e-06,2.0324580072738706e-06,16,on-task,1
6,0.03238572170486625,0.000997413250948597,0.033397809158823975,0.0024338747711763666,0.0536148867215434,0.0019582338296757714,0.10882702442832637,0.008083685103990787,0.816342115626012,0.004673625936580449,0.9059312495372439,0.011952230666210005,0.8862090898222691,0.016082803989500714,0.9234258238403544,0.009838614508363557,0.7746016142384101,0.003820126372584779,0.85651896568521,0.01257574451364199,7.343530654907227,0.9322959918166587,24.143695831298828,2.4761380004110656,31.80718421936035,2.1712487525864836,-104.58479172780815,0.6951472878765034,0.14520824344461003,0.03158742752998278,-107.2776940203101,1.3350632661340578,0.08560800413421385,0.0216360802474826,-101.3522589444737,1.6689586113066779,0.3054045494141364,0.05977826901130539,-102.5932429703827,1.1660918385399257,0.25782151433906364,0.08180515832179529,0.20595768866797595,0.03363609005360173,-103.29644011324129,1.613171101960403,12.487854443320243,4.643768375719084,-1.2943845723401237e-06,2.6593228510195983e-06,-1.7096057539560824e-06,6.990792985996402e-06,6.525617854931039e-06,1.2742090194828046e-06,20,on-task,1
7,0.0294549568471454,0.0005745928783633169,0.03251781110771085,0.0012122513934587926,0.0518276436247298,0.0003382961760597129,0.112216513513719,0.004122680734376982,0.7556082641360349,0.026938539715350648,0.8501475035170435,0.037195739414104645,0.9034828997203818,0.016387358547114324,0.9397162477131076,0.003569949546460324,0.7652628311258274,0.01002417518859216,0.8349758087138138,0.023722039300440236,7.117271423339844,0.9589250973198608,18.51797103881836,7.030094331617127,23.45561981201172,7.009189494755717,-103.38721525293985,0.3679457707402089,0.16054715278514706,0.10331476078529396,-110.54413717909623,0.5404231418626538,0.0347339919171796,0.021755739845338323,-101.89718390510714,6.065622227446713,0.21977118646387145,0.10538872292528341,-100.51793283198225,3.942973132188454,0.31696581572723637,0.011758889766458175,0.2679818531065653,0.031440667471807085,-101.16451272566346,4.100523451049115,-3.376689616223995,3.5429730682372025,-6.422399690987234e-07,1.230158571972373e-05,-4.47900956757565e-06,4.764443927642002e-06,1.1270135032748261e-06,1.0873887237043853e-05,25,mw,0
8,0.03226956349696235,0.0010500452123292118,0.033110905883568,0.0007239376554594957,0.05831199403001495,0.0015442966377721182,0.1037854118470702,0.0038339195396188616,0.790466289622437,0.003931850607567655,0.8918739437961996,0.012126247505711412,0.904937737091145,0.0072472550944866305,0.9105384485103432,0.021153666232384585,0.7764900662251653,0.009365652730947659,0.8659044901361859,0.053284998834539514,8.084774017333984,4.383946594709154,23.815631866455078,7.730069191686052,30.460834503173828,6.349001259681077,-100.3073611809857,0.7434852656894205,0.22606198787415768,0.1108781836048972,-105.95394181897808,1.18522100839531,0.0725946197637406,0.04421072605685548,-99.15872774561636,2.021486787529556,0.2846780349417553,0.012150380173637279,-100.25991019892916,5.874734538272297,0.2664248251019715,0.20426838867308475,0.15024053231837475,0.06132985918496929,-102.07512502855428,0.07032632405999427,-6.5335440164164575,17.580601817748516,-3.413266284513712e-07,6.485643713149275e-06,-2.7727638610947974e-06,8.051651549140801e-06,-1.1940693744028014e-06,2.8608781442278306e-06,8,on-task,1
9,0.032301840910401045,0.0020047149210991318,0.033801977168951,0.0004494265620737455,0.0570766155661423,0.0016070700060919132,0.10384849860938225,0.0046390926233643845,0.8317790220666768,0.0034070631813684963,0.9346593984560837,0.004372450246937812,0.9221029573654844,0.015945429001196613,0.9115947150368486,0.018542833324353924,0.7815604304635757,0.0008780299435263172,0.8670188767523801,0.00953407676053413,10.46276092529297,0.16184389828183307,29.518604278564453,0.5118313283162971,34.75475311279297,0.18072568641471362,-104.21868076671973,1.4997983585824348,0.2139276342658043,0.04910352940228241,-106.40276318283158,0.285017756612585,0.15388464280806352,0.0021948339417747313,-105.83888105064031,0.4300826180089667,0.14436533594480605,0.018560893530503365,-101.78575097271417,0.10305549537117718,0.37767978048967854,0.05002488757187387,0.1101426064916475,0.07837268950187817,-107.76726559693324,3.7668004603599567,0.5948064889788056,10.658720186861487,-2.879444803703868e-06,6.900687182719085e-07,-5.0367895460141935e-06,2.703819754529525e-06,2.1678745558871304e-06,3.890008772731076e-06,10,on-task,1
