,features,importances
0,wSMI_1_mean,0.00878680762787375
1,wSMI_1_std,0.016545086857535383
2,wSMI_2_mean,0.015271520382028652
3,wSMI_2_std,0.0033938946058859657
4,wSMI_4_mean,0.01647572437629501
5,wSMI_4_std,0.018379331443948856
6,wSMI_8_mean,0.01475407656361683
7,wSMI_8_std,0.013860054228217317
8,p_e_1_mean,0.015947650624878115
9,p_e_1_std,0.01511185131175501
10,p_e_2_mean,0.007577593684368949
11,p_e_2_std,0.02330034159487253
12,p_e_4_mean,0.010473023110049263
13,p_e_4_std,0.006778655985370417
14,p_e_8_mean,0.007253897767927414
15,p_e_8_std,0.011184419299308133
16,k_mean,0.0068584041267147535
17,k_std,0.019819443249986187
18,se_mean,0.0031360228045446232
19,se_std,0.06385760594598189
20,msf_mean,0.008125104107170641
21,msf_std,0.03866361985469243
22,sef90_mean,0.010116078699588953
23,sef90_std,0.024830327791242744
24,sef95_mean,0.017770421965030078
25,sef95_std,0.0043673771258101474
26,b_mean,0.0108985120388904
27,b_std,0.01770922663552115
28,b_n_mean,0.0032755493436550367
29,b_n_std,0.013233531806612613
30,g_mean,0.014269462225987434
31,g_std,0.012629348811297772
32,g_n_mean,0.03519261288495266
33,g_n_std,0.017877482783430643
34,t_mean,0.014258775847362423
35,t_std,0.0166442016428762
36,t_n_mean,0.010518296806463132
37,t_n_std,0.008643854915584557
38,d_mean,0.07101419961743274
39,d_std,0.06665899054737179
40,d_n_mean,0.022222469484453847
41,d_n_std,0.014302617003372714
42,a_n_mean,0.023177790890759914
43,a_n_std,0.01224858195729942
44,a_mean,0.02112610684034781
45,a_std,0.04447249131703629
46,CNV_mean,0.016947924127245547
47,CNV_std,0.016158131784281386
48,P1_mean,0.0319902729079032
49,P1_std,0.016012110294150676
50,P3a_mean,0.020802659628730832
51,P3a_std,0.009757867655330736
52,P3b_mean,0.010428307779730382
53,P3b_std,0.02489028728722468
