,features,importances
0,wSMI_1_mean,0.0009552528846913146
1,wSMI_1_std,0.009617814679210137
2,wSMI_2_mean,0.013661253024806577
3,wSMI_2_std,0.0009544911145234889
4,wSMI_4_mean,0.0009651081478515818
5,wSMI_4_std,0.0021943865552425945
6,wSMI_8_mean,0.0006148684098634594
7,wSMI_8_std,0.001993427659846693
8,p_e_1_mean,0.0009825817431448284
9,p_e_1_std,0.0042235445953942375
10,p_e_2_mean,0.0
11,p_e_2_std,0.0030121978672375278
12,p_e_4_mean,0.013471546581580705
13,p_e_4_std,0.0
14,p_e_8_mean,0.0007863938878016804
15,p_e_8_std,0.01969023639047178
16,k_mean,0.019306016712979122
17,k_std,0.01897396524489815
18,se_mean,0.007635522636767299
19,se_std,0.0
20,msf_mean,0.03608827450006413
21,msf_std,0.010717527905946492
22,sef90_mean,0.003273762807599267
23,sef90_std,0.0005005241119354039
24,sef95_mean,0.0035936476438944917
25,sef95_std,0.0
26,b_mean,0.03730379089298971
27,b_std,0.0033937650170315576
28,b_n_mean,0.02982650433031333
29,b_n_std,0.0003751662687788353
30,g_mean,0.01820068125160834
31,g_std,0.05717317756495996
32,g_n_mean,0.011278459864352119
33,g_n_std,0.0069540325310116936
34,t_mean,0.030013645949791484
35,t_std,0.0
36,t_n_mean,0.15518186051068844
37,t_n_std,0.07271938405696793
38,d_mean,0.010666731661640765
39,d_std,0.0
40,d_n_mean,0.0015228044998866295
41,d_n_std,0.00322891154415947
42,a_n_mean,0.006586418847742428
43,a_n_std,0.0
44,a_mean,0.004803945182683383
45,a_std,0.0016737741031342779
46,CNV_mean,0.08988492802421295
47,CNV_std,0.016472645357436422
48,P1_mean,0.25833837037079044
49,P1_std,0.007800961371839249
50,P3a_mean,0.0006034477701647846
51,P3a_std,0.0005246945974544062
52,P3b_mean,0.002259553324610322
53,P3b_std,0.0
