,features,importances
0,wSMI_1_mean,0.011763462297728853
1,wSMI_1_std,0.054585043802649835
2,wSMI_2_mean,0.024192402923553
3,wSMI_2_std,0.009499461890169938
4,wSMI_4_mean,0.03132029558046266
5,wSMI_4_std,0.016804573377665562
6,wSMI_8_mean,0.03086005096324781
7,wSMI_8_std,0.0012151167425586912
8,p_e_1_mean,0.0
9,p_e_1_std,0.023347513500884095
10,p_e_2_mean,0.004029015019820749
11,p_e_2_std,0.06255924114370037
12,p_e_4_mean,0.0014693706472033656
13,p_e_4_std,0.013940808113610993
14,p_e_8_mean,0.017937895119816184
15,p_e_8_std,0.0007290086257095246
16,k_mean,0.008902469822568579
17,k_std,0.032223550856705196
18,se_mean,0.00043464816758288067
19,se_std,0.006940081066711703
20,msf_mean,0.041519782809328075
21,msf_std,0.0031233986702574467
22,sef90_mean,0.00811574016056296
23,sef90_std,0.0
24,sef95_mean,0.0
25,sef95_std,0.019467196651684046
26,b_mean,0.030469469303136994
27,b_std,0.02892408739139059
28,b_n_mean,0.005703492494450771
29,b_n_std,0.01817261448357395
30,g_mean,0.01903804450811753
31,g_std,0.029482216958970957
32,g_n_mean,0.014409340521841079
33,g_n_std,0.00907142905667193
34,t_mean,0.00046364236001620706
35,t_std,0.018116782161709297
36,t_n_mean,0.033069030991747204
37,t_n_std,0.006062089261286591
38,d_mean,0.010568832585727475
39,d_std,0.02373342030288735
40,d_n_mean,0.0375128614045942
41,d_n_std,0.016935186235209586
42,a_n_mean,0.0026363328350566388
43,a_n_std,0.02586886588123393
44,a_mean,0.0007337445150657654
45,a_std,0.06651098783239046
46,CNV_mean,0.02930767589721421
47,CNV_std,0.046247351176714746
48,P1_mean,0.02069777218287992
49,P1_std,0.026416607228847217
50,P3a_mean,0.022187238247975947
51,P3a_std,0.013521261536465181
52,P3b_mean,0.009169674055728324
53,P3b_std,0.00998982063491343
