,features,importances
0,wSMI_1_mean,0.004858634525826304
1,wSMI_1_std,0.01733649658309894
2,wSMI_2_mean,0.016666666666666666
3,wSMI_2_std,0.0
4,wSMI_4_mean,0.0
5,wSMI_4_std,0.0
6,wSMI_8_mean,0.0036676094906692236
7,wSMI_8_std,0.006640212651339767
8,p_e_1_mean,0.01444778740500701
9,p_e_1_std,0.041077666848191745
10,p_e_2_mean,0.03854836176337198
11,p_e_2_std,0.0
12,p_e_4_mean,0.0
13,p_e_4_std,0.005800094329770348
14,p_e_8_mean,0.0
15,p_e_8_std,0.04950909502396343
16,k_mean,0.07953759995063218
17,k_std,0.006155534732835928
18,se_mean,0.0
19,se_std,0.017868638201446428
20,msf_mean,0.06310895836631926
21,msf_std,0.035278399309456025
22,sef90_mean,0.0
23,sef90_std,0.0034633499952743136
24,sef95_mean,0.0
25,sef95_std,0.02223320158102767
26,b_mean,0.0
27,b_std,0.0
28,b_n_mean,0.010869565217391306
29,b_n_std,0.034316258389880755
30,g_mean,0.05181681143884125
31,g_std,0.0
32,g_n_mean,0.011363636363636366
33,g_n_std,0.0
34,t_mean,0.11174120755276348
35,t_std,0.0
36,t_n_mean,0.055181068896924916
37,t_n_std,0.01563345052132705
38,d_mean,0.010869565217391306
39,d_std,0.0
40,d_n_mean,0.0
41,d_n_std,0.0
42,a_n_mean,0.07410128867927308
43,a_n_std,0.011004723448420451
44,a_mean,0.02558516162774052
45,a_std,0.03161972034147018
46,CNV_mean,0.06315395665851918
47,CNV_std,0.008920301161325242
48,P1_mean,0.03889986824769434
49,P1_std,0.014495756246451878
50,P3a_mean,0.0
51,P3a_std,0.0
52,P3b_mean,0.0
53,P3b_std,0.004229352566051539
