,features,importances
0,wSMI_1_mean,0.007532798040701113
1,wSMI_1_std,0.0
2,wSMI_2_mean,0.0438993704728565
3,wSMI_2_std,0.00789688042038147
4,wSMI_4_mean,0.06140300727135867
5,wSMI_4_std,0.01978003145569846
6,wSMI_8_mean,0.010219926354649576
7,wSMI_8_std,0.0
8,p_e_1_mean,0.0
9,p_e_1_std,0.03207737145604448
10,p_e_2_mean,0.0033254233951299328
11,p_e_2_std,0.0
12,p_e_4_mean,0.01772648160218549
13,p_e_4_std,0.0
14,p_e_8_mean,0.009242844402613033
15,p_e_8_std,0.03292392243677765
16,k_mean,0.012716474750317461
17,k_std,0.026178233232910297
18,se_mean,0.017028244067681688
19,se_std,0.010671255132070461
20,msf_mean,0.010137398315470976
21,msf_std,0.0
22,sef90_mean,0.0
23,sef90_std,0.011967231100171559
24,sef95_mean,0.010102800348544742
25,sef95_std,0.006426350680377638
26,b_mean,0.0
27,b_std,0.0
28,b_n_mean,0.025577964350473957
29,b_n_std,0.008073905252303924
30,g_mean,0.0
31,g_std,0.028918115457889512
32,g_n_mean,0.010084494424095826
33,g_n_std,0.0062120790709495055
34,t_mean,0.02740027880517143
35,t_std,0.0
36,t_n_mean,0.14506543222503693
37,t_n_std,0.09125783300010454
38,d_mean,0.005716485505223975
39,d_std,0.006817511437574208
40,d_n_mean,0.013856585614089971
41,d_n_std,0.014564250654997979
42,a_n_mean,0.015995959187800775
43,a_n_std,0.0
44,a_mean,0.0
45,a_std,0.00821987033521052
46,CNV_mean,0.023177638140864362
47,CNV_std,0.024704832888854784
48,P1_mean,0.13641490430502223
49,P1_std,0.0023626215563463935
50,P3a_mean,0.025051742659239234
51,P3a_std,0.004072412418832029
52,P3b_mean,0.025199037773976737
53,P3b_std,0.0
