,features,importances
0,wSMI_1_mean,0.007337824155487934
1,wSMI_1_std,0.0
2,wSMI_2_mean,0.0
3,wSMI_2_std,0.0
4,wSMI_4_mean,0.0136986301369863
5,wSMI_4_std,0.0
6,wSMI_8_mean,0.008224998517003616
7,wSMI_8_std,0.0
8,p_e_1_mean,0.0
9,p_e_1_std,0.029179724243378363
10,p_e_2_mean,0.006476091983990586
11,p_e_2_std,0.0
12,p_e_4_mean,0.0136986301369863
13,p_e_4_std,0.0
14,p_e_8_mean,0.00758220069545039
15,p_e_8_std,0.0
16,k_mean,0.0
17,k_std,0.00629909057859791
18,se_mean,0.0
19,se_std,0.11594984707738877
20,msf_mean,0.09963719701224606
21,msf_std,0.020315920216712125
22,sef90_mean,0.05350946801851723
23,sef90_std,0.007367790489599021
24,sef95_mean,0.007090536592395485
25,sef95_std,0.0273972602739726
26,b_mean,0.0136986301369863
27,b_std,0.0
28,b_n_mean,0.08883883273457584
29,b_n_std,0.04924196615658035
30,g_mean,0.00738330075776235
31,g_std,0.0063643755761180806
32,g_n_mean,0.0410958904109589
33,g_n_std,0.021243013920905066
34,t_mean,0.0
35,t_std,0.007570066999374075
36,t_n_mean,0.19202453988628093
37,t_n_std,0.0
38,d_mean,0.0
39,d_std,0.007268436217323543
40,d_n_mean,0.007081340057260475
41,d_n_std,0.03918622127317924
42,a_n_mean,0.02110011210795019
43,a_n_std,0.0
44,a_mean,0.0
45,a_std,0.026913610087460793
46,CNV_mean,0.0
47,CNV_std,0.0
48,P1_mean,0.03352582341158483
49,P1_std,0.0
50,P3a_mean,0.0136986301369863
51,P3a_std,0.0
52,P3b_mean,0.0
53,P3b_std,0.0
