,features,importances
0,wSMI_1_mean,0.0006378612592565815
1,wSMI_1_std,0.0
2,wSMI_2_mean,0.0005426012094371219
3,wSMI_2_std,0.00640694019553497
4,wSMI_4_mean,0.0
5,wSMI_4_std,0.0
6,wSMI_8_mean,0.04328499616919207
7,wSMI_8_std,0.0017878952018427429
8,p_e_1_mean,0.018646698553220858
9,p_e_1_std,0.0
10,p_e_2_mean,0.0035368763402521815
11,p_e_2_std,0.0011257917692139182
12,p_e_4_mean,0.0010319837404417567
13,p_e_4_std,0.005162914556665389
14,p_e_8_mean,0.04059768677875251
15,p_e_8_std,0.0009744810586195148
16,k_mean,0.14916194452859918
17,k_std,0.05819029984378113
18,se_mean,0.03207569388444452
19,se_std,0.0001927831747803373
20,msf_mean,0.011034847465863456
21,msf_std,0.039410557723791935
22,sef90_mean,0.005227693724788392
23,sef90_std,0.0004430107961026915
24,sef95_mean,0.03713389449293286
25,sef95_std,0.0006446529133973312
26,b_mean,0.006745602380975018
27,b_std,0.000592261391064797
28,b_n_mean,0.0
29,b_n_std,0.0
30,g_mean,0.0018781974506626234
31,g_std,0.006627666729263856
32,g_n_mean,0.016551403537482696
33,g_n_std,0.0
34,t_mean,0.0003728698563106217
35,t_std,0.00025140430632551687
36,t_n_mean,0.022351812445231555
37,t_n_std,0.002110086576597866
38,d_mean,0.003739913450249499
39,d_std,0.002446012902314841
40,d_n_mean,0.002289666441143007
41,d_n_std,0.0
42,a_n_mean,0.33278816100420794
43,a_n_std,0.009894500334823505
44,a_mean,0.03847633353186385
45,a_std,0.005649714334037166
46,CNV_mean,0.0030105085753733335
47,CNV_std,0.06184211954754074
48,P1_mean,0.0004471807255419742
49,P1_std,0.0001957504070361274
50,P3a_mean,0.0
51,P3a_std,0.023845342718988433
52,P3b_mean,0.0
53,P3b_std,0.0006413859720536023
