,features,importances
0,wSMI_1_mean,0.0017668052040180366
1,wSMI_1_std,0.0
2,wSMI_2_mean,0.0010536071628620127
3,wSMI_2_std,0.005573098544409982
4,wSMI_4_mean,0.00146351106784172
5,wSMI_4_std,0.0
6,wSMI_8_mean,0.04752246967098314
7,wSMI_8_std,0.005764222195849821
8,p_e_1_mean,0.013722756846551014
9,p_e_1_std,0.0005381141197614611
10,p_e_2_mean,0.0027551600059203705
11,p_e_2_std,0.010521855865235885
12,p_e_4_mean,0.008994980772558194
13,p_e_4_std,0.015620583396696542
14,p_e_8_mean,0.018839894562633564
15,p_e_8_std,0.0006434857843111164
16,k_mean,0.14061044792287591
17,k_std,0.05846507818645343
18,se_mean,0.03206544016581414
19,se_std,0.00044357854735221143
20,msf_mean,0.0074188827970450765
21,msf_std,0.05642168397593561
22,sef90_mean,0.00648337061691487
23,sef90_std,0.0025254688335194
24,sef95_mean,0.05203653440052698
25,sef95_std,0.00017062855624473696
26,b_mean,0.003563442577630005
27,b_std,0.0007091149144625459
28,b_n_mean,0.0011254589933091708
29,b_n_std,0.0
30,g_mean,0.003054267680868806
31,g_std,0.001212264819997118
32,g_n_mean,0.017709082374525488
33,g_n_std,0.0002794952017129812
34,t_mean,0.0033598748725622205
35,t_std,0.000560005896351473
36,t_n_mean,0.018859312522851043
37,t_n_std,0.0031035078905269457
38,d_mean,0.008743166435836097
39,d_std,0.001547887405976387
40,d_n_mean,0.0016709420944188355
41,d_n_std,0.00011147207720402133
42,a_n_mean,0.32094051328323586
43,a_n_std,0.013808450041567059
44,a_mean,0.03623615554724344
45,a_std,0.0036589583867909048
46,CNV_mean,0.004773691128735039
47,CNV_std,0.0436825991930275
48,P1_mean,0.0011111112337321846
49,P1_std,0.0
50,P3a_mean,0.000700118532453579
51,P3a_std,0.016304622494022838
52,P3b_mean,0.0
53,P3b_std,0.0017528251986431835
