,Marker,AUC_mean,AUC_std,AUC_sem,AUC_range
0,wSMI_1_mean,0.4515421240266441,0.05698352850036964,0.02849176425018482,0.14705882352941185
1,wSMI_1_std,0.5024943709541233,0.06486843688798682,0.03243421844399341,0.16073271413828694
2,wSMI_2_mean,0.5041080307721174,0.12597107102128488,0.06298553551064244,0.3015151515151515
3,wSMI_2_std,0.49853527535416087,0.056927792127995876,0.028463896063997938,0.15289426775494885
4,wSMI_4_mean,0.5304496200394033,0.04948078095255765,0.024740390476278826,0.12878787878787867
5,wSMI_4_std,0.4148747537292429,0.05464758940509698,0.02732379470254849,0.14848484848484855
6,wSMI_8_mean,0.5105403884041655,0.026451719102314027,0.013225859551157014,0.07190167933201974
7,wSMI_8_std,0.538603527535416,0.07997785669913879,0.039988928349569394,0.21975795102730084
8,p_e_1_mean,0.5030795571817244,0.0753889045987712,0.0376944522993856,0.203030303030303
9,p_e_1_std,0.5915329768270945,0.05825877167373997,0.029129385836869984,0.13656065296932174
10,p_e_2_mean,0.46545642180317104,0.09074665997709958,0.04537332998854979,0.22424242424242435
11,p_e_2_std,0.4721585045501454,0.10976395217720568,0.05488197608860284,0.2801857585139319
12,p_e_4_mean,0.5147011914813773,0.11543760785129223,0.057718803925646114,0.30368233417769025
13,p_e_4_std,0.4860258936110329,0.053712185505271966,0.026856092752635983,0.13777089783281726
14,p_e_8_mean,0.48302959939956847,0.0979670076002451,0.04898350380012255,0.25606060606060616
15,p_e_8_std,0.5037597335584951,0.117034756488157,0.0585173782440785,0.3167557932263814
16,k_mean,0.4986232291959846,0.08862066599252573,0.044310332996262865,0.21230884698376962
17,k_std,0.5514705882352942,0.06079874930166475,0.030399374650832374,0.15163711417581388
18,se_mean,0.5713575382306033,0.11745903847148315,0.05872951923574157,0.26006191950464397
19,se_std,0.3929144385026738,0.1067902670059411,0.05339513350297055,0.2909090909090909
20,msf_mean,0.5129210057228633,0.08591142835241579,0.042955714176207895,0.22094005066141287
21,msf_std,0.5166068580542265,0.11669813471639011,0.058349067358195054,0.2954545454545454
22,sef90_mean,0.4663371329393001,0.04363347522058719,0.021816737610293596,0.10615911436344883
23,sef90_std,0.5093371798480157,0.09784936469349693,0.04892468234674847,0.22051318134909476
24,sef95_mean,0.5038359602214092,0.058308206445242795,0.029154103222621398,0.16257622666291388
25,sef95_std,0.49443428088938923,0.025613186350117893,0.012806593175058946,0.07213153203865275
26,b_mean,0.5110728023266723,0.09147923006817589,0.045739615034087945,0.2562154048222159
27,b_std,0.46349798292522754,0.03717183705748669,0.018585918528743344,0.09136410545079271
28,b_n_mean,0.5173679519654751,0.08341067658933099,0.041705338294665495,0.2341495449854583
29,b_n_std,0.4817865184351252,0.07909033823725888,0.03954516911862944,0.1932076179754197
30,g_mean,0.5955518810394971,0.11367087945139143,0.05683543972569571,0.30437658316915284
31,g_std,0.5266464959189417,0.052962578402503215,0.026481289201251607,0.13030303030303036
32,g_n_mean,0.49412233793038746,0.06305854416167521,0.031529272080837605,0.1719626606623511
33,g_n_std,0.5466249179097477,0.10040149475030384,0.05020074737515192,0.26791443850267377
34,t_mean,0.4939640210151046,0.05001113967530937,0.025005569837654684,0.11609907120743035
35,t_std,0.516565812928042,0.06479928181005183,0.032399640905025916,0.17383900928792567
36,t_n_mean,0.49826320480345243,0.05748314695508256,0.02874157347754128,0.14567970728961444
37,t_n_std,0.5056020733652312,0.08939821677811316,0.04469910838905658,0.22166713575382307
38,d_mean,0.44187541045126183,0.09484756016939351,0.047423780084696755,0.2545454545454545
39,d_std,0.55991415705038,0.07743508094304234,0.03871754047152117,0.19999530912843622
40,d_n_mean,0.480032132470213,0.04108738544984883,0.020543692724924414,0.10371517027863791
41,d_n_std,0.4057169997185477,0.12057046641594779,0.060285233207973896,0.28725021108922044
42,a_n_mean,0.5341495449854583,0.06738701900828346,0.03369350950414173,0.1676189135941457
43,a_n_std,0.42978937986677923,0.10239399355842146,0.05119699677921073,0.2790364949807674
44,a_mean,0.5155291303124121,0.03557058499940001,0.017785292499700005,0.09825030490665165
45,a_std,0.4848168214654283,0.0456651416579255,0.02283257082896275,0.11257622666291406
46,CNV_mean,0.4563232948681865,0.10134021650929612,0.05067010825464806,0.2678159301998311
47,CNV_std,0.47106435875785724,0.10047287936363224,0.05023643968181612,0.2303030303030304
48,P1_mean,0.5387653626043719,0.05490974922691809,0.027454874613459045,0.15252837977296185
49,P1_std,0.6016980955061451,0.09723942115117845,0.048619710575589226,0.23361478562716953
50,P3a_mean,0.47411694342808897,0.11713801838394511,0.058569009191972554,0.32752603433717986
51,P3a_std,0.5005687681771274,0.051011785753970994,0.025505892876985497,0.12575757575757585
52,P3b_mean,0.4648794446008068,0.059430302734118035,0.029715151367059017,0.1618866685430153
53,P3b_std,0.5196875879538418,0.032817200845080954,0.016408600422540477,0.0878084248053288
