,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
1167,,,567,0.555106500642215,2024-02-16 23:41:30.828465,2024-02-16 23:41:40.558958,0 days 00:00:09.730493,False,absolute_error,0.016027844395263696,40,0.5790682114126238,48,0.001682559989295874,14,14,RandomForest,153,False,False,COMPLETE,"[0.5510204081632653, 0.5636363636363637, 0.7307692307692308, 0.37500000000000006]","[1.75377271e-04 0.00000000e+00 0.00000000e+00 1.82184014e-02
 0.00000000e+00 0.00000000e+00 1.29898016e-02 3.78432805e-03
 9.24140230e-04 0.00000000e+00 0.00000000e+00 1.87804798e-02
 7.84579158e-03 1.21017841e-02 2.13669988e-02 0.00000000e+00
 1.18140777e-01 5.32413150e-02 1.43985380e-02 0.00000000e+00
 1.77240421e-02 8.41377647e-02 4.32110694e-03 0.00000000e+00
 2.64711491e-02 0.00000000e+00 7.75393273e-03 1.14196926e-03
 9.72729954e-04 0.00000000e+00 9.53373318e-03 0.00000000e+00
 3.62759985e-02 0.00000000e+00 1.39928993e-03 0.00000000e+00
 1.92514324e-02 5.33647779e-03 8.18530262e-03 1.11612118e-03
 3.51788639e-03 0.00000000e+00 3.57655319e-01 7.26462949e-03
 4.97884669e-02 3.59930394e-04 3.00934041e-03 5.61965929e-02
 0.00000000e+00 0.00000000e+00 2.54956156e-05 1.65935558e-02
 0.00000000e+00 0.00000000e+00]"
374,427.0,,127,0.5543563579277865,2024-02-16 18:44:51.278528,2024-02-16 18:44:58.830518,0 days 00:00:07.551990,False,absolute_error,0.0099324719602987,22,0.1310759596133263,57,0.0055775517228618,14,15,RandomForest,50,False,False,COMPLETE,"[0.6020408163265305, 0.5, 0.7403846153846154, 0.37499999999999994]","[0.00238707 0.00332603 0.         0.00057893 0.00463962 0.00346582
 0.02815347 0.0104181  0.01110949 0.02487398 0.00441504 0.03097333
 0.0019628  0.01166016 0.03685413 0.00818779 0.04987236 0.04807288
 0.01680301 0.00408782 0.0387689  0.09398875 0.01301952 0.00330559
 0.02329645 0.00374619 0.01173731 0.00084109 0.00892087 0.003125
 0.02168201 0.00336236 0.03527212 0.00256108 0.00276304 0.00044974
 0.06055841 0.00653638 0.03302105 0.03171397 0.02619727 0.00163062
 0.1084376  0.05138005 0.02282013 0.03591269 0.01496402 0.02843385
 0.00442692 0.         0.00034045 0.00494476 0.         0.        ]"
727,,,127,0.5543563579277865,2024-02-16 18:44:51.278528,2024-02-16 18:44:58.830518,0 days 00:00:07.551990,False,absolute_error,0.009932471960298775,22,0.13107595961332633,57,0.0055775517228618295,14,15,RandomForest,50,False,False,COMPLETE,,
375,560.0,,260,0.5537507135721421,2024-02-16 19:03:27.570300,2024-02-16 19:03:42.145573,0 days 00:00:14.575273,False,absolute_error,0.0051622568082704,41,0.5958442310142229,22,0.0110526648758046,10,9,RandomForest,151,False,False,COMPLETE,"[0.7448979591836735, 0.5181818181818182, 0.6538461538461539, 0.2980769230769231]","[0.00000000e+00 0.00000000e+00 2.38052697e-03 2.45454177e-02
 2.06047659e-02 5.10431729e-04 5.94893739e-03 3.48947757e-04
 2.48544575e-02 0.00000000e+00 1.41421404e-03 1.91581128e-02
 5.16721514e-04 2.41309416e-02 5.06572759e-02 1.43037929e-03
 1.11616152e-01 1.26954809e-01 2.68660192e-02 1.40595734e-03
 1.80955690e-02 5.19825939e-02 2.58476074e-02 0.00000000e+00
 1.98353299e-02 1.70365140e-03 2.10110482e-02 3.01125435e-04
 5.84118720e-04 1.27425688e-04 1.81323130e-03 3.08450499e-03
 2.98809020e-02 0.00000000e+00 0.00000000e+00 2.00117930e-04
 2.78040922e-02 5.28265632e-04 1.15029396e-02 1.44144823e-03
 1.24101542e-03 0.00000000e+00 2.00799620e-01 8.86242513e-03
 1.20792512e-02 2.26618334e-03 3.42466464e-02 5.90415831e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.92205738e-02
 0.00000000e+00 3.15466187e-03]"
860,,,260,0.5537507135721421,2024-02-16 19:03:27.570300,2024-02-16 19:03:42.145573,0 days 00:00:14.575273,False,absolute_error,0.00516225680827041,41,0.5958442310142229,22,0.011052664875804658,10,9,RandomForest,151,False,False,COMPLETE,,
376,316.0,,16,0.5536945197659483,2024-02-16 18:28:47.598865,2024-02-16 18:28:55.276471,0 days 00:00:07.677606,True,absolute_error,0.0075588051992235,7,0.1031820541185551,13,0.0158006074315062,20,10,RandomForest,34,False,False,COMPLETE,"[0.4591836734693877, 0.7363636363636363, 0.6730769230769231, 0.34615384615384615]","[0.0375     0.         0.0125     0.         0.         0.
 0.04880952 0.0125     0.         0.         0.0125     0.
 0.0125     0.02440476 0.02440476 0.025      0.03690476 0.07440476
 0.         0.02440476 0.06190476 0.06130952 0.025      0.0125
 0.0125     0.         0.0375     0.         0.04880952 0.
 0.0125     0.         0.03690476 0.0625     0.         0.0125
 0.04880952 0.         0.03690476 0.03630952 0.         0.0125
 0.03690476 0.0125     0.         0.02440476 0.03690476 0.0125
 0.         0.         0.0125     0.         0.         0.        ]"
616,,,16,0.5536945197659483,2024-02-16 18:28:47.598865,2024-02-16 18:28:55.276471,0 days 00:00:07.677606,True,absolute_error,0.007558805199223552,7,0.10318205411855513,13,0.01580060743150622,20,10,RandomForest,34,False,False,COMPLETE,,
1134,,,534,0.5534398637077209,2024-02-16 23:36:22.576390,2024-02-16 23:36:31.174426,0 days 00:00:08.598036,False,absolute_error,0.01965891003297294,31,0.6419087856981155,52,0.017455114142233746,14,14,RandomForest,138,False,False,COMPLETE,"[0.5612244897959184, 0.5227272727272727, 0.75, 0.3798076923076923]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.68774218e-03
 0.00000000e+00 0.00000000e+00 3.69572763e-03 3.62318841e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.16414223e-02
 9.85135284e-03 1.07048400e-02 2.21470025e-02 0.00000000e+00
 1.24309056e-01 6.12125175e-02 1.24587395e-02 0.00000000e+00
 2.08772859e-02 7.99767309e-02 1.54614587e-03 0.00000000e+00
 1.87293923e-02 0.00000000e+00 3.45041509e-03 5.00844411e-04
 7.42779849e-04 0.00000000e+00 1.87437503e-03 0.00000000e+00
 3.26236772e-02 0.00000000e+00 1.88248000e-03 0.00000000e+00
 1.73142693e-02 3.29451421e-03 4.19592789e-04 5.07202984e-04
 5.55530520e-04 0.00000000e+00 4.28490578e-01 2.91750759e-03
 4.10849873e-02 0.00000000e+00 3.09072617e-04 5.81885028e-02
 0.00000000e+00 1.38191278e-03 0.00000000e+00 1.90006142e-02
 0.00000000e+00 0.00000000e+00]"
1108,,,508,0.5533573569287855,2024-02-16 23:32:18.314187,2024-02-16 23:32:27.125241,0 days 00:00:08.811054,False,absolute_error,0.014590912873215034,41,0.7373065585815791,51,0.0002988037935534576,10,10,RandomForest,105,False,False,COMPLETE,"[0.7448979591836734, 0.5454545454545454, 0.6057692307692308, 0.3173076923076923]","[6.23343181e-03 5.73370095e-05 3.86358688e-03 2.83255679e-02
 2.54303751e-02 1.61712501e-03 2.20734266e-03 1.90303603e-03
 4.32910124e-02 3.06543200e-04 2.08646143e-03 7.22544282e-03
 1.00089120e-03 2.21176393e-02 1.05345841e-02 0.00000000e+00
 1.43711320e-01 1.25700983e-01 6.32326083e-03 2.85314986e-03
 4.61106141e-03 2.96195301e-02 9.32163181e-03 2.84951212e-03
 1.18881384e-02 0.00000000e+00 2.25233167e-02 1.52502105e-03
 0.00000000e+00 0.00000000e+00 7.95961821e-03 6.00590905e-04
 4.43307243e-02 1.38421034e-03 5.78920044e-03 0.00000000e+00
 2.14353573e-02 0.00000000e+00 1.38172453e-02 8.23584248e-04
 1.14115325e-03 0.00000000e+00 2.38121221e-01 1.48619763e-03
 3.12953176e-02 1.59069017e-03 7.11516908e-03 8.91576021e-02
 0.00000000e+00 0.00000000e+00 4.79818991e-03 8.55488934e-03
 9.15639586e-05 3.38017361e-03]"
1091,,,491,0.552941255173398,2024-02-16 23:30:16.348394,2024-02-16 23:30:26.900230,0 days 00:00:10.551836,False,absolute_error,0.008119100766767981,21,0.34103682163517673,49,0.01722144063883102,12,10,RandomForest,124,False,False,COMPLETE,"[0.6887755102040816, 0.5181818181818181, 0.7115384615384615, 0.2932692307692307]","[0.         0.         0.         0.01652617 0.         0.00052458
 0.03615545 0.00070807 0.00214164 0.0025826  0.01311149 0.03780341
 0.00539965 0.01221454 0.0336726  0.01175399 0.09928488 0.05915896
 0.01811952 0.         0.01049222 0.07962368 0.02330415 0.00117595
 0.06286133 0.00658896 0.00804324 0.00449077 0.01026294 0.
 0.00302438 0.0008244  0.05266474 0.00312558 0.00696578 0.0021908
 0.0221451  0.00716094 0.01481792 0.01001836 0.01579057 0.0005648
 0.18545655 0.02592652 0.03621105 0.00849132 0.00725847 0.03390088
 0.         0.         0.00032464 0.00450423 0.         0.00263221]"
1029,,,429,0.5520412623091194,2024-02-16 23:21:48.216565,2024-02-16 23:21:55.012877,0 days 00:00:06.796312,False,absolute_error,0.032072736328468826,47,0.6477961990777764,17,0.0192489716593952,17,17,RandomForest,118,False,False,COMPLETE,"[0.5612244897959184, 0.5363636363636364, 0.625, 0.485576923076923]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 6.86004038e-03 4.23728814e-03
 9.38772596e-04 0.00000000e+00 2.50166545e-04 1.18378050e-02
 0.00000000e+00 0.00000000e+00 2.61434010e-02 0.00000000e+00
 1.47693067e-01 5.80534378e-02 1.29200221e-02 0.00000000e+00
 2.45633021e-02 1.04400811e-01 0.00000000e+00 0.00000000e+00
 4.15069429e-02 0.00000000e+00 0.00000000e+00 4.82257226e-03
 6.61487783e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.11864407e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.69149626e-02 1.65954160e-03 5.32039281e-04 8.61457831e-04
 1.58660479e-03 0.00000000e+00 4.66040842e-01 0.00000000e+00
 5.65723538e-02 5.50912597e-04 7.73803164e-03 0.00000000e+00
 0.00000000e+00 5.35492692e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]"
845,,,245,0.5519542957042958,2024-02-16 19:01:17.702563,2024-02-16 19:01:26.871853,0 days 00:00:09.169290,False,absolute_error,0.015795232804244847,45,0.5775468238027143,23,0.006482592369583924,11,11,RandomForest,116,False,False,COMPLETE,,
377,545.0,,245,0.5519542957042958,2024-02-16 19:01:17.702563,2024-02-16 19:01:26.871853,0 days 00:00:09.169290,False,absolute_error,0.0157952328042448,45,0.5775468238027143,23,0.0064825923695839,11,11,RandomForest,116,False,False,COMPLETE,"[0.7142857142857143, 0.6954545454545454, 0.451923076923077, 0.34615384615384615]","[7.15242973e-03 0.00000000e+00 3.41898975e-03 9.66275443e-03
 5.78741822e-04 6.39699943e-04 7.97337469e-03 0.00000000e+00
 3.85660917e-02 0.00000000e+00 8.36764523e-03 3.03021615e-02
 1.39434093e-03 1.68285261e-02 3.66960788e-02 1.09620011e-03
 1.19984987e-01 7.05022103e-02 1.64409481e-02 8.04832234e-03
 5.12272060e-03 5.21031817e-02 2.75348980e-02 1.81674182e-03
 5.38142937e-02 3.10118670e-03 1.90267794e-02 7.52966220e-03
 2.41908489e-03 0.00000000e+00 4.59893501e-03 4.26216913e-03
 6.06351958e-02 4.89830632e-04 0.00000000e+00 6.87751049e-04
 2.55419383e-02 6.84240718e-04 5.69694396e-03 1.42841285e-02
 4.68845843e-03 0.00000000e+00 2.21203309e-01 8.83924488e-03
 3.98381752e-02 9.98807075e-03 3.16643761e-04 4.53082560e-02
 6.87091139e-05 0.00000000e+00 4.34832082e-04 4.27007273e-04
 0.00000000e+00 1.88410924e-03]"
734,,,134,0.551789282146425,2024-02-16 18:45:52.429898,2024-02-16 18:46:02.330193,0 days 00:00:09.900295,False,absolute_error,0.009049881554635618,48,0.4340934199773453,16,0.005552140389796477,14,12,RandomForest,106,False,False,COMPLETE,,
378,434.0,,134,0.551789282146425,2024-02-16 18:45:52.429898,2024-02-16 18:46:02.330193,0 days 00:00:09.900295,False,absolute_error,0.0090498815546356,48,0.4340934199773453,16,0.0055521403897964,14,12,RandomForest,106,False,False,COMPLETE,"[0.5816326530612245, 0.4909090909090909, 0.7307692307692307, 0.40384615384615385]","[7.35557451e-04 0.00000000e+00 3.20999908e-04 1.15472902e-02
 1.25441891e-03 0.00000000e+00 2.47720644e-02 2.64731383e-03
 6.55239840e-04 3.09904852e-03 8.17745030e-04 2.76541298e-02
 6.05018740e-03 1.17012078e-02 2.23923540e-02 0.00000000e+00
 9.95891304e-02 1.11341311e-01 4.00407575e-02 0.00000000e+00
 1.78338515e-02 1.05218833e-01 2.05719863e-02 0.00000000e+00
 3.13730899e-02 2.24898972e-04 3.34107021e-03 7.62155756e-03
 2.32267297e-03 0.00000000e+00 3.52228411e-03 3.15745279e-03
 1.98964945e-02 1.21004822e-03 1.29793293e-03 2.29318638e-03
 2.65668976e-02 8.25962113e-04 1.11354121e-02 4.09998905e-03
 7.01969056e-03 0.00000000e+00 2.32032199e-01 1.47981857e-02
 5.31424743e-02 2.34097531e-03 1.27176659e-02 3.76389833e-02
 0.00000000e+00 3.78922368e-04 7.96897984e-04 1.20016284e-02
 0.00000000e+00 0.00000000e+00]"
379,213.0,88.0,88,0.5517036534893678,2024-02-16 00:13:32.091658,2024-02-16 00:13:41.019338,0 days 00:00:08.927680,True,absolute_error,0.0299872486559107,7,0.0352019249078114,20,0.0558571055000241,3,9,RandomForest,78,False,False,COMPLETE,"[0.6938775510204082, 0.6090909090909091, 0.6346153846153846, 0.2692307692307692]","[0.01725946 0.0253038  0.00657895 0.01113166 0.         0.00408546
 0.01871254 0.00308069 0.00508516 0.01948498 0.02161794 0.
 0.         0.0071235  0.00297576 0.0220374  0.05404833 0.01568953
 0.00150479 0.02486788 0.03654489 0.06944549 0.00833333 0.01168099
 0.         0.01343537 0.         0.02794335 0.02511636 0.01649156
 0.0278277  0.00510204 0.03815789 0.         0.05148466 0.00324818
 0.06149125 0.00672972 0.00870522 0.         0.         0.00230372
 0.06192664 0.05256784 0.01402979 0.04484622 0.0473529  0.02650924
 0.02659327 0.02192142 0.00389322 0.01592886 0.         0.00980106]"
916,,,316,0.5516786784643928,2024-02-16 23:06:42.107011,2024-02-16 23:06:46.072724,0 days 00:00:03.965713,False,absolute_error,0.011305227161937107,17,0.42331742425270974,20,0.006370177279406069,13,14,RandomForest,21,False,False,COMPLETE,"[0.6224489795918368, 0.6227272727272727, 0.6057692307692308, 0.3557692307692308]","[0.00412931 0.         0.         0.00824786 0.         0.
 0.0214905  0.         0.00547536 0.00336498 0.         0.02832355
 0.0011651  0.007109   0.0388383  0.         0.09262115 0.08161152
 0.04673596 0.         0.00268058 0.12868247 0.02229081 0.
 0.07974366 0.00973795 0.0012499  0.00256029 0.01585887 0.
 0.0052417  0.         0.03803767 0.0074787  0.01277817 0.
 0.04875287 0.00492048 0.0026189  0.00969745 0.00635604 0.
 0.14304343 0.01142723 0.05544601 0.00563835 0.01828327 0.01975431
 0.         0.         0.         0.00639311 0.00221522 0.        ]"
380,214.0,42.0,42,0.551605537319823,2024-02-16 00:08:34.086107,2024-02-16 00:08:37.324831,0 days 00:00:03.238724,True,absolute_error,0.033717678175874,26,0.1835127205186352,54,0.0471731571233528,15,8,RandomForest,12,False,False,COMPLETE,"[0.5204081632653061, 0.6090909090909091, 0.735576923076923, 0.3413461538461538]","[0.         0.         0.02083333 0.         0.         0.025
 0.0625     0.         0.         0.         0.025      0.
 0.         0.         0.02083333 0.         0.07083333 0.10714286
 0.02083333 0.08333333 0.08333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.025      0.06071429 0.         0.025      0.         0.
 0.14821429 0.         0.         0.         0.06666667 0.
 0.09821429 0.         0.         0.         0.02083333 0.
 0.         0.         0.         0.03571429 0.         0.        ]"
381,215.0,46.0,46,0.5512264521193093,2024-02-16 00:08:52.108231,2024-02-16 00:08:54.992467,0 days 00:00:02.884236,True,absolute_error,0.0915688056756468,10,0.0719701266462894,35,0.0370741267427185,12,5,RandomForest,22,False,False,COMPLETE,"[0.41836734693877553, 0.7, 0.7211538461538461, 0.36538461538461536]","[0.01212459 0.         0.01785714 0.         0.         0.
 0.00958299 0.00851115 0.01923077 0.         0.04962773 0.
 0.03708791 0.02543465 0.01388889 0.         0.0734127  0.0346552
 0.00651558 0.03174603 0.08867521 0.0509768  0.00934599 0.04139381
 0.         0.00472182 0.01923077 0.         0.         0.01388889
 0.01388889 0.04563492 0.01785714 0.02702421 0.01388889 0.01388889
 0.06536644 0.         0.03311966 0.         0.         0.01388889
 0.         0.         0.         0.06623932 0.         0.
 0.06623932 0.01388889 0.004078   0.03708791 0.         0.        ]"
382,379.0,,79,0.5512077208505779,2024-02-16 18:37:50.303517,2024-02-16 18:38:05.976658,0 days 00:00:15.673141,False,absolute_error,0.0097622443324969,28,0.8127844515718693,24,0.013484364061093,11,15,RandomForest,148,False,False,COMPLETE,"[0.4897959183673469, 0.5227272727272727, 0.798076923076923, 0.3942307692307692]","[0.01159055 0.         0.         0.         0.00037957 0.
 0.         0.         0.01362494 0.         0.         0.00165715
 0.         0.01186275 0.00123653 0.         0.17100825 0.2016147
 0.00324695 0.         0.00178576 0.03376548 0.         0.
 0.01600727 0.0004847  0.02121693 0.         0.         0.
 0.0017304  0.00115753 0.05088843 0.         0.0007627  0.
 0.01973403 0.         0.         0.01218205 0.         0.
 0.2629767  0.02691559 0.0095671  0.         0.00254785 0.09231621
 0.         0.         0.         0.02973989 0.         0.        ]"
679,,,79,0.5512077208505779,2024-02-16 18:37:50.303517,2024-02-16 18:38:05.976658,0 days 00:00:15.673141,False,absolute_error,0.009762244332496938,28,0.8127844515718693,24,0.013484364061093016,11,15,RandomForest,148,False,False,COMPLETE,,
383,407.0,,107,0.5509651063222492,2024-02-16 18:42:05.129639,2024-02-16 18:42:12.499989,0 days 00:00:07.370350,False,absolute_error,0.011462408489873,41,0.6766514170141894,33,1.660519357765901e-05,11,12,RandomForest,121,False,False,COMPLETE,"[0.7244897959183674, 0.6909090909090909, 0.41346153846153844, 0.375]","[6.91434740e-03 0.00000000e+00 1.28415410e-03 2.87954318e-02
 1.94528784e-03 0.00000000e+00 6.19090919e-04 6.11740888e-05
 3.35516922e-02 0.00000000e+00 1.07738152e-02 3.37912917e-02
 0.00000000e+00 0.00000000e+00 2.30568808e-03 0.00000000e+00
 1.38533491e-01 9.12304918e-02 2.05084544e-02 1.37890054e-03
 6.72550724e-03 4.03545113e-02 1.36977814e-02 2.47079835e-03
 4.39960459e-02 1.43432778e-03 1.53965963e-02 0.00000000e+00
 4.70892105e-03 0.00000000e+00 8.22430935e-03 2.92789962e-03
 7.28117952e-02 3.59007334e-04 3.66159432e-03 2.97498550e-04
 1.86446731e-02 0.00000000e+00 4.59730653e-03 1.28451028e-02
 2.16506482e-03 0.00000000e+00 2.34733734e-01 3.96046324e-02
 6.38023759e-04 1.39954078e-02 1.10915617e-03 6.94096538e-02
 0.00000000e+00 0.00000000e+00 1.28043889e-03 1.14029485e-02
 1.19011720e-04 6.94941198e-04]"
707,,,107,0.5509651063222492,2024-02-16 18:42:05.129639,2024-02-16 18:42:12.499989,0 days 00:00:07.370350,False,absolute_error,0.011462408489873099,41,0.6766514170141894,33,1.660519357765901e-05,11,12,RandomForest,121,False,False,COMPLETE,,
1103,,,503,0.5506252675895533,2024-02-16 23:31:38.900429,2024-02-16 23:31:46.225908,0 days 00:00:07.325479,False,absolute_error,0.005503385779960198,19,0.6011838383139501,24,0.03837231601394486,11,14,RandomForest,121,False,False,COMPLETE,"[0.5918367346938775, 0.5818181818181818, 0.6586538461538461, 0.3701923076923077]","[0.0392227  0.         0.         0.00620961 0.         0.
 0.01654647 0.         0.01211625 0.         0.00312766 0.00206612
 0.         0.01817725 0.08563747 0.         0.17781708 0.06731139
 0.03063345 0.         0.         0.01839288 0.00279862 0.
 0.00948044 0.         0.01763165 0.         0.         0.
 0.00102751 0.         0.02053157 0.         0.000511   0.
 0.01449424 0.00202815 0.00254783 0.         0.         0.
 0.30315914 0.00882607 0.04934837 0.         0.02310924 0.06498309
 0.         0.         0.         0.         0.         0.00226473]"
384,216.0,39.0,39,0.5503487583844727,2024-02-16 00:08:21.551103,2024-02-16 00:08:26.034631,0 days 00:00:04.483528,True,absolute_error,0.0567970295172657,8,0.1301888925495187,52,0.0447276669253224,11,3,RandomForest,50,False,False,COMPLETE,"[0.6938775510204082, 0.5363636363636364, 0.625, 0.34615384615384615]","[0.00595238 0.01327285 0.00155464 0.         0.01734494 0.00389523
 0.01651423 0.         0.         0.0327405  0.01363882 0.02291704
 0.02038649 0.01116071 0.0189978  0.00520833 0.04916087 0.04481651
 0.01800232 0.02025964 0.03062011 0.02261179 0.02245142 0.02246067
 0.00595238 0.         0.03068802 0.01116071 0.02112876 0.
 0.03112367 0.02532279 0.0426798  0.02803379 0.01116071 0.01156131
 0.08525408 0.         0.01327285 0.03654805 0.02983686 0.00595238
 0.07108512 0.02758595 0.00397782 0.01886543 0.00520833 0.0140169
 0.00896122 0.         0.02517761 0.01327285 0.00609756 0.00210773]"
385,425.0,,125,0.5502742792921363,2024-02-16 18:44:30.027735,2024-02-16 18:44:43.480776,0 days 00:00:13.453041,False,absolute_error,0.00628113609081,44,0.3263270030748277,28,0.0033007094982358,13,14,RandomForest,119,False,False,COMPLETE,"[0.6326530612244898, 0.5636363636363636, 0.6442307692307692, 0.3605769230769231]","[3.61733962e-03 0.00000000e+00 2.37743214e-04 2.45295248e-02
 1.17496172e-03 2.15917612e-04 3.60441443e-02 7.96608753e-03
 6.38116984e-03 2.77307742e-03 7.39985539e-03 3.24612029e-02
 3.35218871e-03 1.12827193e-02 3.59576583e-02 2.45602840e-03
 9.00486619e-02 6.70476086e-02 3.75217459e-02 1.41789892e-03
 2.19873264e-02 7.46789889e-02 3.24115384e-02 7.75386503e-04
 4.11239392e-02 3.33491900e-03 2.98548419e-03 5.88767103e-03
 1.09469445e-02 0.00000000e+00 6.43330527e-03 3.75753904e-03
 2.61871476e-02 4.72335031e-03 4.77287692e-03 1.72817276e-03
 3.71835165e-02 4.01732897e-03 1.08065218e-02 1.47052815e-02
 1.56826319e-02 2.25550071e-04 1.78283016e-01 2.95965027e-02
 3.72201518e-02 1.11909784e-02 1.42671150e-02 2.73505548e-02
 1.23393247e-04 0.00000000e+00 1.85908609e-03 2.52915259e-03
 0.00000000e+00 1.33909419e-03]"
725,,,125,0.5502742792921363,2024-02-16 18:44:30.027735,2024-02-16 18:44:43.480776,0 days 00:00:13.453041,False,absolute_error,0.006281136090810052,44,0.32632700307482776,28,0.0033007094982358343,13,14,RandomForest,119,False,False,COMPLETE,,
386,217.0,29.0,29,0.550233694876552,2024-02-16 00:07:27.487240,2024-02-16 00:07:32.582883,0 days 00:00:05.095643,False,absolute_error,0.0621320095130533,12,0.0161949250124807,72,0.0263261365491126,6,11,RandomForest,115,False,False,COMPLETE,"[0.7040816326530612, 0.5545454545454546, 0.625, 0.3173076923076923]","[0.01840252 0.02808132 0.00262015 0.02407869 0.0115334  0.00376556
 0.02752484 0.00348136 0.00485269 0.0089021  0.01590164 0.00671328
 0.00656402 0.02179741 0.0124075  0.0135467  0.0495907  0.04007812
 0.00997894 0.02267127 0.04311269 0.07739854 0.0210724  0.01290984
 0.         0.03245045 0.00631517 0.01301771 0.0234788  0.01040224
 0.01306574 0.         0.02314363 0.00731986 0.01161167 0.01305643
 0.04483613 0.00934369 0.01929131 0.01114593 0.03307089 0.00585962
 0.03916798 0.01492922 0.0363326  0.02675578 0.03260983 0.03477014
 0.0135244  0.00374886 0.00476858 0.01500587 0.         0.01399181]"
928,,,328,0.5501855287569574,2024-02-16 23:08:06.052803,2024-02-16 23:08:13.450073,0 days 00:00:07.397270,False,absolute_error,0.02856169381597546,16,0.055075353978148334,14,0.020669433302887934,13,13,RandomForest,82,False,False,COMPLETE,"[0.6734693877551021, 0.5272727272727273, 0.625, 0.375]","[0.00055855 0.01053075 0.00341861 0.00585909 0.00085093 0.00164789
 0.02469146 0.01644594 0.00292502 0.01242285 0.0249412  0.01662256
 0.00500829 0.01727325 0.03321395 0.01072691 0.05349763 0.02506789
 0.02158908 0.02989308 0.04988187 0.08017583 0.01197216 0.01522286
 0.01255318 0.02086814 0.01524791 0.00809559 0.02556606 0.00976321
 0.01494702 0.00647562 0.02140801 0.00779175 0.01118502 0.00118431
 0.06996608 0.00313113 0.02044474 0.02870819 0.02600091 0.
 0.0651516  0.02255934 0.01581004 0.0350781  0.02372059 0.02103107
 0.01319161 0.00516481 0.00345912 0.01045454 0.00153041 0.00507426]"
387,484.0,,184,0.5499518338804052,2024-02-16 18:52:48.141737,2024-02-16 18:52:57.265657,0 days 00:00:09.123920,False,absolute_error,0.0140861850255043,38,0.5041003254222296,43,0.0063924891302595,11,11,RandomForest,122,False,False,COMPLETE,"[0.7193877551020409, 0.6727272727272727, 0.45192307692307687, 0.3557692307692308]","[4.16108298e-03 0.00000000e+00 1.71243213e-03 1.83970021e-02
 2.69697830e-03 6.70592497e-04 4.15525716e-02 1.91137493e-04
 2.58133633e-02 5.68375617e-04 1.33487152e-02 2.77818637e-02
 4.27247347e-03 5.06488535e-03 4.47972505e-02 7.57836565e-04
 1.20642994e-01 6.47015743e-02 2.01073477e-02 0.00000000e+00
 5.16962522e-03 3.54234312e-02 3.13940298e-02 0.00000000e+00
 4.58914555e-02 2.66113397e-03 1.14739526e-02 3.58335402e-03
 5.44855708e-03 0.00000000e+00 3.58129962e-03 6.38459824e-03
 6.79014734e-02 1.10486403e-03 4.40425352e-03 3.47731345e-04
 1.24442755e-02 5.91572565e-03 1.41614231e-02 1.29359881e-02
 0.00000000e+00 5.13347468e-04 2.12095885e-01 3.94373475e-02
 5.49459067e-03 1.11051006e-02 2.88054200e-03 5.72106216e-02
 1.86585536e-04 4.68014398e-04 7.36483931e-04 5.60359053e-04
 4.59755294e-04 1.38571809e-03]"
784,,,184,0.5499518338804052,2024-02-16 18:52:48.141737,2024-02-16 18:52:57.265657,0 days 00:00:09.123920,False,absolute_error,0.014086185025504353,38,0.5041003254222296,43,0.006392489130259579,11,11,RandomForest,122,False,False,COMPLETE,,
388,218.0,267.0,267,0.5496565934065935,2024-02-16 00:29:41.664907,2024-02-16 00:29:45.680341,0 days 00:00:04.015434,True,absolute_error,0.0841704439362887,10,0.0819707155608193,45,0.0366766206768448,7,12,RandomForest,51,False,False,COMPLETE,"[0.6428571428571429, 0.7000000000000001, 0.4807692307692308, 0.375]","[0.01109636 0.01187564 0.00158164 0.00144136 0.01811246 0.00543478
 0.0095396  0.00641471 0.00414734 0.01854284 0.03177221 0.01662311
 0.01996733 0.02111644 0.03502697 0.00981688 0.04023254 0.03807555
 0.00262882 0.01513573 0.05113823 0.02010396 0.02078743 0.0342719
 0.01824773 0.00711189 0.01323187 0.01858882 0.01206814 0.01165456
 0.01470223 0.01495431 0.01531713 0.01681945 0.02454948 0.01118281
 0.06534056 0.00736723 0.01122356 0.02527024 0.01916187 0.00773248
 0.07088072 0.03617206 0.02431658 0.01348396 0.02918389 0.02139617
 0.01171222 0.01124415 0.00816853 0.00800472 0.0033782  0.00265059]"
