,Marker,Log-Likelihood,AIC,Estimate,P_val,score_mean,score_std,score_sem,score_range,perm_score,perms_score_std,perms_score_all,Glmm_pval,AUC_P_val,AUC_mean,AUC_std,F1_P_val,F1_mean,F1_std,Kappa_P_val,Kappa_mean,Kappa_std,perm_auc_mean,perm_auc_all,perm_f1_mean,perm_f1_all,perm_kappa_mean,perm_kappa_all,GLMM_p_corrected,GLMM_significant,AUC_p_corrected,AUC_significant,F1_p_corrected,F1_significant,Kappa_p_corrected,Kappa_significant
0,wSMI_1_mean,-45.3732023371294,96.7464046742588,3.365094755511067,,,,,,,,,0.47019436851746466,0.5546,0.46761904761904766,0.20821779108922733,0.4742,0.5726757369614512,0.12729119416781784,0.9612,-0.11104968303110715,0.17338332773621773,0.49784933333333337,[0.59142857 0.44380952 0.4247619  ... 0.38952381 0.62       0.40380952],0.5641853042055983,[0.54084249 0.52573696 0.51703297 ... 0.46988796 0.57950938 0.59135269],-0.0019431715296356438,"[ 0.05534846 -0.07285259 -0.04676397 ...  0.02387137 -0.03188198
  0.0364564 ]",0.9006235746614957,p > 0.05,0.8556685714285714,p > 0.05,0.7733853658536586,p > 0.05,0.9793358490566038,p > 0.05
1,wSMI_1_std,-44.10526522821487,94.21053045642974,0.8472172436225421,,,,,,,,,0.04731687965732018,0.0334,0.6194557823129252,0.10010406913004671,0.3112,0.5895176252319109,0.1617891312846943,0.0696,0.10041862899005759,0.2340281732214286,0.4997292517006803,[0.4262585  0.40340136 0.54897959 ... 0.50136054 0.42816327 0.49755102],0.5584055547440421,[0.46660007 0.55634366 0.55272109 ... 0.61034362 0.51494537 0.50045351],-0.012444637001527176,"[-0.10775228 -0.03046453  0.03213569 ...  0.05024466 -0.07153385
 -0.06133787]",0.9006235746614957,p < 0.05 uncorrected,0.29350588235294117,p < 0.05 uncorrected,0.7733853658536586,p > 0.05,0.26845714285714284,p > 0.05
2,wSMI_2_mean,-45.61444646154611,97.22889292309222,-0.9946488674528126,,,,,,,,,0.8857499047425073,0.9596,0.40088435374149656,0.11441331554917411,0.5648,0.5693877551020409,0.09725274373320024,0.909,-0.11679197994987467,0.12653440127118942,0.4990253333333333,[0.45911565 0.53136054 0.5685034  ... 0.42469388 0.42578231 0.46482993],0.5729106772172737,[0.58639456 0.55831787 0.57097021 ... 0.53061224 0.5662416  0.57142857],-0.020979834682019194,"[-0.05213033 -0.04595128 -0.003663   ... -0.1047619  -0.12068395
  0.02973287]",0.9698408777254042,p > 0.05,1.0,p > 0.05,0.7733853658536586,p > 0.05,0.9793358490566038,p > 0.05
3,wSMI_2_std,-44.866224969227964,95.73244993845593,0.6873097887376748,,,,,,,,,0.1801083175525385,0.0914,0.6294557823129251,0.20483821210193862,0.3884,0.5868353868353867,0.15084512979815956,0.1506,0.08209663503019848,0.26779633158254734,0.49932209523809523,[0.54102041 0.59612245 0.52197279 ... 0.60088435 0.39231293 0.38959184],0.5680004325413148,[0.5954934  0.55362257 0.6605473  ... 0.62035416 0.50047404 0.55038136],-0.017269629115957922,"[ 0.10800757 -0.04251257  0.10714286 ...  0.10824176 -0.14094077
 -0.00916515]",0.9006235746614957,p > 0.05,0.29350588235294117,p > 0.05,0.7733853658536586,p > 0.05,0.3696545454545455,p > 0.05
4,wSMI_4_mean,-45.09735152890196,96.19470305780392,-4.282944042817673,,,,,,,,,0.338765449869583,0.218,0.5421768707482993,0.10146923816445029,0.8784,0.5313797313797314,0.16124956516269598,0.8444,-0.15133981198054425,0.19910401543253234,0.500486693877551,[0.44068027 0.55931973 0.51306122 ... 0.50734694 0.49591837 0.4755102 ],0.5758155940837874,[0.58092692 0.53754579 0.5659086  ... 0.6386209  0.51002401 0.53736264],-0.05213597176992391,"[-0.04327485 -0.04290822 -0.06507937 ...  0.15072825 -0.07272727
 -0.14320584]",0.9006235746614957,p > 0.05,0.479088,p > 0.05,0.8949735849056603,p > 0.05,0.9749872340425533,p > 0.05
5,wSMI_4_std,-45.584786562899836,97.16957312579967,0.04604608527876491,,,,,,,,,0.8980008127087076,0.731,0.4531972789115647,0.2131974959733906,0.7988,0.5382034632034631,0.11440852888735449,0.8248,-0.09443692006717212,0.2258649510893261,0.5016270476190478,[0.50843537 0.47442177 0.56748299 ... 0.56367347 0.57319728 0.66272109],0.5771418677914055,[0.50163884 0.55997732 0.59088363 ... 0.53356524 0.64016768 0.59341443],-0.018099215746434087,"[-0.09116228  0.02058243  0.00901215 ...  0.00436363  0.06960021
  0.08238652]",0.9698408777254042,p > 0.05,0.962780487804878,p > 0.05,0.8295230769230769,p > 0.05,0.9749872340425533,p > 0.05
6,wSMI_8_mean,-45.59940375329276,97.19880750658552,-0.8299370347290588,,,,,,,,,0.839549223171162,0.7122,0.4825170068027211,0.09123445744445434,0.4124,0.5793396146337323,0.17747065826837338,0.5464,0.009493780534285021,0.07482994712507911,0.5003317823129252,[0.54442177 0.51176871 0.44442177 ... 0.48251701 0.50795918 0.55462585],0.5607575209757563,[0.56039031 0.4325706  0.51255957 ... 0.46493021 0.54664532 0.59190651],0.0171316559686154,"[-0.00379903  0.02200957 -0.06910516 ... -0.01843318 -0.01844856
  0.03549274]",0.9698408777254042,p > 0.05,0.9614700000000002,p > 0.05,0.7733853658536586,p > 0.05,0.8283,p > 0.05
7,wSMI_8_std,-45.5366768041465,97.073353608293,0.2859079449258567,,,,,,,,,0.5335352104833755,0.6832,0.46217687074829933,0.1746648152230262,0.3294,0.590084425378543,0.15070135309056995,0.5132,-0.0181129215611974,0.19032568753989482,0.49868993197278916,[0.46217687 0.3955102  0.53401361 ... 0.51020408 0.50408163 0.48639456],0.5560384597335438,[0.45010774 0.52792208 0.55938021 ... 0.5015873  0.46077098 0.49478458],-0.025390285810457606,"[-0.19812339 -0.01097842 -0.06427742 ... -0.0749642  -0.05135468
 -0.10353562]",0.9006235746614957,p > 0.05,0.9459692307692308,p > 0.05,0.7733853658536586,p > 0.05,0.8283,p > 0.05
8,p_e_1_mean,-45.47124914408504,96.94249828817009,-3.9507436649822667,,,,,,,,,0.5902068586110127,0.079,0.6087755102040816,0.16524130192400197,0.2252,0.5979598832540008,0.180241198469782,0.1178,0.056943056943056916,0.10706569204051014,0.5003124081632653,[0.53979592 0.59734694 0.44931973 ... 0.5007483  0.44455782 0.48836735],0.5419456023155182,[0.55084034 0.47570644 0.65597855 ... 0.54089363 0.61699808 0.56750155],-0.016162742060900206,"[ 0.02332033 -0.03099361 -0.05072029 ... -0.08881553 -0.10907537
 -0.03258927]",0.9066189480895138,p > 0.05,0.29350588235294117,p > 0.05,0.7733853658536586,p > 0.05,0.31806,p > 0.05
9,p_e_1_std,-44.64764450890747,95.29528901781494,-0.3370463483350808,,,,,,,,,0.4243211967921152,0.048,0.617687074829932,0.12342573392939953,0.7668,0.5547928262213977,0.13305753731766126,0.1164,0.09261491196975068,0.24656673808298593,0.4996822857142858,[0.51564626 0.38911565 0.55945578 ... 0.54421769 0.53088435 0.55945578],0.5846222822275763,[0.6517989  0.5597148  0.56147186 ... 0.60003092 0.53854875 0.56507937],-0.0005426421517151513,"[ 0.10204082 -0.08864469 -0.03333539 ...  0.0848247  -0.01225703
  0.11825397]",0.9006235746614957,p > 0.05,0.29350588235294117,p < 0.05 uncorrected,0.8169882352941176,p > 0.05,0.31806,p > 0.05
