,Marker,Log-Likelihood,AIC,Estimate,P_val,score_mean,score_std,score_sem,score_range,perm_score,perms_score_std,perms_score_all,Glmm_pval,AUC_P_val,AUC_mean,AUC_std,F1_P_val,F1_mean,F1_std,Kappa_P_val,Kappa_mean,Kappa_std,perm_auc_mean,perm_auc_all,perm_f1_mean,perm_f1_all,perm_kappa_mean,perm_kappa_all,GLMM_p_corrected,GLMM_significant,AUC_p_corrected,AUC_significant,F1_p_corrected,F1_significant,Kappa_p_corrected,Kappa_significant
0,wSMI_1_mean,-100.47757753948395,206.9551550789679,1.557665444671157,,,,,,,,,0.6849628217589225,0.8716,0.4532832577475435,0.10151130709761438,0.9946,0.14835164835164832,0.19549941620502415,0.6408,-0.03612652407833128,0.13617244155397848,0.49986790249433105,[0.45328326 0.5043887  0.53183579 ... 0.45266912 0.54203987 0.41756897],0.3359434737424182,[0.23855126 0.37128503 0.29121956 ... 0.18466296 0.51030744 0.36223597],-0.01978176675250491,"[-0.04041547 -0.03656861  0.02109743 ... -0.01324296  0.01968344
 -0.04698405]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9988,p > 0.05,0.9523894736842106,p > 0.05
1,wSMI_1_std,-98.83949873255207,203.67899746510415,0.552783812483923,,,,,,,,,0.12288244449936163,0.0862,0.5904525699168557,0.13678316667957774,0.0248,0.47498199982672035,0.13950443290980047,0.3266,0.03461387647884728,0.2157341362285839,0.4992251549508693,[0.469024   0.44356104 0.56536754 ... 0.48463246 0.48463246 0.44759543],0.33599721438465774,[0.34861217 0.30874566 0.31995541 ... 0.29430846 0.35723298 0.40790733],0.006434717649767369,"[ 0.02471132 -0.06179228  0.04495851 ...  0.03282989  0.07734391
 -0.02641536]",0.99076660453162,p > 0.05,0.6156,p > 0.05,0.28296000000000004,p < 0.05 uncorrected,0.9282315789473684,p > 0.05
2,wSMI_2_mean,-100.56005680752938,207.12011361505876,0.38837261556085706,,,,,,,,,0.9189348827720026,0.9928,0.3846986016628874,0.08458920968627123,0.9988,0.20514913657770803,0.24209101849678785,0.7826,-0.06263057212615471,0.07644765757016074,0.49989605253212394,[0.42772581 0.42474962 0.53281841 ... 0.51615174 0.44065098 0.46616119],0.36436195645382935,[0.33102034 0.40553383 0.41496341 ... 0.38317635 0.29122623 0.42407605],-0.014145584991094145,"[-0.03888286 -0.04420336  0.03361965 ... -0.02248485 -0.06446061
 -0.07941135]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9988,p > 0.05,0.9892,p > 0.05
3,wSMI_2_std,-100.51878545286128,207.03757090572256,-0.11575022406600033,,,,,,,,,0.7636059493359664,0.9258,0.4270219198790627,0.10531818238345622,0.9832,0.2263736263736264,0.16440970733419819,0.8776,-0.09448100025607621,0.12875195378675422,0.4992259901738474,[0.49457672 0.47702192 0.5467876  ... 0.48726379 0.55784203 0.48892668],0.36213715111364564,[0.40748162 0.29310451 0.37792784 ... 0.37592608 0.41418696 0.35570745],-0.029285534046042346,"[ 0.07276641 -0.07158121 -0.00584702 ... -0.00540216  0.02434148
 -0.08182808]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9988,p > 0.05,0.9892,p > 0.05
4,wSMI_4_mean,-100.47018420526965,206.9403684105393,1.3778990781423999,,,,,,,,,0.6689129048075,0.8692,0.406084656084656,0.2001599465857422,0.9858,0.25548681010865887,0.20239444584975175,0.6566,-0.0022220644358267477,0.033908184314174646,0.49964944066515493,[0.46891534 0.49272487 0.54748677 ... 0.49867725 0.51628874 0.60871126],0.3845463893534138,[0.34790866 0.346336   0.35901774 ... 0.46960258 0.41809193 0.52641723],0.03343455565086598,"[-6.75331261e-05  1.42788796e-02  1.46101675e-01 ...  1.64552976e-01
  9.16266358e-02  1.52715285e-01]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9988,p > 0.05,0.9523894736842106,p > 0.05
5,wSMI_4_std,-100.35141658933266,206.70283317866532,0.12275733113634055,,,,,,,,,0.6882405664956082,0.0562,0.6063633786848073,0.13339146971575383,0.7902,0.2839786683904331,0.2116525458741169,0.1824,0.012441869175590441,0.11321819214429468,0.500335141723356,[0.44253118 0.5118339  0.57830215 ... 0.41446995 0.60636338 0.55032596],0.33763894945727035,[0.29175978 0.31815034 0.3440607  ... 0.38620847 0.31871723 0.41468095],-0.027566817816941477,"[-0.02792201 -0.03704107 -0.02193878 ... -0.00447975  0.02850106
  0.01925447]",0.99076660453162,p > 0.05,0.6156,p > 0.05,0.9988,p > 0.05,0.8464500000000001,p > 0.05
6,wSMI_8_mean,-100.46664243546788,206.93328487093575,1.5122771150950824,,,,,,,,,0.6652947719193745,0.6734,0.48797713529856385,0.10962094145830698,0.9214,0.2593290307576022,0.2361658979020476,0.4982,0.0004838750636242078,0.0511569664575516,0.49986817838246406,[0.51195673 0.51202286 0.47333239 ... 0.51202286 0.45190382 0.56493292],0.3528602059516156,[0.313982   0.36737892 0.410072   ... 0.35388685 0.41511086 0.47989483],0.00014190085017905946,"[ 0.03964232 -0.04254721 -0.07617758 ... -0.01794854 -0.02560738
  0.09390667]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9988,p > 0.05,0.9523894736842106,p > 0.05
7,wSMI_8_std,-100.56504472092928,207.13008944185856,-0.02238067702349167,,,,,,,,,0.9438380443770157,0.9376,0.4359174225245654,0.08160921695397957,0.8142,0.30948020233734524,0.22473415286949322,0.9322,-0.08333333333333333,0.1368903834179392,0.5006351360544217,[0.47851946 0.41857048 0.47851946 ... 0.45845144 0.55727986 0.52454176],0.36582131218093966,[0.4191953  0.42775803 0.37213405 ... 0.42308852 0.31575581 0.33386144],-0.011551346198061424,"[-0.09039416 -0.04523616 -0.10108716 ... -0.04587945  0.0464328
  0.07304173]",0.99076660453162,p > 0.05,1.0,p > 0.05,0.9988,p > 0.05,0.9892,p > 0.05
8,p_e_1_mean,-100.4040034403681,206.8080068807362,3.3285867756238297,,,,,,,,,0.5675932472319274,0.127,0.5263085789871504,0.04857754179839194,0.526,0.34793447293447294,0.24006615272706913,0.1,0.0661243268185765,0.14366238652391472,0.5001529270597128,[0.47120654 0.51159769 0.50090231 ... 0.49399565 0.47709278 0.52267101],0.35316564284315943,[0.41650317 0.36409094 0.51058527 ... 0.31623503 0.41471118 0.36532246],0.017189265284637708,"[-0.0078823   0.02067689  0.095217   ... -0.00019045  0.0123397
  0.02307809]",0.99076660453162,p > 0.05,0.6180923076923077,p > 0.05,0.9988,p > 0.05,0.8464500000000001,p > 0.05
9,p_e_1_std,-100.11247351410869,206.22494702821737,0.20948446690831654,,,,,,,,,0.5190490010981454,0.1488,0.5513416477702192,0.11406153906481668,0.1402,0.4363404711230798,0.21150259169342167,0.1242,0.047161160250888026,0.1619252310575595,0.4993138869992441,[0.45185185 0.47982804 0.52612434 ... 0.45185185 0.51137566 0.46660053],0.36772016260066626,[0.55162207 0.46188732 0.2743087  ... 0.44999704 0.43366826 0.43655185],-0.0064527758833501335,"[ 0.01703982  0.03243843  0.02207692 ... -0.03954278  0.02962039
 -0.02993455]",0.99076660453162,p > 0.05,0.6180923076923077,p > 0.05,0.8412,p > 0.05,0.8464500000000001,p > 0.05
