,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_min_samples_leaf,params_n_estimators,state
181,181,0.6140873015873016,2023-12-29 09:47:57.929764,2023-12-29 09:48:00.842685,0 days 00:00:02.912921,19,0.3580076503196895,5,67,COMPLETE
120,120,0.6130952380952381,2023-12-29 09:44:57.341491,2023-12-29 09:45:00.624481,0 days 00:00:03.282990,19,0.44575697027122135,4,82,COMPLETE
18,18,0.6125992063492064,2023-12-29 09:40:09.339775,2023-12-29 09:40:12.815349,0 days 00:00:03.475574,2,0.587518861437967,3,89,COMPLETE
29,29,0.6116071428571429,2023-12-29 09:40:40.930097,2023-12-29 09:40:43.685666,0 days 00:00:02.755569,7,0.5133647848068498,9,62,COMPLETE
130,130,0.6086309523809523,2023-12-29 09:45:27.850199,2023-12-29 09:45:30.515084,0 days 00:00:02.664885,18,0.3998559927049588,9,59,COMPLETE
129,129,0.6011904761904762,2023-12-29 09:45:24.774276,2023-12-29 09:45:27.849049,0 days 00:00:03.074773,16,0.4696768327373284,3,72,COMPLETE
109,109,0.5992063492063492,2023-12-29 09:44:25.360436,2023-12-29 09:44:28.311525,0 days 00:00:02.951089,19,0.4158570566687923,15,75,COMPLETE
45,45,0.5917658730158731,2023-12-29 09:41:25.700696,2023-12-29 09:41:27.472247,0 days 00:00:01.771551,28,0.7133210354856654,3,20,COMPLETE
159,159,0.591765873015873,2023-12-29 09:46:54.070400,2023-12-29 09:46:56.990767,0 days 00:00:02.920367,6,0.4100268012499194,13,65,COMPLETE
115,115,0.5892857142857143,2023-12-29 09:44:42.516455,2023-12-29 09:44:45.254660,0 days 00:00:02.738205,15,0.3360566975063969,11,63,COMPLETE
24,24,0.5868055555555556,2023-12-29 09:40:26.163276,2023-12-29 09:40:29.146833,0 days 00:00:02.983557,7,0.6751734995663051,12,75,COMPLETE
7,7,0.5848214285714286,2023-12-29 09:39:38.239640,2023-12-29 09:39:41.379435,0 days 00:00:03.139795,6,0.2528278008754322,16,82,COMPLETE
5,5,0.5833333333333333,2023-12-29 09:39:34.713261,2023-12-29 09:39:36.624242,0 days 00:00:01.910981,2,0.8669129046504706,15,27,COMPLETE
60,60,0.5798611111111112,2023-12-29 09:42:06.293512,2023-12-29 09:42:09.388927,0 days 00:00:03.095415,15,0.43184030975078147,10,79,COMPLETE
146,146,0.5791170634920635,2023-12-29 09:46:16.288966,2023-12-29 09:46:18.596047,0 days 00:00:02.307081,24,0.2955290907054937,19,70,COMPLETE
66,66,0.5788690476190477,2023-12-29 09:42:23.130927,2023-12-29 09:42:25.566983,0 days 00:00:02.436056,9,0.24390810013584277,10,46,COMPLETE
186,186,0.5659722222222222,2023-12-29 09:48:12.022158,2023-12-29 09:48:14.963090,0 days 00:00:02.940932,14,0.391774105512528,10,73,COMPLETE
6,6,0.5572916666666666,2023-12-29 09:39:36.625304,2023-12-29 09:39:38.238611,0 days 00:00:01.613307,27,0.7660598866391537,14,15,COMPLETE
9,9,0.5364583333333333,2023-12-29 09:39:43.579608,2023-12-29 09:39:45.780698,0 days 00:00:02.201090,6,0.31375112214607614,17,44,COMPLETE
14,14,0.5282738095238095,2023-12-29 09:39:59.195491,2023-12-29 09:40:00.484282,0 days 00:00:01.288791,4,0.5225228506972728,11,3,COMPLETE
2,2,0.5066964285714286,2023-12-29 09:39:28.555264,2023-12-29 09:39:30.468713,0 days 00:00:01.913449,9,0.9814972987324148,17,30,COMPLETE
4,4,0.5,2023-12-29 09:39:33.052009,2023-12-29 09:39:34.712154,0 days 00:00:01.660145,2,0.4305054029944979,18,25,COMPLETE
53,53,0.5,2023-12-29 09:41:48.027710,2023-12-29 09:41:50.351262,0 days 00:00:02.323552,18,0.2958207039869146,20,75,COMPLETE
8,8,0.5,2023-12-29 09:39:41.380551,2023-12-29 09:39:43.578492,0 days 00:00:02.197941,11,0.9206186165207085,20,76,COMPLETE
69,69,0.48809523809523814,2023-12-29 09:42:30.443511,2023-12-29 09:42:31.874861,0 days 00:00:01.431350,8,0.32674526094363715,6,2,COMPLETE
70,70,0.46825396825396826,2023-12-29 09:42:31.875884,2023-12-29 09:42:33.849509,0 days 00:00:01.973625,9,0.30027213968917554,18,36,COMPLETE
