,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state,fold_aucs,feature_importances
551,551,0.6836309523809524,2024-01-08 21:55:30.945900,2024-01-08 21:55:40.814952,0 days 00:00:09.869052,True,absolute_error,0.010352796854106167,8,0.2888712697359801,8,0.02586318183682148,3,15,65,COMPLETE,"[0.6428571428571428, 0.6607142857142857, 0.9583333333333334, 0.375, 0.78125]","[0.         0.02739207 0.0022641  0.00776535 0.         0.01744064
 0.01239833 0.         0.         0.01794952 0.01262173 0.03590834
 0.00607707 0.01960784 0.02073086 0.0611664  0.         0.02269814
 0.00541441 0.02469492 0.01978193 0.04079932 0.0090443  0.
 0.00511867 0.         0.02159948 0.02636186 0.00205883 0.03409188
 0.02626591 0.01604182 0.         0.         0.0048677  0.01777373
 0.0539785  0.00354889 0.0067053  0.00692655 0.07256605 0.04680244
 0.00888609 0.01323598 0.         0.03914644 0.02032547 0.08056733
 0.02499586 0.03678708 0.00264742 0.02957252 0.00698612 0.02838683]"
485,485,0.6696428571428571,2024-01-08 21:42:04.594592,2024-01-08 21:42:12.873378,0 days 00:00:08.278786,True,absolute_error,0.01727354325356973,13,0.2855114712572051,11,0.032904764970802164,3,13,75,COMPLETE,"[0.7380952380952381, 0.5892857142857143, 0.7708333333333333, 0.625, 0.625]","[0.00417752 0.02733485 0.0189589  0.0202825  0.00381479 0.02090938
 0.00916063 0.0020148  0.         0.01367012 0.01296749 0.04025081
 0.00508673 0.0068301  0.04250444 0.05392603 0.         0.01084495
 0.00502807 0.026222   0.02005695 0.03214793 0.01242202 0.
 0.00425276 0.00205217 0.01587302 0.02781288 0.         0.01707763
 0.02098879 0.01338852 0.02610339 0.00416302 0.00962493 0.01387516
 0.04382425 0.00301648 0.0083547  0.         0.05700887 0.05105924
 0.00818129 0.02999457 0.0126424  0.04430142 0.00770352 0.06144949
 0.02089863 0.04168349 0.         0.02532657 0.00556466 0.03516712]"
595,595,0.6672619047619047,2024-01-08 22:02:33.800716,2024-01-08 22:02:40.900344,0 days 00:00:07.099628,True,absolute_error,0.018735749667221194,46,0.3101642834096288,9,0.027346000653325025,3,11,74,COMPLETE,"[0.7142857142857144, 0.6428571428571429, 0.7916666666666667, 0.5, 0.6875]","[0.         0.03206654 0.0147483  0.01533443 0.01242483 0.0235616
 0.01923777 0.00523158 0.         0.01469868 0.00860435 0.03931179
 0.02107749 0.0159968  0.05397259 0.04689663 0.01111048 0.02011656
 0.00629406 0.01936648 0.04078107 0.03785387 0.01030741 0.00209633
 0.         0.01024542 0.02733475 0.03274926 0.00542085 0.01082163
 0.         0.00797942 0.00896794 0.00161753 0.00278519 0.01007446
 0.04037124 0.00440601 0.00737524 0.00274444 0.07948362 0.0578024
 0.00884683 0.03928221 0.03006879 0.00985272 0.00650434 0.05713515
 0.01863077 0.02833328 0.         0.0149738  0.00510306 0.        ]"
886,886,0.6666666666666667,2024-01-08 23:06:32.345211,2024-01-08 23:06:38.984092,0 days 00:00:06.638881,True,absolute_error,0.04174529616047918,43,0.42066095658818087,6,0.004983097590240439,4,11,72,COMPLETE,"[0.7380952380952381, 0.6785714285714286, 0.6666666666666667, 0.5625, 0.6875]","[0.01989434 0.02433147 0.01053701 0.00166368 0.00553218 0.02608954
 0.00243575 0.01060014 0.00239618 0.02112738 0.01383569 0.05813814
 0.00256282 0.00503353 0.01757597 0.02948546 0.         0.01965194
 0.01449046 0.0205896  0.00440896 0.02744596 0.         0.
 0.00154512 0.00351316 0.02319906 0.05073486 0.00047337 0.00531509
 0.03012679 0.03412399 0.01389993 0.         0.00548526 0.02146818
 0.03682041 0.00552007 0.00183529 0.01332797 0.0571694  0.05589327
 0.02254539 0.03997058 0.02191211 0.05235657 0.00485636 0.08672896
 0.02807888 0.01929893 0.         0.01745518 0.00356873 0.00495087]"
272,272,0.6660714285714285,2024-01-08 21:03:11.945182,2024-01-08 21:03:20.273178,0 days 00:00:08.327996,True,absolute_error,0.015078688952038557,8,0.28633560239073885,6,0.05851726023579323,3,11,68,COMPLETE,"[0.7380952380952381, 0.6964285714285714, 0.7708333333333333, 0.4375, 0.6875]","[0.         0.03585392 0.         0.01085525 0.00803522 0.02518308
 0.00610625 0.         0.         0.00645117 0.01886792 0.04466134
 0.0059676  0.01886792 0.02911554 0.05954586 0.         0.02296422
 0.00589916 0.01628549 0.00638646 0.04635616 0.00887247 0.
 0.00509718 0.00948175 0.01886792 0.04899353 0.         0.0097225
 0.02439045 0.02339624 0.01886792 0.         0.         0.0209851
 0.04085416 0.         0.         0.00859545 0.07619248 0.05195331
 0.01886792 0.01923168 0.         0.03809314 0.02071167 0.08066972
 0.0222637  0.03999776 0.         0.01310719 0.         0.01338417]"
718,718,0.6607142857142858,2024-01-08 22:30:20.678220,2024-01-08 22:30:41.219674,0 days 00:00:20.541454,True,absolute_error,0.004723885978712073,7,0.303794332423408,14,0.014517210773094345,2,12,109,COMPLETE,"[0.7857142857142858, 0.6428571428571429, 0.6875, 0.5625, 0.625]","[0.00626779 0.02489179 0.0187277  0.01771259 0.01090685 0.02215573
 0.01354768 0.00136229 0.00095284 0.01888171 0.00828907 0.04171618
 0.01361886 0.01790588 0.03731006 0.02799807 0.00508611 0.01447048
 0.00534219 0.01094841 0.03655621 0.02844794 0.02202879 0.0096318
 0.01457382 0.01034883 0.01621635 0.0266395  0.00622422 0.00778757
 0.02127447 0.01096761 0.02779796 0.00375026 0.00896303 0.01628489
 0.04978372 0.00327179 0.01125056 0.01261091 0.06332029 0.0357549
 0.0158279  0.02734382 0.02272046 0.02454692 0.01301954 0.06276571
 0.00649698 0.03336961 0.00096004 0.01391273 0.00489857 0.01255999]"
954,954,0.6568452380952381,2024-01-08 23:18:10.408435,2024-01-08 23:18:18.136199,0 days 00:00:07.727764,True,absolute_error,0.02915262419124697,20,0.4354450475931745,12,0.008948884363020286,1,12,66,COMPLETE,"[0.7142857142857143, 0.6428571428571429, 0.7708333333333333, 0.46875, 0.6875]","[0.         0.022788   0.00207945 0.00696233 0.00393811 0.01511581
 0.02022419 0.01262722 0.00763762 0.01877003 0.00365896 0.02650512
 0.01951583 0.02659209 0.038357   0.01254754 0.00126972 0.01900505
 0.00881294 0.00489727 0.01227607 0.03387059 0.04815088 0.00209418
 0.026906   0.0028818  0.03662002 0.02459669 0.00050512 0.01411255
 0.03141047 0.01045421 0.02830174 0.00168876 0.00918389 0.01315537
 0.01248864 0.00320716 0.03672234 0.00426656 0.06186403 0.024367
 0.01434949 0.01749254 0.01900401 0.02752299 0.0237483  0.06003535
 0.01276791 0.03714847 0.00723958 0.02024244 0.00904267 0.04097788]"
944,944,0.6544642857142857,2024-01-08 23:16:11.845897,2024-01-08 23:16:21.024904,0 days 00:00:09.179007,True,absolute_error,0.02255281237746951,19,0.40510951002419054,9,0.03702607010859891,2,12,80,COMPLETE,"[0.7142857142857144, 0.7142857142857142, 0.625, 0.625, 0.59375]","[0.         0.03262156 0.0230825  0.02643722 0.00957997 0.00332043
 0.00575054 0.         0.00248874 0.02015435 0.00482962 0.07267857
 0.00981147 0.0243379  0.0298536  0.03679795 0.00769697 0.01315284
 0.00416808 0.01358449 0.0120902  0.03701125 0.00389656 0.00498473
 0.00481015 0.0063486  0.03156203 0.03542476 0.00538814 0.00506304
 0.01048592 0.         0.02262477 0.         0.         0.01335338
 0.05477531 0.00513251 0.         0.00947035 0.11564132 0.04339949
 0.02360712 0.03077318 0.02198238 0.03225942 0.00392221 0.06291945
 0.         0.03055369 0.         0.02160733 0.         0.01056588]"
163,163,0.6541666666666667,2024-01-08 20:46:30.469189,2024-01-08 20:46:38.022005,0 days 00:00:07.552816,True,absolute_error,0.012979519731336058,10,0.3065814952199448,4,0.0559417405370302,3,11,90,COMPLETE,"[0.6666666666666667, 0.625, 0.7291666666666666, 0.5625, 0.6875]","[0.         0.03998637 0.0176362  0.0214693  0.01357721 0.02649552
 0.01057921 0.         0.         0.00458245 0.00280159 0.05531879
 0.01136188 0.00663445 0.06360445 0.03654427 0.01388889 0.02557901
 0.02007279 0.01274746 0.03644869 0.03351391 0.02214456 0.
 0.01388889 0.00368805 0.03069376 0.03816413 0.         0.00687526
 0.         0.00819864 0.02791516 0.         0.         0.01388889
 0.04993048 0.         0.         0.         0.07162138 0.04248567
 0.         0.03210822 0.01918876 0.00731312 0.01275168 0.05675574
 0.01131115 0.04012231 0.         0.01003831 0.00512    0.02295342]"
728,728,0.6538690476190476,2024-01-08 22:33:41.470399,2024-01-08 22:34:08.538450,0 days 00:00:27.068051,True,absolute_error,0.004221137926245276,8,0.15757712892572198,13,0.016803757619368954,1,11,111,COMPLETE,"[0.761904761904762, 0.6428571428571429, 0.7083333333333334, 0.4375, 0.71875]","[0.01476211 0.01757499 0.02239197 0.0161566  0.01618311 0.00584317
 0.01674757 0.00997193 0.00329933 0.01402637 0.00715407 0.01843672
 0.01843238 0.0153893  0.04204958 0.04657195 0.01925304 0.01454579
 0.029554   0.01424134 0.02611165 0.02471484 0.00648347 0.01122749
 0.02864712 0.02017275 0.04757424 0.01372385 0.00526697 0.00740553
 0.03553136 0.01279695 0.03927838 0.00780763 0.00609029 0.00711387
 0.01739038 0.0026035  0.01368855 0.01947941 0.03375783 0.0258593
 0.01135197 0.02198821 0.01321568 0.0281175  0.02148756 0.03108935
 0.01680241 0.02569233 0.01074306 0.01711178 0.01192769 0.01516175]"
