,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state,fold_aucs,feature_importances
593,593,0.7688492063492063,2024-01-09 04:39:04.091074,2024-01-09 04:39:09.914666,0 days 00:00:05.823592,False,absolute_error,0.019560704847758136,39,0.24895706364886888,9,0.013499660177032049,3,18,81,COMPLETE,"[0.7916666666666666, 0.6666666666666667, 0.7916666666666667, 0.8253968253968254]","[0.         0.00119686 0.00536627 0.00771606 0.00168224 0.
 0.0065337  0.00236445 0.00595653 0.00299384 0.00581181 0.01137017
 0.00193668 0.         0.0196318  0.         0.         0.00387149
 0.00283237 0.00914547 0.04038471 0.10892561 0.00420052 0.01091263
 0.00790713 0.00429858 0.00737277 0.01228048 0.         0.00973632
 0.04729284 0.00279395 0.04498208 0.01499171 0.00205702 0.00425165
 0.         0.00185628 0.01080552 0.         0.16470246 0.01841385
 0.00889903 0.00975883 0.00757367 0.05947373 0.05309663 0.11478945
 0.0164281  0.08525404 0.         0.00080229 0.02542203 0.01192636]"
408,408,0.7658730158730158,2024-01-09 04:13:01.582261,2024-01-09 04:13:09.181530,0 days 00:00:07.599269,False,absolute_error,0.006814771380971722,38,0.2589735867259677,24,0.011642352418520735,3,18,73,COMPLETE,"[0.763888888888889, 0.6984126984126984, 0.7916666666666667, 0.8095238095238095]","[0.         0.         0.00367279 0.00683389 0.00090117 0.
 0.00845874 0.00217422 0.00400604 0.00332975 0.00356401 0.03048428
 0.00087602 0.         0.00222646 0.         0.         0.00285913
 0.00205517 0.01588711 0.02329793 0.11047205 0.00453985 0.01123067
 0.00916847 0.00746229 0.00812678 0.00958    0.         0.00816371
 0.04573513 0.00542064 0.04516663 0.01494365 0.00113541 0.00359617
 0.00319839 0.0096235  0.01152629 0.         0.13573756 0.02170156
 0.01613099 0.00625212 0.00450617 0.06890629 0.05120752 0.12235982
 0.01942832 0.09432777 0.         0.00355285 0.02394523 0.01222747]"
337,337,0.7653769841269842,2024-01-09 04:02:38.711931,2024-01-09 04:02:44.676888,0 days 00:00:05.964957,False,absolute_error,0.01930529340174652,39,0.20513598983995007,14,0.008876246077668966,1,19,81,COMPLETE,"[0.75, 0.7301587301587302, 0.7083333333333334, 0.873015873015873]","[0.00313439 0.         0.00944744 0.01088674 0.00474305 0.00064762
 0.01629382 0.00311065 0.00124997 0.01088534 0.         0.01421456
 0.00433182 0.00086686 0.00799482 0.00102783 0.00605753 0.00232903
 0.01335941 0.00518142 0.03503364 0.09686894 0.01342001 0.01435106
 0.02376605 0.03020069 0.         0.01611492 0.         0.00886817
 0.04035422 0.00325426 0.07094363 0.0076285  0.00955173 0.00237899
 0.00679252 0.00328002 0.00995665 0.00095481 0.12583061 0.01448873
 0.00641339 0.00178526 0.01239749 0.05313851 0.04196759 0.08875214
 0.01729484 0.09114652 0.         0.0088802  0.01102488 0.01739874]"
883,883,0.7643849206349206,2024-01-09 05:23:58.111117,2024-01-09 05:24:12.643401,0 days 00:00:14.532284,False,absolute_error,0.0026794019016049427,34,0.22686002573046235,23,0.0057817450193718475,2,19,72,COMPLETE,"[0.7638888888888888, 0.6984126984126984, 0.7222222222222222, 0.873015873015873]","[0.         0.         0.0052328  0.00436859 0.00699031 0.00303869
 0.00761967 0.00430915 0.00787758 0.00270134 0.         0.00358136
 0.00566905 0.         0.01250281 0.00060359 0.00260004 0.00324387
 0.00824573 0.0131745  0.02256678 0.11019166 0.00748487 0.00338278
 0.00845387 0.01978804 0.0029605  0.0237845  0.00259206 0.01679002
 0.03572668 0.         0.05143028 0.00919113 0.00643917 0.00184966
 0.00375574 0.01467868 0.00812224 0.00421151 0.11330948 0.04171972
 0.00916263 0.00179957 0.01152731 0.09144058 0.0482574  0.10799932
 0.0168861  0.09764197 0.         0.00508666 0.00483284 0.00517718]"
433,433,0.7628968253968254,2024-01-09 04:15:56.209136,2024-01-09 04:16:05.869473,0 days 00:00:09.660337,False,absolute_error,0.006546036930080519,39,0.15475532923147162,5,0.009421043322488167,3,17,165,COMPLETE,"[0.7916666666666665, 0.746031746031746, 0.7361111111111112, 0.7777777777777778]","[0.00075883 0.0064488  0.00383735 0.01339329 0.00427781 0.00434885
 0.00960108 0.00169157 0.00378139 0.00790908 0.00774533 0.01883776
 0.00371641 0.00363866 0.01097007 0.00372711 0.00201726 0.01969311
 0.02027276 0.01163445 0.02296034 0.08169474 0.02309638 0.01396123
 0.02246724 0.01268568 0.00482541 0.00579846 0.00367341 0.01740645
 0.03656929 0.00727058 0.06648714 0.00905562 0.0078378  0.00622005
 0.01762926 0.00683123 0.01074418 0.00471579 0.11695374 0.02588237
 0.01424639 0.00054471 0.01775656 0.06333263 0.01793882 0.09284504
 0.01112407 0.05464489 0.00613108 0.0086614  0.01752168 0.01218537]"
806,806,0.7624007936507937,2024-01-09 05:10:35.507157,2024-01-09 05:10:43.993931,0 days 00:00:08.486774,False,absolute_error,0.0063723120087144786,27,0.23056765960597903,20,0.0019364126710071975,2,17,85,COMPLETE,"[0.7777777777777777, 0.6984126984126984, 0.763888888888889, 0.8095238095238095]","[2.25204869e-04 8.92371433e-05 4.21237214e-03 4.83765070e-03
 4.51598860e-03 1.26560435e-02 6.72993532e-03 3.03629137e-03
 6.40514855e-03 5.93355949e-03 0.00000000e+00 8.24982955e-03
 2.79634676e-03 2.70833015e-04 1.17087794e-02 2.05556319e-03
 1.55205323e-03 5.12484512e-03 1.01603586e-02 1.68372403e-02
 1.28200752e-02 9.17913131e-02 9.01594805e-03 4.04941678e-03
 1.50872755e-02 2.26098573e-02 8.66398149e-03 2.29604534e-02
 1.91809643e-03 1.39600688e-02 3.10672605e-02 4.15526311e-03
 5.16687990e-02 3.39565417e-03 4.52396531e-03 3.13059938e-03
 3.54912076e-03 1.42163950e-02 8.09782112e-03 7.42522605e-03
 1.26274833e-01 3.69427138e-02 3.52921184e-03 5.24560691e-03
 8.24451553e-03 8.49389463e-02 5.07758412e-02 1.07337754e-01
 2.45181855e-02 8.21020840e-02 4.52839475e-03 8.28003943e-03
 7.00950100e-03 8.76850156e-03]"
149,149,0.7584325396825397,2024-01-09 03:36:04.188741,2024-01-09 03:36:12.277289,0 days 00:00:08.088548,False,absolute_error,0.06046820717973472,20,0.23894313569745457,13,0.012328969700902758,3,19,174,COMPLETE,"[0.7777777777777777, 0.7301587301587302, 0.763888888888889, 0.7619047619047619]","[0.         0.000825   0.00231826 0.00302006 0.00365745 0.0029782
 0.01041582 0.00241277 0.00301755 0.00586649 0.00105292 0.01355896
 0.00509208 0.         0.00556748 0.00038414 0.00451466 0.00557596
 0.00560667 0.01147415 0.02253958 0.09030333 0.01396917 0.01259815
 0.01076562 0.01009096 0.00960915 0.01481794 0.00075195 0.01280056
 0.04062824 0.00191122 0.0540935  0.00506363 0.00654792 0.00164091
 0.00114237 0.00884844 0.01229121 0.00263026 0.1545152  0.03714419
 0.00762384 0.00170376 0.00549607 0.06315653 0.05721304 0.11359312
 0.01487739 0.09128105 0.00040846 0.00470081 0.01627036 0.01163344]"
257,257,0.7549603174603174,2024-01-09 03:48:23.931931,2024-01-09 03:48:33.593130,0 days 00:00:09.661199,False,absolute_error,0.01841010088103559,38,0.2367142583939236,9,0.008607340367477602,2,18,155,COMPLETE,"[0.7777777777777777, 0.7142857142857143, 0.75, 0.7777777777777778]","[0.00167924 0.00129986 0.0048666  0.00721858 0.00366692 0.00726099
 0.00476291 0.00334607 0.00412299 0.007389   0.         0.01274003
 0.00157501 0.00083178 0.01043977 0.0010714  0.00233306 0.01103172
 0.00385054 0.01295518 0.02452952 0.09334451 0.01117968 0.00896076
 0.01049269 0.01823302 0.0063533  0.02026603 0.00101548 0.01208666
 0.031025   0.00425133 0.0485396  0.00485006 0.00841371 0.00176021
 0.00218976 0.00769996 0.01198741 0.00198772 0.16733433 0.03008691
 0.0057786  0.0032478  0.00875811 0.05455879 0.06315713 0.11207938
 0.01526565 0.07970843 0.00044812 0.00636115 0.01108848 0.01051908]"
864,864,0.7549603174603174,2024-01-09 05:20:18.597480,2024-01-09 05:20:30.544027,0 days 00:00:11.946547,False,absolute_error,0.001441445634885457,32,0.25325118052919804,19,0.009384058611807472,3,17,71,COMPLETE,"[0.763888888888889, 0.6825396825396826, 0.763888888888889, 0.8095238095238095]","[0.         0.         0.00627948 0.00346977 0.0009718  0.
 0.0020142  0.00098399 0.00494891 0.00341874 0.00514614 0.01320652
 0.00087599 0.         0.01214001 0.         0.         0.00432777
 0.00117132 0.00898565 0.03301424 0.09143965 0.00547382 0.01127577
 0.00774039 0.01006822 0.0093666  0.00575404 0.         0.01142457
 0.04667221 0.01085405 0.03980183 0.01170056 0.0008603  0.0047713
 0.         0.         0.00450466 0.         0.16607196 0.02229775
 0.01102586 0.00894264 0.00496797 0.07549542 0.06266294 0.12125617
 0.02129872 0.0899957  0.01446031 0.         0.01955278 0.00930932]"
314,314,0.7544642857142858,2024-01-09 03:59:26.885442,2024-01-09 03:59:35.866559,0 days 00:00:08.981117,False,absolute_error,0.008632598876873267,39,0.22242805745341193,15,0.005774063357063615,2,19,82,COMPLETE,"[0.7777777777777777, 0.6666666666666667, 0.763888888888889, 0.8095238095238095]","[0.0003669  0.         0.00463925 0.00369827 0.00722925 0.00264916
 0.01215127 0.00410776 0.00680222 0.00236451 0.         0.00538132
 0.00372443 0.         0.0132928  0.00263957 0.0038469  0.00283444
 0.01053632 0.01269029 0.01707058 0.10972046 0.00762503 0.00299391
 0.01101431 0.02189195 0.00655067 0.02145384 0.00218908 0.01711438
 0.03120844 0.         0.05242466 0.00406971 0.00762562 0.0016469
 0.00332215 0.01458436 0.0069981  0.0037067  0.13806996 0.05055476
 0.00371175 0.00161952 0.01307227 0.07908116 0.04867879 0.10387664
 0.01740581 0.08638121 0.         0.00458696 0.00634905 0.0044466 ]"
