auc,Model
0.6130030959752323,Permutation
0.6842105263157894,Permutation
0.4767801857585139,Permutation
0.6346749226006192,Permutation
0.5201238390092879,Permutation
0.6160990712074303,Permutation
0.6346749226006192,Permutation
0.6253869969040248,Permutation
0.4086687306501548,Permutation
0.5479876160990712,Permutation
0.5944272445820433,Permutation
0.6377708978328173,Permutation
0.6346749226006192,Permutation
0.6501547987616099,Permutation
0.6191950464396284,Permutation
0.5077399380804954,Permutation
0.5479876160990712,Permutation
0.6099071207430341,Permutation
0.47678018575851394,Permutation
0.48297213622291024,Permutation
0.5108359133126935,Permutation
0.4984520123839009,Permutation
0.5356037151702786,Permutation
0.5634674922600619,Permutation
0.39938080495356043,Permutation
0.43962848297213625,Permutation
0.5541795665634675,Permutation
0.4736842105263159,Permutation
0.38699690402476783,Permutation
0.5294117647058824,Permutation
0.3746130030959753,Permutation
0.5325077399380805,Permutation
0.42724458204334365,Permutation
0.5634674922600619,Permutation
0.4241486068111455,Permutation
0.4303405572755418,Permutation
0.4055727554179567,Permutation
0.4396284829721362,Permutation
0.56656346749226,Permutation
0.47678018575851394,Permutation
0.5232198142414861,Permutation
0.368421052631579,Permutation
0.35913312693498456,Permutation
0.4241486068111456,Permutation
0.4953560371517028,Permutation
0.34365325077399383,Permutation
0.4055727554179567,Permutation
0.5851393188854489,Permutation
0.5356037151702786,Permutation
0.48606811145510836,Permutation
0.5789473684210527,Permutation
0.3560371517027864,Permutation
0.5944272445820433,Permutation
0.5727554179566563,Permutation
0.45820433436532504,Permutation
0.5479876160990713,Permutation
0.4860681114551083,Permutation
0.44272445820433437,Permutation
0.3715170278637771,Permutation
0.6284829721362228,Permutation
0.47058823529411764,Permutation
0.563467492260062,Permutation
0.5479876160990712,Permutation
0.3808049535603715,Permutation
0.476780185758514,Permutation
0.4643962848297214,Permutation
0.4458204334365325,Permutation
0.6006191950464396,Permutation
0.5758513931888545,Permutation
0.5046439628482972,Permutation
0.5139318885448916,Permutation
0.5294117647058825,Permutation
0.588235294117647,Permutation
0.5603715170278637,Permutation
0.6315789473684211,Permutation
0.5913312693498453,Permutation
0.2941176470588236,Permutation
0.3622291021671826,Permutation
0.47987616099071206,Permutation
0.5510835913312694,Permutation
0.6501547987616099,Permutation
0.48297213622291024,Permutation
0.6377708978328174,Permutation
0.303405572755418,Permutation
0.4148606811145511,Permutation
0.4458204334365326,Permutation
0.3777089783281734,Permutation
0.4520123839009288,Permutation
0.411764705882353,Permutation
0.5139318885448917,Permutation
0.5789473684210527,Permutation
0.6501547987616099,Permutation
0.4613003095975233,Permutation
0.6749226006191951,Permutation
0.4117647058823529,Permutation
0.563467492260062,Permutation
0.4582043343653251,Permutation
0.3498452012383901,Permutation
0.47368421052631576,Permutation
0.48916408668730654,Permutation
0.4520123839009288,Permutation
0.5634674922600619,Permutation
0.5479876160990713,Permutation
0.4643962848297214,Permutation
0.631578947368421,Permutation
0.5356037151702786,Permutation
0.5696594427244582,Permutation
0.5046439628482973,Permutation
0.4396284829721362,Permutation
0.5820433436532508,Permutation
0.5541795665634676,Permutation
0.5913312693498453,Permutation
0.5510835913312693,Permutation
0.6037151702786377,Permutation
0.3869969040247678,Permutation
0.4024767801857585,Permutation
0.5510835913312693,Permutation
0.631578947368421,Permutation
0.5510835913312693,Permutation
0.6191950464396284,Permutation
0.4179566563467492,Permutation
0.35294117647058826,Permutation
0.4272445820433437,Permutation
0.42414860681114547,Permutation
0.4891640866873065,Permutation
0.6718266253869969,Permutation
0.38699690402476783,Permutation
0.42724458204334365,Permutation
0.32507739938080493,Permutation
0.6996904024767803,Permutation
0.281733746130031,Permutation
0.303405572755418,Permutation
0.5727554179566563,Permutation
0.4303405572755418,Permutation
0.49226006191950467,Permutation
0.5325077399380804,Permutation
0.6130030959752323,Permutation
0.653250773993808,Permutation
0.479876160990712,Permutation
0.4922600619195046,Permutation
0.476780185758514,Permutation
0.6749226006191951,Permutation
0.48297213622291024,Permutation
0.5479876160990713,Permutation
0.5665634674922602,Permutation
0.3126934984520124,Permutation
0.5108359133126935,Permutation
0.6130030959752323,Permutation
0.5015479876160991,Permutation
0.5356037151702786,Permutation
0.40247678018575855,Permutation
0.4241486068111455,Permutation
0.49535603715170273,Permutation
0.4396284829721362,Permutation
0.4767801857585139,Permutation
0.5789473684210527,Permutation
0.6842105263157895,Permutation
0.47678018575851394,Permutation
0.4643962848297214,Permutation
0.3188854489164087,Permutation
0.6068111455108359,Permutation
0.5015479876160991,Permutation
0.4860681114551084,Permutation
0.5170278637770899,Permutation
0.5263157894736843,Permutation
0.48606811145510836,Permutation
0.4674922600619195,Permutation
0.6656346749226005,Permutation
0.5201238390092879,Permutation
0.56656346749226,Permutation
0.5758513931888545,Permutation
0.45820433436532504,Permutation
0.46749226006191946,Permutation
0.631578947368421,Permutation
0.4148606811145511,Permutation
0.4643962848297214,Permutation
0.3405572755417957,Permutation
0.6470588235294117,Permutation
0.628482972136223,Permutation
0.49226006191950467,Permutation
0.48297213622291024,Permutation
0.4520123839009288,Permutation
0.43034055727554177,Permutation
0.5232198142414861,Permutation
0.6346749226006191,Permutation
0.5232198142414861,Permutation
0.5015479876160991,Permutation
0.43343653250773995,Permutation
0.47987616099071206,Permutation
0.40247678018575855,Permutation
0.3715170278637771,Permutation
0.5541795665634676,Permutation
0.43962848297213625,Permutation
0.4117647058823529,Permutation
0.34055727554179566,Permutation
0.6346749226006192,Permutation
0.43653250773993807,Permutation
0.5046439628482973,Permutation
0.4767801857585139,Permutation
0.5510835913312693,Permutation
0.5882352941176472,Permutation
0.7554179566563467,Permutation
0.5820433436532508,Permutation
0.6006191950464396,Permutation
0.718266253869969,Permutation
0.3653250773993808,Permutation
0.6160990712074303,Permutation
0.4272445820433437,Permutation
0.38699690402476783,Permutation
0.38699690402476783,Permutation
0.5975232198142415,Permutation
0.4891640866873065,Permutation
0.6253869969040248,Permutation
0.5325077399380804,Permutation
0.653250773993808,Permutation
0.5263157894736842,Permutation
0.4674922600619195,Permutation
0.4643962848297214,Permutation
0.5108359133126934,Permutation
0.5479876160990711,Permutation
0.4984520123839009,Permutation
0.5913312693498451,Permutation
0.5296052631578947,Permutation
0.549342105263158,Permutation
0.4276315789473684,Permutation
0.2927631578947369,Permutation
0.5328947368421053,Permutation
0.3157894736842105,Permutation
0.41776315789473684,Permutation
0.39473684210526316,Permutation
0.430921052631579,Permutation
0.25986842105263164,Permutation
0.5822368421052632,Permutation
0.6118421052631579,Permutation
0.6019736842105264,Permutation
0.3848684210526316,Permutation
0.4605263157894737,Permutation
0.4572368421052631,Permutation
0.6546052631578948,Permutation
0.46052631578947373,Permutation
0.5098684210526316,Permutation
0.48355263157894735,Permutation
0.5361842105263158,Permutation
0.38486842105263164,Permutation
0.4835526315789474,Permutation
0.549342105263158,Permutation
0.569078947368421,Permutation
0.430921052631579,Permutation
0.39473684210526316,Permutation
0.5592105263157895,Permutation
0.5361842105263158,Permutation
0.37828947368421056,Permutation
0.4638157894736842,Permutation
0.4473684210526316,Permutation
0.4703947368421053,Permutation
0.5,Permutation
0.4901315789473684,Permutation
0.5526315789473684,Permutation
0.5230263157894737,Permutation
0.631578947368421,Permutation
0.618421052631579,Permutation
0.4967105263157895,Permutation
0.5230263157894737,Permutation
0.45723684210526316,Permutation
0.549342105263158,Permutation
0.5328947368421053,Permutation
0.6085526315789475,Permutation
0.46381578947368424,Permutation
0.5657894736842105,Permutation
0.5164473684210527,Permutation
0.5855263157894737,Permutation
0.569078947368421,Permutation
0.5756578947368421,Permutation
0.46381578947368424,Permutation
0.48355263157894735,Permutation
0.39802631578947373,Permutation
0.5,Permutation
0.5328947368421053,Permutation
0.5921052631578948,Permutation
0.39473684210526316,Permutation
0.4210526315789474,Permutation
0.638157894736842,Permutation
0.4967105263157895,Permutation
0.2960526315789474,Permutation
0.5460526315789473,Permutation
0.5032894736842105,Permutation
0.5,Permutation
0.39802631578947373,Permutation
0.5,Permutation
0.4407894736842105,Permutation
0.569078947368421,Permutation
0.5263157894736843,Permutation
0.5328947368421053,Permutation
0.2006578947368421,Permutation
0.5526315789473685,Permutation
0.39473684210526316,Permutation
0.5032894736842105,Permutation
0.5855263157894738,Permutation
0.6611842105263158,Permutation
0.5263157894736842,Permutation
0.5394736842105263,Permutation
0.6578947368421053,Permutation
0.75,Permutation
0.5657894736842105,Permutation
0.368421052631579,Permutation
0.549342105263158,Permutation
0.45065789473684215,Permutation
0.4111842105263158,Permutation
0.4967105263157895,Permutation
0.3519736842105263,Permutation
0.6118421052631579,Permutation
0.3026315789473684,Permutation
0.4046052631578948,Permutation
0.575657894736842,Permutation
0.4243421052631579,Permutation
0.7697368421052632,Permutation
0.42434210526315796,Permutation
0.25328947368421056,Permutation
0.6513157894736843,Permutation
0.40789473684210525,Permutation
0.5098684210526316,Permutation
0.5690789473684211,Permutation
0.4769736842105263,Permutation
0.4901315789473684,Permutation
0.3651315789473684,Permutation
0.2565789473684211,Permutation
0.3092105263157895,Permutation
0.4473684210526316,Permutation
0.3355263157894737,Permutation
0.5032894736842105,Permutation
0.549342105263158,Permutation
0.4342105263157895,Permutation
0.5427631578947368,Permutation
0.5032894736842106,Permutation
0.4835526315789474,Permutation
0.555921052631579,Permutation
0.43421052631578955,Permutation
0.3486842105263158,Permutation
0.7401315789473684,Permutation
0.5230263157894737,Permutation
0.555921052631579,Permutation
0.5427631578947368,Permutation
0.6085526315789473,Permutation
0.6480263157894737,Permutation
0.4835526315789474,Permutation
0.5657894736842105,Permutation
0.5361842105263157,Permutation
0.5230263157894737,Permutation
0.5855263157894737,Permutation
0.6644736842105263,Permutation
0.5394736842105263,Permutation
0.5296052631578948,Permutation
0.3125,Permutation
0.493421052631579,Permutation
0.3881578947368421,Permutation
0.5164473684210527,Permutation
0.5625,Permutation
0.5230263157894737,Permutation
0.5526315789473685,Permutation
0.21052631578947367,Permutation
0.6052631578947368,Permutation
0.44736842105263164,Permutation
0.555921052631579,Permutation
0.3125,Permutation
0.5690789473684211,Permutation
0.4440789473684211,Permutation
0.575657894736842,Permutation
0.5921052631578948,Permutation
0.7138157894736843,Permutation
0.5953947368421053,Permutation
0.5592105263157895,Permutation
0.5296052631578948,Permutation
0.5427631578947368,Permutation
0.430921052631579,Permutation
0.506578947368421,Permutation
0.6381578947368421,Permutation
0.6644736842105263,Permutation
0.4473684210526316,Permutation
0.6907894736842106,Permutation
0.45065789473684215,Permutation
0.3125,Permutation
0.4967105263157895,Permutation
0.48684210526315796,Permutation
0.25986842105263164,Permutation
0.6875,Permutation
0.29605263157894735,Permutation
0.45723684210526316,Permutation
0.5032894736842106,Permutation
0.6842105263157895,Permutation
0.4111842105263158,Permutation
0.5361842105263158,Permutation
0.6282894736842105,Permutation
0.555921052631579,Permutation
0.493421052631579,Permutation
0.5263157894736842,Permutation
0.3585526315789474,Permutation
0.3322368421052632,Permutation
0.5263157894736843,Permutation
0.5953947368421053,Permutation
0.5197368421052632,Permutation
0.4835526315789474,Permutation
0.35855263157894735,Permutation
0.6842105263157895,Permutation
0.5690789473684211,Permutation
0.38486842105263164,Permutation
0.506578947368421,Permutation
0.5592105263157894,Permutation
0.3453947368421053,Permutation
0.4769736842105263,Permutation
0.5592105263157895,Permutation
0.4901315789473684,Permutation
0.549342105263158,Permutation
0.6447368421052632,Permutation
0.4967105263157895,Permutation
0.4111842105263158,Permutation
0.4934210526315789,Permutation
0.24013157894736845,Permutation
0.3388157894736842,Permutation
0.46710526315789475,Permutation
0.4046052631578948,Permutation
0.5789473684210527,Permutation
0.6381578947368421,Permutation
0.5723684210526316,Permutation
0.549342105263158,Permutation
0.45723684210526316,Permutation
0.5164473684210527,Permutation
0.4046052631578947,Permutation
0.5328947368421053,Permutation
0.3717105263157895,Permutation
0.5657894736842105,Permutation
0.3157894736842105,Permutation
0.45394736842105265,Permutation
0.4276315789473685,Permutation
0.42434210526315796,Permutation
0.41118421052631576,Permutation
0.5098684210526315,Permutation
0.368421052631579,Permutation
0.4210526315789474,Permutation
0.5361842105263158,Permutation
0.4703947368421053,Permutation
0.542763157894737,Permutation
0.6414473684210527,Permutation
0.375,Permutation
0.38815789473684204,Permutation
0.46710526315789475,Permutation
0.7138157894736842,Permutation
0.20394736842105265,Permutation
0.4144736842105263,Permutation
0.5065789473684211,Permutation
0.430921052631579,Permutation
0.2138157894736842,Permutation
0.5526315789473684,Permutation
0.694078947368421,Permutation
0.4177631578947369,Permutation
0.5526315789473685,Permutation
0.5394736842105263,Permutation
0.5723684210526316,Permutation
0.3223684210526316,Permutation
0.4605263157894738,Permutation
0.4078947368421053,Permutation
0.7203947368421052,Permutation
0.6184210526315789,Permutation
0.42105263157894735,Permutation
0.5,Permutation
0.5822368421052632,Permutation
0.38157894736842113,Permutation
0.694078947368421,Permutation
0.6019736842105263,Permutation
0.4144736842105263,Permutation
0.2993421052631579,Permutation
0.29276315789473684,Permutation
0.5526315789473685,Permutation
0.4506578947368421,Permutation
0.5427631578947367,Permutation
0.5361842105263158,Permutation
0.6677631578947368,Permutation
0.4078947368421053,Permutation
0.38815789473684215,Permutation
0.6381578947368421,Permutation
0.4013157894736843,Permutation
0.5098684210526316,Permutation
0.4276315789473685,Permutation
0.7039473684210527,Permutation
0.4703947368421053,Permutation
0.34210526315789475,Permutation
0.5526315789473685,Permutation
0.4802631578947369,Permutation
0.41118421052631576,Permutation
0.45065789473684215,Permutation
0.34210526315789475,Permutation
0.3256578947368421,Permutation
0.5164473684210527,Permutation
0.47368421052631576,Permutation
0.6085526315789473,Permutation
0.6282894736842106,Permutation
0.5921052631578948,Permutation
0.4835526315789474,Permutation
0.5921052631578948,Permutation
0.674342105263158,Permutation
0.5131578947368421,Permutation
0.4276315789473684,Permutation
0.5855263157894738,Permutation
0.48684210526315796,Permutation
0.555921052631579,Permutation
0.7269736842105263,Permutation
0.39473684210526316,Permutation
0.45065789473684215,Permutation
0.5723684210526316,Permutation
0.5164473684210527,Permutation
0.6348684210526316,Permutation
0.5263157894736842,Permutation
0.5855263157894737,Permutation
0.5822368421052632,Permutation
0.7236842105263158,Permutation
0.5592105263157894,Permutation
0.4243421052631579,Permutation
0.381578947368421,Permutation
0.6743421052631579,Permutation
0.44736842105263164,Permutation
0.6184210526315791,Permutation
0.5526315789473684,Permutation
0.33881578947368424,Permutation
0.4342105263157895,Permutation
0.6578947368421053,Permutation
0.26973684210526316,Permutation
0.6052631578947368,Permutation
0.34539473684210525,Permutation
0.7434210526315789,Permutation
0.3815789473684211,Permutation
0.6381578947368421,Permutation
0.6480263157894737,Permutation
0.37171052631578955,Permutation
0.5296052631578947,Permutation
0.5888157894736842,Permutation
0.4342105263157895,Permutation
0.3486842105263158,Permutation
0.6578947368421053,Permutation
0.33552631578947373,Permutation
0.5,Permutation
0.4868421052631579,Permutation
0.6513157894736842,Permutation
0.6381578947368421,Permutation
0.38815789473684215,Permutation
0.6710526315789476,Permutation
0.6151315789473685,Permutation
0.5953947368421053,Permutation
0.6447368421052632,Permutation
0.39473684210526316,Permutation
0.6217105263157895,Permutation
0.6447368421052633,Permutation
0.45394736842105265,Permutation
0.34210526315789475,Permutation
0.6315789473684211,Permutation
0.2467105263157895,Permutation
0.34868421052631576,Permutation
0.5361842105263158,Permutation
0.5657894736842106,Permutation
0.3388157894736842,Permutation
0.5197368421052632,Permutation
0.6677631578947368,Permutation
0.569078947368421,Permutation
0.6611842105263157,Permutation
0.2072368421052632,Permutation
0.5756578947368421,Permutation
0.5032894736842106,Permutation
0.3782894736842105,Permutation
0.3651315789473685,Permutation
0.47697368421052627,Permutation
0.45394736842105265,Permutation
0.5361842105263158,Permutation
0.7236842105263158,Permutation
0.4210526315789474,Permutation
0.4835526315789474,Permutation
0.5296052631578947,Permutation
0.5953947368421053,Permutation
0.3782894736842105,Permutation
0.6447368421052632,Permutation
0.4342105263157895,Permutation
0.7171052631578947,Permutation
0.4605263157894737,Permutation
0.4342105263157895,Permutation
0.6611842105263158,Permutation
0.368421052631579,Permutation
0.2861842105263158,Permutation
0.4835526315789474,Permutation
0.6480263157894738,Permutation
0.3717105263157895,Permutation
0.4736842105263158,Permutation
0.2532894736842105,Permutation
0.5394736842105263,Permutation
0.4967105263157895,Permutation
0.5296052631578947,Permutation
0.5230263157894737,Permutation
0.4901315789473685,Permutation
0.605263157894737,Permutation
0.506578947368421,Permutation
0.4276315789473685,Permutation
0.5361842105263158,Permutation
0.4210526315789474,Permutation
0.5032894736842105,Permutation
0.45394736842105265,Permutation
0.493421052631579,Permutation
0.12171052631578948,Permutation
0.5855263157894737,Permutation
0.47697368421052627,Permutation
0.17763157894736845,Permutation
0.4671052631578948,Permutation
0.6447368421052632,Permutation
0.4967105263157895,Permutation
0.618421052631579,Permutation
0.6315789473684211,Permutation
0.42105263157894735,Permutation
0.625,Permutation
0.6052631578947368,Permutation
0.39473684210526316,Permutation
0.555921052631579,Permutation
0.5756578947368421,Permutation
0.6677631578947368,Permutation
0.42434210526315785,Permutation
0.618421052631579,Permutation
0.5,Permutation
0.3815789473684211,Permutation
0.5361842105263158,Permutation
0.5625,Permutation
0.549342105263158,Permutation
0.44736842105263164,Permutation
0.3059210526315789,Permutation
0.5296052631578948,Permutation
0.27631578947368424,Permutation
0.6217105263157894,Permutation
0.5032894736842106,Permutation
0.4967105263157895,Permutation
0.4440789473684211,Permutation
0.3980263157894737,Permutation
0.44736842105263164,Permutation
0.368421052631579,Permutation
0.6809210526315789,Permutation
0.39144736842105265,Permutation
0.6381578947368421,Permutation
0.4736842105263158,Permutation
0.5164473684210527,Permutation
0.44078947368421056,Permutation
0.6447368421052632,Permutation
0.38815789473684204,Permutation
0.575657894736842,Permutation
0.44407894736842113,Permutation
0.22697368421052636,Permutation
0.3881578947368421,Permutation
0.3717105263157895,Permutation
0.5197368421052632,Permutation
0.5361842105263158,Permutation
0.6019736842105263,Permutation
0.42434210526315796,Permutation
0.555921052631579,Permutation
0.6710526315789473,Permutation
0.6217105263157895,Permutation
0.5032894736842106,Permutation
0.4736842105263159,Permutation
0.3684210526315789,Permutation
0.4013157894736842,Permutation
0.5296052631578947,Permutation
0.45723684210526316,Permutation
0.39473684210526316,Permutation
0.694078947368421,Permutation
0.5657894736842105,Permutation
0.5427631578947368,Permutation
0.5789473684210528,Permutation
0.6842105263157895,Permutation
0.3092105263157895,Permutation
0.37500000000000006,Permutation
0.48026315789473684,Permutation
0.6513157894736842,Permutation
0.4835526315789474,Permutation
0.5822368421052632,Permutation
0.506578947368421,Permutation
0.3026315789473685,Permutation
0.5394736842105263,Permutation
0.6282894736842105,Permutation
0.5,Permutation
0.4901315789473685,Permutation
0.6644736842105263,Permutation
0.5789473684210527,Permutation
0.38815789473684215,Permutation
0.45723684210526316,Permutation
0.6118421052631579,Permutation
0.5822368421052632,Permutation
0.3486842105263158,Permutation
0.4769736842105263,Permutation
0.5230263157894737,Permutation
0.5164473684210527,Permutation
0.4901315789473684,Permutation
0.4901315789473685,Permutation
0.5592105263157895,Permutation
0.46381578947368424,Permutation
0.3651315789473684,Permutation
0.625,Permutation
0.5592105263157895,Permutation
0.5460526315789473,Permutation
0.4572368421052633,Permutation
0.5953947368421053,Permutation
0.3815789473684211,Permutation
0.5,Permutation
0.4638157894736842,Permutation
0.4210526315789474,Permutation
0.5230263157894737,Permutation
0.3519736842105263,Permutation
0.6677631578947368,Permutation
0.7171052631578947,Permutation
0.26315789473684215,Permutation
0.5230263157894737,Permutation
0.33881578947368424,Permutation
0.5526315789473684,Permutation
0.5,Permutation
0.3486842105263158,Permutation
0.46710526315789475,Permutation
0.5394736842105263,Permutation
0.4901315789473685,Permutation
0.38486842105263164,Permutation
0.6644736842105263,Permutation
0.5427631578947368,Permutation
0.4111842105263158,Permutation
0.4835526315789474,Permutation
0.5986842105263158,Permutation
0.39144736842105265,Permutation
0.3848684210526316,Permutation
0.39473684210526316,Permutation
0.6644736842105263,Permutation
0.5723684210526316,Permutation
0.4375,Permutation
0.5164473684210527,Permutation
0.375,Permutation
0.47368421052631576,Permutation
0.5328947368421053,Permutation
0.42105263157894735,Permutation
0.5164473684210527,Permutation
