,Marker,Log-Likelihood,AIC,Estimate,P_val,score_mean,score_std,score_sem,score_range,perm_score,perms_score_std,perms_score_all,Glmm_pval,AUC_P_val,AUC_mean,AUC_std,F1_P_val,F1_mean,F1_std,Kappa_P_val,Kappa_mean,Kappa_std,perm_auc_mean,perm_auc_all,perm_f1_mean,perm_f1_all,perm_kappa_mean,perm_kappa_all,GLMM_p_corrected,GLMM_significant,AUC_p_corrected,AUC_significant,F1_p_corrected,F1_significant,Kappa_p_corrected,Kappa_significant
0,wSMI_1_mean,-45.3732023371294,96.7464046742588,3.365094755511067,,,,,,,,,0.47019436851746466,1.0,0.4538671023965142,0.0020152505446623115,0.4374,0.6124031007751938,0.054263565891472854,0.9724,-0.10215945032173629,0.10593303522739678,0.5010510239651416,[0.50201525 0.50201525 0.50201525 ... 0.50201525 0.49798475 0.50201525],0.589747898548702,[0.54       0.54689655 0.59782609 ... 0.59803922 0.59340659 0.54689655],0.001644310310835401,"[-0.03225806  0.          0.01578947 ...  0.01837031  0.0780972
  0.        ]",0.9006235746614957,p > 0.05,1.0,p > 0.05,0.78732,p > 0.05,0.9724,p > 0.05
1,wSMI_1_std,-44.10526522821487,94.21053045642974,0.8472172436225421,,,,,,,,,0.04731687965732018,0.2346,0.6235294117647059,0.02352941176470591,0.6174,0.5669607056936647,0.08420208500400958,0.0886,0.09620670698185813,0.021440351841671312,0.49674352941176464,[0.37647059 0.47647059 0.62352941 ... 0.62352941 0.62352941 0.62352941],0.5585346059490404,[0.42601626 0.49579832 0.68904404 ... 0.58027211 0.58364591 0.67333333],-0.023223629441763687,"[-0.19669447 -0.1         0.16134959 ...  0.05901783  0.09143723
  0.0960452 ]",0.9006235746614957,p < 0.05 uncorrected,0.5449846153846155,p > 0.05,0.8119636363636363,p > 0.05,0.5514,p > 0.05
2,wSMI_2_mean,-45.61444646154611,97.22889292309222,-0.9946488674528126,,,,,,,,,0.8857499047425073,1.0,0.4540305010893246,0.04226579520697166,0.386,0.5938215102974829,0.014874141876430158,0.4432,-0.052652699163639405,0.06388865421981932,0.5009096296296296,[0.4540305 0.4540305 0.4540305 ... 0.4540305 0.5422658 0.5459695],0.5765123325109255,[0.61777778 0.50129199 0.55684755 ... 0.52777778 0.6036036  0.51461988],-0.06461476750405813,"[ 0.01111111 -0.21290233 -0.0748702  ... -0.10227179  0.07969445
 -0.1050624 ]",0.9698408777254042,p > 0.05,1.0,p > 0.05,0.7459714285714286,p > 0.05,0.6893485714285714,p > 0.05
3,wSMI_2_std,-44.866224969227964,95.73244993845593,0.6873097887376748,,,,,,,,,0.1801083175525385,0.752,0.43387799564270146,0.08093681917211326,0.2088,0.6511111111111111,0.028888888888888853,0.63,-0.04678362573099415,0.04678362573099415,0.49984152505446616,[0.433878   0.566122   0.41906318 ... 0.41906318 0.433878   0.433878  ],0.5778772034054065,[0.66608696 0.42428786 0.48596632 ... 0.47137746 0.64232558 0.65111111],-0.009194960174932813,"[-0.01764706  0.11351351 -0.08598131 ... -0.0491392  -0.04046243
 -0.04678363]",0.9006235746614957,p > 0.05,1.0,p > 0.05,0.7167272727272728,p > 0.05,0.8622418604651163,p > 0.05
4,wSMI_4_mean,-45.09735152890196,96.19470305780392,-4.282944042817673,,,,,,,,,0.338765449869583,0.4958,0.5367102396514161,0.05152505446623096,0.4326,0.6002331002331003,0.03613053613053607,0.3136,-0.022630610042531585,0.0338665650987115,0.49965904139433553,[0.55152505 0.53671024 0.44847495 ... 0.44847495 0.55152505 0.55152505],0.5863148018016509,[0.62888889 0.51951952 0.58223289 ... 0.57529412 0.69294118 0.61183186],-0.055154238331561876,"[-0.11111111 -0.06859725 -0.01181994 ... -0.04395604  0.
 -0.0625343 ]",0.9006235746614957,p > 0.05,0.8112705882352942,p > 0.05,0.78732,p > 0.05,0.6129000000000001,p > 0.05
5,wSMI_4_std,-45.584786562899836,97.16957312579967,0.04604608527876491,,,,,,,,,0.8980008127087076,0.7178,0.49828431372549026,0.03504901960784318,0.3292,0.620507399577167,0.015856236786469358,0.6256,-0.035926972397305024,0.01267115844381661,0.4978577450980392,[0.49828431 0.50171569 0.49828431 ... 0.53504902 0.46495098 0.46495098],0.5975396268808048,[0.56914894 0.61966605 0.51062271 ... 0.62587413 0.58225108 0.657289  ],-0.017511496944845554,"[-0.07824859  0.08131643 -0.10559665 ...  0.02918842  0.05664301
 -0.05827068]",0.9698408777254042,p > 0.05,1.0,p > 0.05,0.7407,p > 0.05,0.8622418604651163,p > 0.05
6,wSMI_8_mean,-45.59940375329276,97.19880750658552,-0.8299370347290588,,,,,,,,,0.839549223171162,0.5108,0.5146650326797385,0.025776143790849665,0.1358,0.6589371980676328,0.03671497584541061,0.5268,0.01900584795321636,0.11257309941520466,0.5002700980392156,[0.52577614 0.48533497 0.48533497 ... 0.48533497 0.47422386 0.51466503],0.6105942562802064,[0.5629532  0.58813747 0.60379404 ... 0.64693878 0.58492823 0.59553571],0.024252607312520068,"[-0.04469274 -0.09046549 -0.06055213 ...  0.03213611 -0.0505618
  0.18189545]",0.9698408777254042,p > 0.05,0.8112705882352942,p > 0.05,0.7167272727272728,p > 0.05,0.7688432432432433,p > 0.05
7,wSMI_8_std,-45.5366768041465,97.073353608293,0.2859079449258567,,,,,,,,,0.5335352104833755,0.4964,0.5389297385620915,0.0499591503267974,0.2498,0.6287878787878789,0.0378787878787879,0.6646,-0.03863591563177593,0.07372363493002165,0.4996932352941176,[0.46107026 0.46107026 0.45004085 ... 0.54995915 0.54995915 0.45004085],0.5909564063078231,[0.50713012 0.59123649 0.61542553 ... 0.58177905 0.55716878 0.61523146],-0.011821455539752489,"[ 0.00377692 -0.04517436 -0.02860169 ...  0.04327731  0.11659606
 -0.06500675]",0.9006235746614957,p > 0.05,0.8112705882352942,p > 0.05,0.7167272727272728,p > 0.05,0.8622418604651163,p > 0.05
8,p_e_1_mean,-45.47124914408504,96.94249828817009,-3.9507436649822667,,,,,,,,,0.5902068586110127,0.7486,0.4835511982570806,0.04237472766884531,0.292,0.615,0.06499999999999995,0.7966,-0.0625,0.0625,0.4995983877995643,[0.45762527 0.45762527 0.54237473 ... 0.5164488  0.45762527 0.4835512 ],0.5909998503182938,[0.62571429 0.67209011 0.575      ... 0.54909318 0.5        0.60120022],-0.026170865771776596,"[-0.06896552 -0.02824859 -0.05320632 ... -0.11274185 -0.02947237
 -0.05649718]",0.9066189480895138,p > 0.05,1.0,p > 0.05,0.7167272727272728,p > 0.05,0.896175,p > 0.05
9,p_e_1_std,-44.64764450890747,95.29528901781494,-0.3370463483350808,,,,,,,,,0.4243211967921152,0.2528,0.5739923747276688,0.051933551198257044,0.549,0.5407407407407407,0.17037037037037034,0.2244,0.07279693486590039,0.09094575519257925,0.5013605555555556,[0.42600763 0.57399237 0.57399237 ... 0.55193355 0.42600763 0.42600763],0.5512119280220571,[0.3925     0.46782609 0.68782609 ... 0.68972332 0.56138107 0.66653061],-0.01968905179438064,"[-0.1650894  -0.01984895  0.04705882 ...  0.12003847 -0.04019665
 -0.05988024]",0.9006235746614957,p > 0.05,0.5449846153846155,p > 0.05,0.8119636363636363,p > 0.05,0.60588,p > 0.05
