,Marker,Log-Likelihood,AIC,Estimate,P_val,score_mean,score_std,score_sem,score_range,perm_score,perms_score_std,perms_score_all,Glmm_pval,AUC_P_val,AUC_mean,AUC_std,F1_P_val,F1_mean,F1_std,Kappa_P_val,Kappa_mean,Kappa_std,perm_auc_mean,perm_auc_all,perm_f1_mean,perm_f1_all,perm_kappa_mean,perm_kappa_all,GLMM_p_corrected,GLMM_significant,AUC_p_corrected,AUC_significant,F1_p_corrected,F1_significant,Kappa_p_corrected,Kappa_significant
0,wSMI_1_mean,-45.3732023371294,96.7464046742588,3.365094755511067,,,,,,,,,0.47019436851746466,1.0,0.42848061029879214,0.038985552888340685,0.1944,0.6456093189964157,0.017013295292157265,0.9034,-0.0857142857142857,0.12121830534626529,0.4993056155965247,[0.57151939 0.55774529 0.57151939 ... 0.44225471 0.44225471 0.48082221],0.5418167159998034,[0.54166667 0.53769841 0.33189655 ... 0.56388889 0.61237374 0.55558076],0.003594865747316453,"[ 0.09599646  0.15660252  0.0353904  ... -0.11601732 -0.05541126
 -0.08571429]",0.9006235746614957,p > 0.05,1.0,p > 0.05,0.6998399999999999,p > 0.05,0.975672,p > 0.05
1,wSMI_1_std,-44.10526522821487,94.21053045642974,0.8472172436225421,,,,,,,,,0.04731687965732018,0.1194,0.6293706293706294,0.05488164571602657,0.3936,0.5690359477124183,0.15303859984328266,0.315,0.0447330447330447,0.09886402962747842,0.4975288408561135,[0.44755245 0.58253867 0.44755245 ... 0.44755245 0.41746133 0.37062937],0.5446408515736133,[0.67361111 0.68055556 0.53196069 ... 0.67361111 0.48133153 0.51245211],-0.003205524849919694,"[-0.01587302  0.01443001 -0.07647908 ... -0.01587302 -0.12144344
  0.01216545]",0.9006235746614957,p < 0.05 uncorrected,0.3160173913043478,p > 0.05,0.7200000000000001,p > 0.05,0.6547885714285714,p > 0.05
2,wSMI_2_mean,-45.61444646154611,97.22889292309222,-0.9946488674528126,,,,,,,,,0.8857499047425073,0.631,0.49221821949094674,0.05191210340560983,0.4278,0.5879484500174156,0.05572100245439556,0.4458,-0.020606060606060628,0.12407527559048917,0.5004549739822467,[0.47293447 0.45365073 0.45365073 ... 0.47293447 0.54634927 0.50778178],0.5727645141297036,[0.62626263 0.54292929 0.49116743 ... 0.61237374 0.55883623 0.62393162],-0.037828164438550485,"[ 0.04       -0.05090909 -0.13576712 ...  0.00969697 -0.01243201
 -0.04273504]",0.9698408777254042,p > 0.05,0.9212108108108107,p > 0.05,0.7200000000000001,p > 0.05,0.6670421052631579,p > 0.05
3,wSMI_2_std,-44.866224969227964,95.73244993845593,0.6873097887376748,,,,,,,,,0.1801083175525385,0.2474,0.5976548703821432,0.07927510371054407,0.1844,0.6227298850574713,0.0520716455375855,0.3222,0.02470078940667179,0.04731645853726658,0.5001641732005369,[0.49325422 0.51529279 0.40234513 ... 0.49325422 0.49325422 0.40234513],0.5649595450581987,[0.59613527 0.59186536 0.61835749 ... 0.56280193 0.62530193 0.43763687],-0.018169211053407838,"[-0.02488298  0.06602611  0.00542005 ... -0.08548904  0.03572308
 -0.17639813]",0.9006235746614957,p > 0.05,0.47195999999999994,p > 0.05,0.6998399999999999,p > 0.05,0.6547885714285714,p > 0.05
4,wSMI_4_mean,-45.09735152890196,96.19470305780392,-4.282944042817673,,,,,,,,,0.338765449869583,0.1326,0.5344823526641709,0.027219041134481304,0.5046,0.5788655788655789,0.09036622591489255,0.1606,0.01163636363636363,0.06053717297078523,0.5001274563820017,[0.51519861 0.53163335 0.53448235 ... 0.46551765 0.5123496  0.5123496 ],0.5755344003334403,[0.53818182 0.62394265 0.56040404 ... 0.62735043 0.57570292 0.5508642 ],-0.03632669955496893,"[-0.0489697  -0.00560224 -0.01866667 ... -0.01036001 -0.04066304
 -0.03590527]",0.9006235746614957,p > 0.05,0.3160173913043478,p > 0.05,0.7200000000000001,p > 0.05,0.5166000000000001,p > 0.05
5,wSMI_4_std,-45.584786562899836,97.16957312579967,0.04604608527876491,,,,,,,,,0.8980008127087076,0.8786,0.4192743283652374,0.10442109216836304,0.56,0.5754830917874396,0.10093396268344478,0.7596,-0.08450357230845033,0.06653618162168258,0.501481363754091,[0.44682254 0.41927433 0.44682254 ... 0.41927433 0.61653834 0.51736479],0.5876481660824271,[0.52440476 0.52954545 0.55871212 ... 0.54777778 0.64444444 0.59722222],-0.0012599639041223315,"[ 0.02147459 -0.13793939 -0.07733333 ... -0.09090909  0.06060606
  0.03030303]",0.9698408777254042,p > 0.05,0.9895500000000002,p > 0.05,0.7200000000000001,p > 0.05,0.8727319148936171,p > 0.05
6,wSMI_8_mean,-45.59940375329276,97.19880750658552,-0.8299370347290588,,,,,,,,,0.839549223171162,0.8796,0.4589720044265499,0.048662619336547336,0.2526,0.6235632183908045,0.03408131585183369,0.3974,0.030303030303030314,0.04285495643554835,0.49965957947776124,[0.52449907 0.48927503 0.458972   ... 0.541028   0.4451979  0.51072497],0.5929494811742343,[0.5933642  0.625      0.65322581 ... 0.62846902 0.58082818 0.56280193],0.002436767880225461,"[ 3.70074342e-17  3.70074342e-17  9.09090909e-02 ... -2.66889074e-02
  3.70074342e-17 -3.03030303e-02]",0.9698408777254042,p > 0.05,0.9895500000000002,p > 0.05,0.7200000000000001,p > 0.05,0.6547885714285714,p > 0.05
7,wSMI_8_std,-45.5366768041465,97.073353608293,0.2859079449258567,,,,,,,,,0.5335352104833755,0.2366,0.5431235431235432,0.04062141598480346,0.1122,0.6495726495726496,0.024174590809796462,0.1392,0.05024605024605026,0.03772701293044,0.4991914812460267,[0.51748252 0.51748252 0.54587836 ... 0.45412164 0.54587836 0.47976266],0.5777681527229787,[0.54605609 0.55751216 0.64957265 ... 0.48484848 0.64957265 0.61782662],-0.019165198817144624,"[-0.0489697  -0.05420054  0.05024605 ... -0.13987879  0.01994302
 -0.01036001]",0.9006235746614957,p > 0.05,0.47195999999999994,p > 0.05,0.6998399999999999,p > 0.05,0.5011199999999999,p > 0.05
8,p_e_1_mean,-45.47124914408504,96.94249828817009,-3.9507436649822667,,,,,,,,,0.5902068586110127,0.1232,0.5514821878458241,0.0031633417726317937,0.4116,0.6013071895424836,0.09243225897863365,0.3576,0.0888888888888889,0.12570787221094182,0.4998370511643239,[0.51566952 0.51566952 0.44851781 ... 0.55148219 0.48433048 0.51566952],0.5729059823542406,[0.60130719 0.50282234 0.46192446 ... 0.54166667 0.58968365 0.58421317],-0.004219205839209294,"[ 0.08888889  0.08888889 -0.14245256 ...  0.09599646 -0.11214953
  0.11919192]",0.9066189480895138,p > 0.05,0.3160173913043478,p > 0.05,0.7200000000000001,p > 0.05,0.6547885714285714,p > 0.05
9,p_e_1_std,-44.64764450890747,95.29528901781494,-0.3370463483350808,,,,,,,,,0.4243211967921152,0.1336,0.5760872124508488,0.06022672798615957,0.7976,0.5566307755213303,0.10435096876389068,0.4186,0.03670854890367085,0.14573840736616517,0.5024053919144827,[0.44870618 0.44870618 0.44385581 ... 0.42391279 0.55614419 0.55129382],0.5943827558943784,[0.64245211 0.54222222 0.57227796 ... 0.62193548 0.62988506 0.59703482],0.014676804460136588,"[ 0.05602241 -0.00775194 -0.02389751 ... -0.00458365  0.11662847
  0.00640552]",0.9006235746614957,p > 0.05,0.3160173913043478,p > 0.05,0.8445176470588235,p > 0.05,0.6547885714285714,p > 0.05
